,DATE,PRCP,TAVG,TMAX,TMIN
53,1881-02-23,0.0,-15.6,-11.5,-19.3
418,1882-02-23,0.0,-3.1,,-9.2
783,1883-02-23,0.4,-1.9,,-3.8
1148,1884-02-23,0.0,-17.1,-11.2,-22.8
1514,1885-02-23,0.0,-12.0,-7.1,-20.6
1879,1886-02-23,0.0,-14.2,-7.7,-18.6
2244,1887-02-23,0.0,-6.2,-3.5,-10.7
2609,1888-02-23,0.0,-13.2,-10.1,-17.7
2975,1889-02-23,1.2,-8.2,-1.0,-15.5
3340,1890-02-23,0.0,-8.6,-6.0,-13.0
3705,1891-02-23,0.0,-1.2,0.6,-5.3
4070,1892-02-23,0.0,-4.0,1.7,-9.6
4436,1893-02-23,0.2,-21.3,-16.2,-24.3
4801,1894-02-23,0.0,-2.4,1.8,-5.1
5166,1895-02-23,0.4,-17.4,-11.3,-25.8
5531,1896-02-23,0.0,-15.6,-9.1,-19.5
5897,1897-02-23,0.0,-6.8,0.3,-9.0
6262,1898-02-23,0.0,-10.2,-7.6,-12.9
6627,1899-02-23,0.0,-11.8,-9.3,-13.7
6992,1900-02-23,1.1,-1.3,1.0,-3.1
7357,1901-02-23,3.8,-9.9,-4.6,-15.7
7722,1902-02-23,0.0,-1.2,-0.4,-2.7
8087,1903-02-23,3.0,0.9,,-1.4
8452,1904-02-23,0.7,-4.2,-3.0,-6.4
8818,1905-02-23,0.0,-1.1,0.2,-2.8
9183,1906-02-23,3.2,-5.7,-4.7,-7.4
9548,1907-02-23,1.1,-1.1,0.2,-2.3
9913,1908-02-23,0.0,-8.8,-7.3,-9.8
10279,1909-02-23,0.1,-9.3,-5.4,-11.2
10644,1910-02-23,3.3,-3.4,-2.6,-6.4
11009,1911-02-23,4.6,1.4,3.0,-5.7
11374,1912-02-23,0.0,-13.1,-10.7,
11740,1913-02-23,0.3,-12.9,-9.0,-16.2
12105,1914-02-23,0.0,-11.3,-7.6,-14.7
12470,1915-02-23,2.4,1.2,1.8,-0.5
12835,1916-02-23,0.4,-6.1,-4.5,-7.1
13201,1917-02-23,0.0,-22.7,-17.0,-27.4
13566,1918-02-23,0.0,-17.1,-10.9,-21.0
13931,1919-02-23,0.0,-11.5,-2.8,-15.6
14296,1920-02-23,0.7,0.1,3.2,-7.7
14662,1921-02-23,0.5,-2.1,-1.1,-3.8
15027,1922-02-23,1.0,-3.8,-2.7,-5.5
15392,1923-02-23,0.1,-18.2,-14.4,-21.4
15757,1924-02-23,1.0,-4.0,-2.9,-7.2
16123,1925-02-23,0.2,-10.3,-6.4,-16.2
16488,1926-02-23,0.0,-16.6,-12.6,-25.0
16853,1927-02-23,0.0,-11.1,-7.2,-16.5
17218,1928-02-23,0.0,-9.1,-7.8,-9.6
17584,1929-02-23,0.0,-15.8,-14.3,-16.5
17949,1930-02-23,0.0,-1.5,-0.6,-2.9
18314,1931-02-23,0.0,-7.2,-3.5,-8.6
18679,1932-02-23,0.0,-17.3,-11.3,-21.5
19045,1933-02-23,0.4,-14.9,-11.6,-18.7
19410,1934-02-23,0.1,-2.8,1.8,-8.0
19775,1935-02-23,0.5,2.1,3.7,0.8
20140,1936-02-23,0.1,-13.8,-10.9,-18.6
20506,1937-02-23,0.3,-1.1,0.4,-3.0
20871,1938-02-23,1.6,-10.8,-7.7,-15.1
21236,1939-02-23,0.0,-1.7,1.4,-5.0
21601,1940-02-23,5.0,-3.2,-0.6,-6.1
21967,1941-02-23,2.7,-7.8,-6.8,-9.0
22332,1942-02-23,0.0,-9.3,-6.1,-15.1
22697,1943-02-23,0.0,-1.0,1.5,-4.2
23062,1944-02-23,0.3,-2.5,0.7,-9.3
23428,1945-02-23,1.2,-7.1,-3.0,-7.9
23793,1946-02-23,0.0,-8.6,-7.5,-11.6
24158,1947-02-23,1.3,-9.8,-8.3,-11.5
24523,1948-02-23,0.7,-3.8,-0.7,-7.8
24889,1949-02-23,4.7,2.4,4.7,0.5
25254,1950-02-23,0.2,-3.6,-0.2,-5.9
25619,1951-02-23,1.7,-7.6,-3.7,-10.4
25984,1952-02-23,0.4,-3.0,-1.3,-4.0
26350,1953-02-23,0.0,-17.3,-9.8,-23.1
26715,1954-02-23,0.0,-14.4,-7.7,-19.4
27080,1955-02-23,0.8,-13.2,-11.7,-13.9
27445,1956-02-23,0.0,-15.4,-9.5,-21.2
27811,1957-02-23,3.2,0.3,1.4,-0.6
28176,1958-02-23,0.2,-11.8,-8.3,-15.1
28541,1959-02-23,0.2,-5.6,-3.8,-7.8
28906,1960-02-23,0.1,-9.5,-0.3,-14.8
29272,1961-02-23,0.0,0.4,1.7,-0.5
29637,1962-02-23,0.0,-6.9,-3.9,-9.7
30002,1963-02-23,0.3,-14.8,-7.8,-23.6
30367,1964-02-23,0.0,-10.9,-6.0,-16.8
30733,1965-02-23,0.4,-11.9,-9.0,-14.7
31098,1966-02-23,3.5,-2.0,-0.9,-2.9
31463,1967-02-23,3.4,-2.6,-0.5,-3.7
31828,1968-02-23,0.2,-10.9,-10.1,-12.5
32194,1969-02-23,0.0,-3.4,-1.5,-4.8
