,DATE,PRCP,TAVG,TMAX,TMIN
355,1881-12-22,1.8,-5.4,-4.3,-7.4
720,1882-12-22,0.0,-20.1,,-21.5
1085,1883-12-22,0.7,-1.4,1.1,-8.2
1451,1884-12-22,0.0,-7.1,0.6,-9.2
1816,1885-12-22,0.0,-2.1,1.4,-4.6
2181,1886-12-22,0.0,-3.8,-1.1,-7.3
2546,1887-12-22,0.3,-17.1,-13.1,-19.5
2912,1888-12-22,0.3,-17.5,-16.3,-18.8
3277,1889-12-22,1.0,0.8,2.0,-0.4
3642,1890-12-22,0.0,-15.7,-12.9,-16.6
4007,1891-12-22,0.0,-2.9,0.0,-6.1
4373,1892-12-22,0.1,-18.6,-11.6,-21.3
4738,1893-12-22,0.0,1.0,1.6,-1.2
5103,1894-12-22,0.0,-6.5,-3.0,-12.0
5468,1895-12-22,3.4,-7.7,-4.7,-10.9
5834,1896-12-22,0.0,-6.9,-5.6,-7.5
6199,1897-12-22,1.6,-3.8,0.4,-12.9
6564,1898-12-22,1.8,-14.5,-13.0,-17.0
6929,1899-12-22,0.0,-7.2,-5.7,-8.9
7294,1900-12-22,0.9,3.9,4.7,2.5
7659,1901-12-22,1.1,-3.9,-3.4,-4.8
8024,1902-12-22,0.1,-19.7,-17.2,-22.1
8389,1903-12-22,0.0,-4.5,,-9.8
8755,1904-12-22,1.5,-9.9,-8.3,-12.2
9120,1905-12-22,1.3,0.5,1.9,-0.4
9485,1906-12-22,0.1,0.7,1.8,-0.7
9850,1907-12-22,0.5,-23.2,-20.7,-26.7
10216,1908-12-22,0.1,1.8,2.2,1.1
10581,1909-12-22,0.3,-5.6,-3.0,-9.3
10946,1910-12-22,0.5,-0.7,-0.2,-1.2
11311,1911-12-22,1.3,-3.6,0.9,-4.5
11677,1912-12-22,0.6,3.2,3.6,1.8
12042,1913-12-22,0.0,-7.6,-3.6,-9.8
12407,1914-12-22,0.2,-1.8,-1.2,-2.6
12772,1915-12-22,1.2,-21.2,-19.1,-23.5
13138,1916-12-22,0.0,-5.6,-4.9,-6.4
13503,1917-12-22,1.1,-5.8,-3.5,-8.9
13868,1918-12-22,0.1,-9.4,-8.1,-10.7
14233,1919-12-22,2.4,-23.9,-18.0,-29.1
14599,1920-12-22,0.0,-2.8,-1.9,-4.8
14964,1921-12-22,0.8,-2.1,-0.4,-5.6
15329,1922-12-22,0.0,-11.7,-8.8,-14.7
15694,1923-12-22,1.6,-9.2,-8.3,-9.9
16060,1924-12-22,0.3,0.2,2.1,-8.1
16425,1925-12-22,0.1,-11.9,-10.3,-17.1
16790,1926-12-22,0.3,-13.4,-11.1,-15.7
17155,1927-12-22,0.0,-3.9,-3.7,-5.4
17521,1928-12-22,0.1,-0.4,0.5,-1.5
17886,1929-12-22,1.0,0.4,1.0,-0.4
18251,1930-12-22,1.8,0.3,1.6,-2.1
18616,1931-12-22,0.0,-3.4,-0.4,-9.0
18982,1932-12-22,0.0,-0.2,0.6,-1.3
19347,1933-12-22,3.3,-10.3,-7.0,-12.4
19712,1934-12-22,0.9,-3.5,-3.1,-4.1
20077,1935-12-22,4.5,-7.6,-1.6,-10.9
20443,1936-12-22,3.6,4.8,5.6,3.5
20808,1937-12-22,3.8,-9.7,-8.0,-11.2
21173,1938-12-22,0.0,-10.3,-8.9,-16.4
21538,1939-12-22,1.1,-5.0,-1.1,-13.0
21904,1940-12-22,0.0,-5.2,-3.6,-7.1
22269,1941-12-22,3.2,1.2,1.6,0.6
22634,1942-12-22,2.9,0.9,1.8,0.1
22999,1943-12-22,0.4,1.8,3.5,0.8
23365,1944-12-22,0.0,-12.4,-5.7,-15.1
23730,1945-12-22,17.1,0.2,0.7,0.0
24095,1946-12-22,0.0,-1.3,1.6,-4.6
24460,1947-12-22,2.0,-6.8,-1.8,-9.5
24826,1948-12-22,0.0,-6.0,-2.8,-8.1
25191,1949-12-22,3.0,1.4,3.0,0.4
25556,1950-12-22,0.0,-8.4,-6.2,-10.4
25921,1951-12-22,0.0,0.5,2.2,-0.9
26287,1952-12-22,3.3,-0.8,0.5,-1.7
26652,1953-12-22,1.8,-9.2,-8.1,-10.2
27017,1954-12-22,0.0,0.4,1.6,-0.6
27382,1955-12-22,0.3,-11.5,-7.4,-18.1
27748,1956-12-22,0.0,-5.3,-3.6,-6.8
28113,1957-12-22,4.9,2.1,4.8,0.1
28478,1958-12-22,1.8,-7.2,-4.4,-10.4
28843,1959-12-22,0.0,-6.5,-5.3,-7.9
29209,1960-12-22,0.1,-1.4,1.1,-2.7
29574,1961-12-22,2.5,-9.6,-7.2,-10.9
29939,1962-12-22,0.0,-9.7,-8.0,-15.9
30304,1963-12-22,1.4,-9.8,-5.3,-17.8
30670,1964-12-22,1.8,-7.4,-4.3,-12.0
31035,1965-12-22,0.2,-1.4,1.0,-4.5
31400,1966-12-22,1.3,-12.2,-10.3,-13.8
31765,1967-12-22,0.9,-15.8,-11.9,-19.9
32131,1968-12-22,3.3,-4.7,-1.8,-7.6
32496,1969-12-22,0.8,-11.4,-9.6,-12.6
32861,1970-12-22,0.6,-2.4,-0.6,-4.1
33226,1971-12-22,15.0,-4.8,-2.2,-7.6
33592,1972-12-22,0.0,2.5,2.8,1.9
33957,1973-12-22,0.3,-7.2,-4.3,-9.8
34322,1974-12-22,1.0,3.4,5.5,0.8
