,DATE,PRCP,TAVG,TMAX,TMIN
293,1881-10-21,0.5,2.5,3.8,2.2
658,1882-10-21,0.0,-2.7,,-3.9
1023,1883-10-21,0.0,5.0,6.1,3.8
1389,1884-10-21,0.0,1.9,3.6,0.5
1754,1885-10-21,1.9,-2.2,-0.1,-3.8
2119,1886-10-21,0.0,0.5,1.7,-1.0
2484,1887-10-21,0.7,2.4,7.0,0.6
2850,1888-10-21,4.0,2.5,3.9,-0.2
3215,1889-10-21,0.3,5.1,7.2,2.5
3580,1890-10-21,0.7,-1.4,0.4,-2.3
3945,1891-10-21,0.3,-1.0,2.7,-3.7
4311,1892-10-21,0.0,0.8,4.8,-3.5
4676,1893-10-21,0.0,1.6,3.3,-0.3
5041,1894-10-21,0.2,-4.4,-0.2,-7.3
5406,1895-10-21,2.6,1.9,4.1,1.0
5772,1896-10-21,0.0,11.0,13.4,8.5
6137,1897-10-21,1.8,4.5,7.0,3.4
6502,1898-10-21,8.1,-2.5,0.6,-4.2
6867,1899-10-21,1.2,6.4,8.4,2.7
7232,1900-10-21,5.3,2.0,5.0,1.2
7597,1901-10-21,0.0,4.4,9.3,1.1
7962,1902-10-21,0.0,-0.7,0.4,-1.7
8327,1903-10-21,0.0,-5.1,,-6.3
8693,1904-10-21,3.4,3.5,5.0,1.6
9058,1905-10-21,0.0,1.8,3.7,-0.4
9423,1906-10-21,10.6,8.4,9.6,6.5
9788,1907-10-21,0.0,8.2,10.0,5.9
10154,1908-10-21,0.0,0.4,2.2,-0.4
10519,1909-10-21,0.0,11.8,13.1,8.7
10884,1910-10-21,0.0,0.6,5.8,-1.2
11249,1911-10-21,0.0,2.8,6.2,-0.8
11615,1912-10-21,0.2,-0.8,0.4,-1.9
11980,1913-10-21,0.0,4.7,6.2,-0.7
12345,1914-10-21,0.0,-0.1,2.0,-2.5
12710,1915-10-21,0.5,1.4,2.1,0.9
13076,1916-10-21,3.5,1.2,2.3,0.5
13441,1917-10-21,0.2,9.3,12.0,8.0
13806,1918-10-21,0.0,3.1,5.1,0.1
14171,1919-10-21,0.1,7.3,8.4,5.7
14537,1920-10-21,0.0,3.0,6.8,1.5
14902,1921-10-21,0.1,5.2,9.9,3.6
15267,1922-10-21,1.1,3.4,6.4,1.3
15632,1923-10-21,0.1,7.1,9.5,3.0
15998,1924-10-21,1.1,3.9,6.5,0.9
16363,1925-10-21,0.3,0.5,2.3,-3.4
16728,1926-10-21,0.0,0.8,2.3,-2.2
17093,1927-10-21,1.7,3.3,4.9,1.4
17459,1928-10-21,1.2,3.7,6.9,-0.4
17824,1929-10-21,6.5,7.6,9.2,0.7
18189,1930-10-21,0.2,8.5,9.4,7.0
18554,1931-10-21,0.5,4.4,6.7,2.7
18920,1932-10-21,0.2,2.9,6.8,0.6
19285,1933-10-21,0.0,0.9,2.4,0.5
19650,1934-10-21,1.7,8.1,9.9,4.5
20015,1935-10-21,0.2,8.4,9.7,7.7
20381,1936-10-21,0.0,0.7,2.6,-0.6
20746,1937-10-21,0.5,8.2,9.5,5.9
21111,1938-10-21,1.4,3.5,8.4,2.4
21476,1939-10-21,0.0,2.1,3.7,-1.5
21842,1940-10-21,0.2,2.8,3.9,2.1
22207,1941-10-21,1.4,1.5,2.7,0.1
22572,1942-10-21,0.0,2.2,3.9,1.4
22937,1943-10-21,0.0,7.6,11.4,3.1
23303,1944-10-21,2.2,10.4,14.2,9.4
23668,1945-10-21,3.6,-1.8,0.2,-4.3
24033,1946-10-21,5.0,3.8,7.3,1.1
24398,1947-10-21,6.0,4.8,8.7,-1.1
24764,1948-10-21,1.0,7.7,9.5,5.6
25129,1949-10-21,9.1,9.9,11.1,8.7
25494,1950-10-21,1.1,4.1,5.4,1.3
25859,1951-10-21,0.0,4.2,8.8,0.2
26225,1952-10-21,17.2,3.7,5.0,2.2
26590,1953-10-21,0.0,8.6,9.7,6.9
26955,1954-10-21,1.7,3.2,5.9,0.4
27320,1955-10-21,0.0,5.2,9.1,2.6
27686,1956-10-21,0.7,5.4,7.7,3.6
28051,1957-10-21,0.0,5.4,7.4,3.7
28416,1958-10-21,0.2,3.4,4.5,2.7
28781,1959-10-21,19.2,5.0,7.6,1.4
29147,1960-10-21,4.6,-0.2,2.0,-0.7
29512,1961-10-21,0.0,6.7,8.4,5.4
29877,1962-10-21,1.6,6.0,8.7,2.5
30242,1963-10-21,0.0,6.2,7.1,5.4
30608,1964-10-21,14.7,8.7,9.4,7.6
30973,1965-10-21,1.1,6.1,8.1,2.1
31338,1966-10-21,6.2,5.6,8.2,4.0
31703,1967-10-21,11.9,4.0,6.3,2.5
32069,1968-10-21,4.9,5.5,6.8,1.8
32434,1969-10-21,0.0,7.5,8.9,6.3
32799,1970-10-21,0.0,8.0,9.9,6.4
33164,1971-10-21,4.5,8.3,9.8,6.6
33530,1972-10-21,2.5,2.0,3.3,0.4
33895,1973-10-21,5.8,0.1,1.4,-3.6
34260,1974-10-21,2.8,6.4,8.8,4.9
34625,1975-10-21,0.0,1.9,6.3,-1.5
34991,1976-10-21,0.0,0.0,3.4,-2.6
35356,1977-10-21,0.4,2.0,4.0,0.0
35721,1978-10-21,7.1,6.2,8.7,2.4
36086,1979-10-21,0.5,7.8,10.4,6.3
36452,1980-10-21,1.5,5.2,7.4,4.0
36817,1981-10-21,3.4,5.3,10.6,2.0
37182,1982-10-21,15.7,-0.6,1.3,-2.4
37547,1983-10-21,1.1,5.6,7.1,4.0
37913,1984-10-21,0.0,10.2,12.2,8.4
38278,1985-10-21,0.0,7.4,9.3,5.3
38643,1986-10-21,0.0,8.5,11.5,7.0
39008,1987-10-21,0.0,0.8,2.3,-0.3
39374,1988-10-21,0.0,6.1,8.3,1.5
39739,1989-10-21,0.4,9.5,10.5,9.0
40104,1990-10-21,0.4,2.0,3.0,0.5
40469,1991-10-21,2.8,4.9,7.5,3.1
40835,1992-10-21,0.0,4.1,5.3,2.9
41200,1993-10-21,0.0,3.2,6.8,0.7
41565,1994-10-21,0.0,2.7,5.2,-0.2
41930,1995-10-21,0.0,2.5,4.5,0.5
42296,1996-10-21,0.0,6.7,7.4,6.0
42661,1997-10-21,0.0,2.1,4.0,0.4
43026,1998-10-21,1.4,4.4,6.1,3.6
43391,1999-10-21,0.0,3.0,4.6,0.1
43757,2000-10-21,0.0,5.9,9.2,2.4
44122,2001-10-21,0.0,1.8,5.3,-0.5
44487,2002-10-21,2.6,0.1,1.3,-1.1
44852,2003-10-21,1.6,-0.5,2.7,-3.5
45218,2004-10-21,0.6,4.3,5.4,3.5
45583,2005-10-21,1.4,6.1,8.6,5.0
45948,2006-10-21,3.0,1.2,2.7,0.0
46313,2007-10-21,0.0,4.0,7.7,2.2
46679,2008-10-21,0.0,10.0,13.1,6.6
47044,2009-10-21,0.4,7.5,9.7,6.0
47409,2010-10-21,2.0,5.0,6.0,3.5
47774,2011-10-21,1.7,6.5,8.4,5.2
48140,2012-10-21,18.7,6.6,7.4,5.8
48505,2013-10-21,0.0,-0.4,4.8,-1.0
