,DATE,PRCP,TAVG,TMAX,TMIN
249,1881-09-07,0.0,15.9,22.3,10.2
614,1882-09-07,0.0,15.3,,11.6
979,1883-09-07,0.0,14.9,17.6,13.2
1345,1884-09-07,0.0,13.8,21.1,8.0
1710,1885-09-07,0.0,9.3,11.7,4.9
2075,1886-09-07,0.0,11.0,16.5,5.7
2440,1887-09-07,1.8,16.2,19.2,13.4
2806,1888-09-07,0.2,15.8,19.1,12.5
3171,1889-09-07,0.0,13.6,17.0,11.2
3536,1890-09-07,0.0,11.6,15.3,8.2
3901,1891-09-07,0.0,7.9,12.3,3.0
4267,1892-09-07,0.0,12.6,16.7,9.7
4632,1893-09-07,9.0,10.2,13.5,4.5
4997,1894-09-07,0.0,10.8,15.7,5.9
5362,1895-09-07,0.0,11.4,14.4,8.3
5728,1896-09-07,0.1,6.3,9.9,3.0
6093,1897-09-07,13.1,10.1,13.0,7.8
6458,1898-09-07,0.0,12.5,17.5,6.3
6823,1899-09-07,18.1,10.2,12.4,8.5
7188,1900-09-07,8.3,5.9,8.7,3.5
7553,1901-09-07,0.0,11.6,13.4,8.3
7918,1902-09-07,0.0,11.0,15.3,5.6
8283,1903-09-07,1.1,16.6,23.2,11.9
8649,1904-09-07,0.0,12.1,16.3,7.6
9014,1905-09-07,1.5,14.0,16.5,10.8
9379,1906-09-07,7.2,11.1,13.2,8.0
9744,1907-09-07,0.0,16.4,21.8,12.7
10110,1908-09-07,2.6,9.1,11.9,6.3
10475,1909-09-07,0.2,14.1,18.4,10.1
10840,1910-09-07,0.1,13.6,16.2,12.2
11205,1911-09-07,0.0,8.8,13.4,5.9
11571,1912-09-07,2.2,12.6,15.6,10.4
11936,1913-09-07,1.6,9.6,11.0,7.9
12301,1914-09-07,0.4,12.4,14.8,9.0
12666,1915-09-07,0.5,11.1,14.6,10.2
13032,1916-09-07,2.1,10.9,14.8,6.3
13397,1917-09-07,0.0,8.4,10.0,7.3
13762,1918-09-07,0.4,10.6,12.6,8.8
14127,1919-09-07,0.0,18.8,23.5,14.0
14493,1920-09-07,0.0,16.1,18.5,13.5
14858,1921-09-07,0.0,9.4,13.2,3.2
15223,1922-09-07,0.0,14.9,19.4,11.5
15588,1923-09-07,0.0,7.8,10.3,6.7
15954,1924-09-07,0.0,15.7,20.8,11.9
16319,1925-09-07,0.0,11.4,15.2,8.6
16684,1926-09-07,5.6,12.9,15.8,11.0
17049,1927-09-07,0.0,14.3,17.3,10.9
17415,1928-09-07,9.1,14.3,17.6,11.7
17780,1929-09-07,4.8,10.6,14.8,9.3
18145,1930-09-07,0.0,8.0,11.0,6.4
18510,1931-09-07,1.4,13.1,16.5,9.8
18876,1932-09-07,0.0,15.0,19.7,11.3
19241,1933-09-07,1.2,8.3,9.7,7.1
19606,1934-09-07,0.0,17.8,24.8,11.3
19971,1935-09-07,1.7,13.4,15.5,11.4
20337,1936-09-07,0.2,14.0,15.5,12.4
20702,1937-09-07,6.8,15.0,18.7,12.8
21067,1938-09-07,3.7,19.3,25.2,15.8
21432,1939-09-07,0.0,12.5,18.3,6.6
21798,1940-09-07,3.1,13.4,15.6,11.6
22163,1941-09-07,7.5,9.6,12.2,8.4
22528,1942-09-07,6.7,16.3,21.7,14.1
22893,1943-09-07,0.0,10.9,15.6,7.1
23259,1944-09-07,0.0,14.4,18.0,11.8
23624,1945-09-07,2.2,10.8,14.4,8.7
23989,1946-09-07,7.4,16.0,18.3,14.6
24354,1947-09-07,0.0,14.0,17.5,12.2
24720,1948-09-07,0.0,13.7,20.2,8.0
25085,1949-09-07,0.0,15.6,18.9,14.0
25450,1950-09-07,0.1,10.1,15.7,5.5
25815,1951-09-07,0.0,15.2,18.5,11.2
26181,1952-09-07,7.8,15.2,17.6,12.2
26546,1953-09-07,0.0,7.1,11.9,1.5
26911,1954-09-07,0.1,12.2,18.6,7.1
27276,1955-09-07,4.5,15.2,18.6,14.2
27642,1956-09-07,0.0,8.8,14.3,4.4
28007,1957-09-07,2.8,13.3,16.3,11.2
28372,1958-09-07,0.0,12.3,18.1,5.2
28737,1959-09-07,0.0,13.2,16.9,7.5
29103,1960-09-07,0.1,12.7,16.7,9.3
29468,1961-09-07,0.0,9.2,15.2,3.9
29833,1962-09-07,0.4,13.6,15.1,12.4
30198,1963-09-07,0.5,17.0,19.1,15.6
30564,1964-09-07,0.0,13.2,19.5,7.9
30929,1965-09-07,0.0,15.7,21.6,12.4
31294,1966-09-07,7.9,13.7,16.6,11.8
31659,1967-09-07,0.0,17.9,21.9,16.9
32025,1968-09-07,0.0,18.2,24.2,14.0
32390,1969-09-07,7.1,11.8,15.4,9.2
32755,1970-09-07,0.0,10.5,12.8,8.6
33120,1971-09-07,0.0,8.8,13.6,5.5
33486,1972-09-07,0.0,14.5,18.6,11.1
33851,1973-09-07,0.0,10.6,13.2,9.1
34216,1974-09-07,0.0,18.4,23.1,15.0
34581,1975-09-07,8.0,14.6,19.9,8.3
34947,1976-09-07,0.4,11.3,14.0,9.0
35312,1977-09-07,1.0,14.7,18.6,12.3
