,DATE,PRCP,TAVG,TMAX,TMIN
78,1881-03-20,0.0,-11.6,-2.1,-17.6
443,1882-03-20,0.0,-0.3,,-6.2
808,1883-03-20,0.3,-11.7,,-15.6
1174,1884-03-20,0.0,-3.2,-0.6,-6.3
1539,1885-03-20,0.7,-2.6,1.6,-6.8
1904,1886-03-20,0.0,-4.2,-1.1,-10.0
2269,1887-03-20,0.0,-7.3,-3.4,-15.2
2635,1888-03-20,0.0,-8.3,-0.2,-16.5
3000,1889-03-20,1.6,-7.0,-1.7,-13.2
3365,1890-03-20,0.0,2.4,2.9,1.8
3730,1891-03-20,0.0,-6.1,-1.5,-8.7
4096,1892-03-20,0.1,-1.4,0.0,-2.3
4461,1893-03-20,0.0,-5.2,-4.0,-8.6
4826,1894-03-20,0.0,-2.5,0.3,-7.2
5191,1895-03-20,0.0,-7.9,-1.2,-12.6
5557,1896-03-20,6.3,2.7,4.0,1.1
5922,1897-03-20,0.6,1.6,2.6,0.6
6287,1898-03-20,0.1,-7.4,-3.1,-8.6
6652,1899-03-20,0.0,-14.1,-8.2,-17.7
7017,1900-03-20,0.0,-2.9,1.3,-5.9
7382,1901-03-20,0.3,-5.9,0.3,-12.7
7747,1902-03-20,9.8,-0.9,1.3,-5.1
8112,1903-03-20,0.9,-2.2,,-4.8
8478,1904-03-20,0.0,-0.4,3.0,-6.4
8843,1905-03-20,0.0,-1.6,2.5,-5.3
9208,1906-03-20,0.5,-5.5,-3.0,-6.7
9573,1907-03-20,0.5,-1.4,0.0,-2.3
9939,1908-03-20,0.0,-4.3,2.0,-9.9
10304,1909-03-20,1.6,-2.9,-0.2,-7.8
10669,1910-03-20,0.2,0.0,1.8,-2.2
11034,1911-03-20,0.0,-7.2,-4.9,-12.3
11400,1912-03-20,5.3,1.9,2.9,0.7
11765,1913-03-20,2.3,1.2,4.8,-3.6
12130,1914-03-20,0.0,-6.2,-2.9,-7.9
12495,1915-03-20,7.6,-12.4,-9.3,-17.4
12861,1916-03-20,0.1,-3.1,-1.0,-6.0
13226,1917-03-20,0.0,-15.2,-11.4,-18.4
13591,1918-03-20,0.0,-2.5,-0.5,-3.8
13956,1919-03-20,0.0,-13.2,-10.0,-15.5
14322,1920-03-20,0.5,-0.6,2.1,-3.0
14687,1921-03-20,0.2,2.3,6.3,-0.5
15052,1922-03-20,0.0,-12.6,-6.6,-18.8
15417,1923-03-20,0.0,0.5,5.9,-4.4
15783,1924-03-20,0.0,-13.0,-9.2,-17.1
16148,1925-03-20,2.1,1.2,3.3,-0.1
16513,1926-03-20,0.0,-6.6,-4.1,-9.2
16878,1927-03-20,2.5,-6.4,-4.6,-9.0
17244,1928-03-20,0.0,-1.3,2.9,-5.9
17609,1929-03-20,0.0,0.4,5.5,-7.2
17974,1930-03-20,11.0,1.1,1.6,-1.6
18339,1931-03-20,0.0,-3.0,1.4,-12.3
18705,1932-03-20,0.0,-8.9,-3.5,-12.6
19070,1933-03-20,3.4,2.6,5.2,-1.5
19435,1934-03-20,1.7,2.3,3.3,1.9
19800,1935-03-20,2.1,-4.3,-0.1,-10.4
20166,1936-03-20,0.0,-4.3,-1.6,-7.9
20531,1937-03-20,0.3,0.9,3.9,0.2
20896,1938-03-20,4.3,1.4,2.7,0.6
21261,1939-03-20,0.3,-5.2,-2.8,-8.5
21627,1940-03-20,0.0,-9.1,-2.3,-15.0
21992,1941-03-20,0.2,-8.1,-2.3,-9.4
22357,1942-03-20,0.0,-16.2,-8.1,-25.7
22722,1943-03-20,0.0,-0.6,3.4,-4.2
23088,1944-03-20,0.0,-2.5,0.6,-4.9
23453,1945-03-20,0.1,-4.8,1.6,-14.2
23818,1946-03-20,8.6,0.2,1.6,-1.8
24183,1947-03-20,0.0,-8.0,0.5,-16.9
24549,1948-03-20,0.0,-6.0,-0.8,-12.7
24914,1949-03-20,0.0,-1.4,2.4,-5.9
25279,1950-03-20,0.0,4.0,7.5,0.9
25644,1951-03-20,3.3,-6.4,-2.9,-7.8
26010,1952-03-20,3.2,-9.3,-7.3,-11.1
26375,1953-03-20,0.0,-0.4,3.5,-3.7
26740,1954-03-20,0.0,-5.4,0.1,-11.5
27105,1955-03-20,4.6,-7.4,-4.0,-9.9
27471,1956-03-20,0.0,-4.2,3.9,-10.3
27836,1957-03-20,0.0,-16.7,-10.3,-21.3
28201,1958-03-20,0.0,-11.4,-7.1,-15.1
28566,1959-03-20,0.0,-2.3,1.7,-6.9
28932,1960-03-20,0.0,-5.4,2.6,-12.7
29297,1961-03-20,0.0,-5.4,-0.3,-7.8
29662,1962-03-20,0.0,-7.0,-1.1,-14.3
30027,1963-03-20,0.0,-18.4,-11.5,-24.8
30393,1964-03-20,0.1,-5.1,-1.1,-7.5
30758,1965-03-20,0.2,2.3,4.0,1.4
31123,1966-03-20,7.6,-2.8,2.2,-12.2
31488,1967-03-20,0.0,0.6,4.0,-2.9
31854,1968-03-20,0.0,-3.3,2.6,-9.6
32219,1969-03-20,0.0,-4.0,2.4,-10.2
32584,1970-03-20,0.0,2.8,5.9,0.1
32949,1971-03-20,5.0,2.2,2.6,1.4
33315,1972-03-20,0.0,2.7,7.3,-0.6
33680,1973-03-20,2.7,-6.2,-3.5,-10.7
34045,1974-03-20,0.0,0.1,1.7,-1.7
34410,1975-03-20,0.0,-1.4,1.4,-5.3
34776,1976-03-20,0.0,-7.0,-3.4,-10.0
35141,1977-03-20,0.0,1.8,4.8,-0.3
35506,1978-03-20,0.2,-12.3,-7.9,-18.4
35871,1979-03-20,0.0,-6.5,-1.0,-10.6
36237,1980-03-20,0.0,-11.1,-6.5,-15.4
36602,1981-03-20,0.5,0.4,2.3,-0.8
36967,1982-03-20,0.0,2.2,5.5,0.0
37332,1983-03-20,2.7,1.1,3.3,0.3
37698,1984-03-20,0.0,-8.4,-4.4,-12.7
38063,1985-03-20,0.0,-0.2,3.0,-3.2
38428,1986-03-20,0.0,2.0,8.3,-2.9
38793,1987-03-20,1.2,-2.1,1.2,-5.5
39159,1988-03-20,0.0,-3.0,0.2,-9.6
39524,1989-03-20,1.1,1.7,3.8,0.2
39889,1990-03-20,0.0,6.1,10.5,3.0
40254,1991-03-20,0.8,2.1,2.9,1.3
40620,1992-03-20,0.0,3.6,6.4,0.4
40985,1993-03-20,1.0,-0.3,2.0,-2.6
41350,1994-03-20,0.0,-1.8,-0.1,-2.7
41715,1995-03-20,1.2,1.5,2.3,-0.1
42081,1996-03-20,0.0,-1.9,5.5,-9.1
42446,1997-03-20,1.0,-8.0,-4.5,-10.6
42811,1998-03-20,0.0,-3.4,4.0,-8.4
43176,1999-03-20,0.0,3.8,9.4,0.1
43542,2000-03-20,0.0,0.9,6.4,-3.7
43907,2001-03-20,0.0,-8.8,-4.2,-14.0
44272,2002-03-20,0.0,5.8,9.1,3.3
44637,2003-03-20,4.0,-5.3,1.4,-7.5
45003,2004-03-20,4.6,2.3,4.8,1.1
45368,2005-03-20,0.2,-5.1,-3.3,-6.7
45733,2006-03-20,0.8,-5.7,-1.7,-8.0
46098,2007-03-20,0.0,5.4,8.6,1.8
46464,2008-03-20,0.3,-2.1,-0.9,-2.9
46829,2009-03-20,0.8,-1.5,1.4,-7.5
47194,2010-03-20,7.5,1.5,3.4,-1.7
47559,2011-03-20,0.5,1.3,3.4,-0.8
47925,2012-03-20,0.3,1.0,2.4,0.3
48290,2013-03-20,0.0,-5.6,-3.5,-6.9
48655,2014-03-20,,-4.7,,
49020,2015-03-20,0.0,2.5,,
49365,2016-03-20,0.0,-4.8,,
49730,2017-03-20,0.0,2.4,7.5,
50095,2018-03-20,7.1,-1.2,,-7.6
50453,2019-03-20,1.0,1.4,2.1,
