,DATE,PRCP,TAVG,TMAX,TMIN
312,1881-11-09,0.0,2.9,3.4,1.8
677,1882-11-09,3.1,-3.1,,-4.6
1042,1883-11-09,6.6,2.1,4.5,0.9
1408,1884-11-09,0.0,5.9,6.9,2.5
1773,1885-11-09,0.2,1.9,2.9,0.4
2138,1886-11-09,0.0,4.7,5.9,3.7
2503,1887-11-09,2.1,1.2,3.1,-2.6
2869,1888-11-09,0.1,-3.4,-1.9,-5.5
3234,1889-11-09,1.9,2.9,3.4,2.3
3599,1890-11-09,0.0,4.8,7.0,3.2
3964,1891-11-09,0.1,-1.2,1.5,-3.0
4330,1892-11-09,0.3,4.3,5.4,0.6
4695,1893-11-09,0.1,-1.6,0.2,-3.9
5060,1894-11-09,0.0,-8.7,-6.7,-10.8
5425,1895-11-09,0.5,3.3,5.0,1.6
5791,1896-11-09,0.2,-6.5,-5.4,-8.3
6156,1897-11-09,0.0,-2.6,-0.6,-5.6
6521,1898-11-09,1.7,2.0,3.7,-2.3
6886,1899-11-09,0.0,6.9,8.2,5.4
7251,1900-11-09,0.0,1.6,2.3,-0.3
7616,1901-11-09,9.6,-1.6,-0.4,-3.4
7981,1902-11-09,0.0,-2.1,-0.4,-4.4
8346,1903-11-09,0.0,4.2,,2.1
8712,1904-11-09,0.9,0.6,2.0,-1.9
9077,1905-11-09,4.5,2.1,3.5,1.4
9442,1906-11-09,5.8,-1.6,0.5,-2.8
9807,1907-11-09,1.0,1.8,4.9,0.7
10173,1908-11-09,0.0,-8.9,-7.0,-10.6
10538,1909-11-09,0.3,1.7,2.4,0.2
10903,1910-11-09,0.3,-1.5,0.8,-3.8
11268,1911-11-09,0.1,4.9,6.9,2.6
11634,1912-11-09,6.0,-1.9,-1.1,-3.9
11999,1913-11-09,3.7,-0.4,1.5,-0.8
12364,1914-11-09,0.1,-3.4,-1.4,-5.3
12729,1915-11-09,0.0,-11.5,-9.5,-14.1
13095,1916-11-09,0.3,6.4,7.0,4.4
13460,1917-11-09,0.2,3.3,4.0,2.5
13825,1918-11-09,0.6,3.9,4.8,1.9
14190,1919-11-09,0.0,-7.3,-3.6,-10.7
14556,1920-11-09,4.9,1.4,3.3,-1.0
14921,1921-11-09,0.0,-8.0,-6.6,-9.1
15286,1922-11-09,6.7,1.1,2.7,0.0
15651,1923-11-09,23.8,2.3,3.3,1.0
16017,1924-11-09,1.1,-0.2,2.3,-5.7
16382,1925-11-09,0.0,-5.7,-3.5,-9.3
16747,1926-11-09,0.9,7.8,9.3,6.2
17112,1927-11-09,0.0,0.6,3.8,-0.9
17478,1928-11-09,1.3,1.2,2.6,0.1
17843,1929-11-09,1.7,5.7,6.8,3.7
18208,1930-11-09,6.2,4.2,5.2,2.1
18573,1931-11-09,0.0,2.3,4.2,1.2
18939,1932-11-09,0.0,-1.3,1.6,-3.0
19304,1933-11-09,1.8,-2.4,0.0,-3.8
19669,1934-11-09,0.0,4.7,5.5,3.9
20034,1935-11-09,0.0,3.3,3.9,2.5
20400,1936-11-09,4.1,7.1,8.3,5.7
20765,1937-11-09,5.7,5.4,5.9,4.8
21130,1938-11-09,0.1,0.1,1.8,-1.7
21495,1939-11-09,9.9,5.3,8.5,2.5
21861,1940-11-09,0.4,-1.3,1.3,-2.7
