,DATE,PRCP,TAVG,TMAX,TMIN
89,1881-03-31,0.2,-5.0,-1.0,-7.8
454,1882-03-31,0.0,2.6,,-1.4
819,1883-03-31,4.4,-6.2,,-20.8
1185,1884-03-31,0.0,-2.1,0.9,-5.9
1550,1885-03-31,0.0,2.6,5.2,-0.5
1915,1886-03-31,1.3,3.3,4.3,1.5
2280,1887-03-31,0.0,2.1,4.9,0.3
2646,1888-03-31,0.4,6.6,12.4,2.2
3011,1889-03-31,0.0,-4.5,-1.0,-8.3
3376,1890-03-31,2.8,1.2,2.8,-0.7
3741,1891-03-31,0.3,0.3,2.0,-0.6
4107,1892-03-31,0.0,-1.9,1.6,-5.5
4472,1893-03-31,0.0,-4.4,-1.3,-10.2
4837,1894-03-31,0.0,4.1,7.2,0.6
5202,1895-03-31,0.0,-0.5,3.5,-4.3
5568,1896-03-31,0.0,-6.7,-2.1,-12.1
5933,1897-03-31,0.5,-0.4,2.5,-5.6
6298,1898-03-31,0.0,1.4,2.8,-1.5
6663,1899-03-31,1.0,-1.5,2.3,-4.3
7028,1900-03-31,0.0,-1.5,2.7,-5.9
7393,1901-03-31,0.0,-3.8,-0.3,-6.6
7758,1902-03-31,2.1,-1.6,-0.3,-3.4
8123,1903-03-31,7.0,3.2,,2.1
8489,1904-03-31,0.0,-3.7,0.7,-7.9
8854,1905-03-31,0.5,2.2,4.9,0.6
9219,1906-03-31,0.1,-9.5,-3.3,-16.2
9584,1907-03-31,0.0,6.0,10.7,-0.2
9950,1908-03-31,0.0,3.1,8.4,-1.0
10315,1909-03-31,0.0,2.4,4.6,1.5
10680,1910-03-31,0.0,1.1,6.1,-3.3
11045,1911-03-31,1.7,1.1,3.5,-0.9
11411,1912-03-31,0.4,-2.6,0.1,-4.5
11776,1913-03-31,0.0,3.5,9.8,-3.1
12141,1914-03-31,2.6,-1.0,1.1,-7.3
12506,1915-03-31,0.5,-5.7,-0.3,-13.0
12872,1916-03-31,2.2,2.2,5.6,-2.1
13237,1917-03-31,0.9,-0.4,2.0,-5.6
13602,1918-03-31,0.1,1.2,6.3,-4.8
13967,1919-03-31,1.0,-3.4,-1.1,-5.6
14333,1920-03-31,0.0,7.2,12.4,0.0
14698,1921-03-31,3.5,4.8,8.3,2.2
15063,1922-03-31,0.2,0.3,3.2,-1.0
15428,1923-03-31,0.0,-5.5,-4.0,-6.5
15794,1924-03-31,0.4,0.3,3.3,-1.5
16159,1925-03-31,0.3,-0.2,3.5,-7.6
16524,1926-03-31,2.0,-2.1,0.9,-6.1
16889,1927-03-31,0.4,-1.2,0.7,-2.4
17255,1928-03-31,0.1,1.9,3.9,0.6
17620,1929-03-31,0.0,-7.5,-5.1,-9.7
17985,1930-03-31,0.0,-4.0,-0.2,-8.7
18350,1931-03-31,0.0,-4.1,-1.4,-8.9
18716,1932-03-31,0.0,0.7,4.7,-1.6
19081,1933-03-31,0.2,5.2,10.3,1.6
19446,1934-03-31,0.0,-0.4,3.2,-4.4
19811,1935-03-31,0.0,-0.6,2.0,-3.8
20177,1936-03-31,0.0,2.2,5.7,-1.9
20542,1937-03-31,0.0,-3.8,3.1,-10.2
20907,1938-03-31,0.1,-0.1,2.3,-1.7
21272,1939-03-31,0.0,-5.0,-2.7,-6.6
21638,1940-03-31,0.0,-5.8,0.1,-10.9
22003,1941-03-31,0.0,-4.3,0.0,-9.2
22368,1942-03-31,0.0,-7.6,0.7,-16.4
22733,1943-03-31,0.1,4.3,5.6,2.6
23099,1944-03-31,0.0,-7.6,-2.5,-12.1
23464,1945-03-31,0.9,0.3,3.4,-2.6
23829,1946-03-31,0.3,-3.2,2.7,-5.1
24194,1947-03-31,0.0,1.6,2.7,0.7
24560,1948-03-31,0.0,1.6,7.1,-3.4
24925,1949-03-31,0.0,4.3,8.5,0.3
25290,1950-03-31,2.3,0.0,2.6,-2.6
25655,1951-03-31,0.1,0.1,3.0,-1.9
26021,1952-03-31,0.0,-8.8,-0.6,-16.2
26386,1953-03-31,10.3,3.1,6.5,1.1
26751,1954-03-31,0.0,0.7,4.1,-2.3
27116,1955-03-31,4.9,-4.7,-0.7,-6.6
27482,1956-03-31,0.0,-1.4,2.7,-4.2
27847,1957-03-31,0.0,0.2,4.6,-3.9
28212,1958-03-31,0.0,-4.2,2.7,-10.9
28577,1959-03-31,0.0,-2.9,3.7,-7.4
28943,1960-03-31,14.2,-3.6,0.1,-4.9
29308,1961-03-31,1.9,-0.5,2.4,-2.2
29673,1962-03-31,0.0,-0.9,5.8,-7.3
30038,1963-03-31,0.0,-5.3,-0.4,-10.2
30404,1964-03-31,0.0,0.6,5.4,-4.4
30769,1965-03-31,0.2,-1.2,1.6,-3.8
31134,1966-03-31,0.0,3.2,6.6,0.0
31499,1967-03-31,0.0,3.5,5.5,1.8
31865,1968-03-31,0.0,3.6,9.0,0.8
32230,1969-03-31,0.0,-0.2,2.5,-3.4
32595,1970-03-31,0.9,-3.5,-1.7,-5.2
32960,1971-03-31,0.0,-1.0,3.6,-3.3
33326,1972-03-31,2.8,0.7,4.2,-1.6
33691,1973-03-31,0.0,3.3,5.7,1.9
34056,1974-03-31,0.0,2.9,8.6,-1.1
34421,1975-03-31,0.5,1.4,2.5,0.6
34787,1976-03-31,4.0,1.5,4.8,-0.2
35152,1977-03-31,0.0,-3.6,1.7,-8.4
35517,1978-03-31,2.1,7.8,11.2,5.8
35882,1979-03-31,0.0,3.3,4.7,2.1
36248,1980-03-31,0.6,2.5,4.9,1.2
36613,1981-03-31,0.0,2.8,6.5,0.3
36978,1982-03-31,0.5,0.2,1.7,-1.4
37343,1983-03-31,0.0,1.9,3.9,-0.7
37709,1984-03-31,1.3,5.2,8.5,3.2
38074,1985-03-31,0.3,-1.5,1.3,-5.5
38439,1986-03-31,4.2,2.8,5.9,1.2
38804,1987-03-31,0.0,1.8,5.0,-0.6
39170,1988-03-31,0.0,4.0,7.6,1.7
39535,1989-03-31,0.0,1.1,5.2,-2.8
39900,1990-03-31,1.4,2.9,5.9,0.8
40265,1991-03-31,0.7,1.1,5.8,-0.1
40631,1992-03-31,0.3,-1.5,-0.1,-3.0
40996,1993-03-31,0.0,3.9,6.1,2.8
41361,1994-03-31,0.0,1.2,6.4,-1.2
41726,1995-03-31,0.0,-1.5,4.0,-6.6
42092,1996-03-31,5.6,-1.2,0.3,-2.6
42457,1997-03-31,3.3,1.6,5.5,-0.9
42822,1998-03-31,9.3,1.8,4.0,0.5
43187,1999-03-31,0.0,8.6,14.2,3.4
43553,2000-03-31,0.0,5.8,9.7,3.7
43918,2001-03-31,2.3,3.1,7.4,-0.7
44283,2002-03-31,0.0,3.4,9.7,-2.1
44648,2003-03-31,7.3,-0.1,4.4,-5.8
45014,2004-03-31,0.9,1.6,5.4,-1.4
45379,2005-03-31,0.0,1.3,6.7,-3.6
45744,2006-03-31,0.4,4.4,7.3,0.9
46109,2007-03-31,0.0,5.0,9.7,1.4
46475,2008-03-31,0.0,9.3,14.4,5.4
46840,2009-03-31,0.0,2.9,4.8,1.5
47205,2010-03-31,0.0,5.6,10.5,-0.2
47570,2011-03-31,0.0,-4.6,2.6,-11.1
47936,2012-03-31,0.0,-2.2,0.8,-4.7
48301,2013-03-31,0.4,-0.8,1.9,-2.4
48666,2014-03-31,,-0.1,,
49031,2015-03-31,0.5,3.5,,0.9
49376,2016-03-31,2.8,3.8,,
49741,2017-03-31,0.0,0.8,5.4,
50106,2018-03-31,0.0,-2.1,,
50464,2019-03-31,7.1,3.6,,
