,DATE,PRCP,TAVG,TMAX,TMIN
99,1881-04-10,0.0,-2.7,0.3,-7.4
464,1882-04-10,0.0,2.9,,-2.4
829,1883-04-10,2.7,2.1,,1.0
1195,1884-04-10,0.0,2.6,8.2,-2.4
1560,1885-04-10,0.0,2.8,8.1,-4.2
1925,1886-04-10,0.0,8.0,13.7,4.9
2290,1887-04-10,0.0,-1.3,2.7,-7.0
2656,1888-04-10,0.6,2.0,4.2,1.0
3021,1889-04-10,0.0,0.2,1.5,-0.9
3386,1890-04-10,6.4,11.0,16.7,5.6
3751,1891-04-10,0.0,2.4,8.2,-2.5
4117,1892-04-10,0.0,1.7,4.5,-1.0
4482,1893-04-10,0.0,3.3,8.4,0.7
4847,1894-04-10,0.9,2.1,3.6,0.5
5212,1895-04-10,0.2,0.6,2.3,-1.4
5578,1896-04-10,0.0,-1.2,2.2,-5.0
5943,1897-04-10,0.0,3.8,8.2,0.5
6308,1898-04-10,0.1,-3.5,0.0,-4.4
6673,1899-04-10,2.7,6.1,11.6,2.1
7038,1900-04-10,0.0,4.3,8.3,0.0
7403,1901-04-10,0.0,3.6,5.5,0.7
7768,1902-04-10,0.0,-3.2,0.7,-7.7
8133,1903-04-10,0.1,2.6,,0.5
8499,1904-04-10,6.4,2.7,5.8,0.6
8864,1905-04-10,0.3,-1.0,2.1,-6.6
9229,1906-04-10,0.0,2.8,5.6,-0.3
9594,1907-04-10,0.0,4.1,8.4,0.8
9960,1908-04-10,0.0,1.8,6.5,0.2
10325,1909-04-10,0.0,-5.7,-2.9,-9.8
10690,1910-04-10,0.1,2.5,6.0,-0.4
11055,1911-04-10,3.4,0.0,3.4,-3.4
11421,1912-04-10,1.6,-1.3,2.4,-4.9
11786,1913-04-10,8.8,1.5,2.2,0.2
12151,1914-04-10,0.0,3.8,7.6,1.3
12516,1915-04-10,4.3,4.0,7.9,0.2
12882,1916-04-10,0.0,2.8,5.5,-2.0
13247,1917-04-10,2.1,2.1,4.0,-0.6
13612,1918-04-10,0.0,2.7,5.5,-0.4
13977,1919-04-10,0.0,4.3,6.3,3.2
14343,1920-04-10,3.5,8.5,12.1,2.6
