,DATE,PRCP,TAVG,TMAX,TMIN
243,1881-09-01,0.3,15.7,18.9,12.7
608,1882-09-01,2.2,12.3,,10.4
973,1883-09-01,0.0,15.1,18.4,11.7
1339,1884-09-01,0.0,9.8,13.8,6.8
1704,1885-09-01,5.1,9.2,13.1,4.9
2069,1886-09-01,0.5,13.3,16.4,6.8
2434,1887-09-01,0.1,18.9,22.8,16.9
2800,1888-09-01,6.6,15.8,19.1,13.5
3165,1889-09-01,0.0,14.8,17.6,12.7
3530,1890-09-01,0.0,15.1,17.0,10.2
3895,1891-09-01,0.0,13.5,18.4,8.4
4261,1892-09-01,4.8,11.5,13.1,8.5
4626,1893-09-01,2.6,9.5,14.1,5.6
4991,1894-09-01,5.0,13.1,17.2,9.3
5356,1895-09-01,0.0,11.2,13.5,8.5
5722,1896-09-01,0.0,14.1,18.5,8.4
6087,1897-09-01,1.1,15.3,18.7,10.0
6452,1898-09-01,3.7,14.3,18.1,9.5
6817,1899-09-01,5.1,11.6,13.5,9.0
7182,1900-09-01,0.0,14.1,17.6,9.5
7547,1901-09-01,1.0,9.6,11.4,8.3
7912,1902-09-01,2.1,8.8,10.4,7.1
8277,1903-09-01,0.0,13.0,15.6,10.1
8643,1904-09-01,0.0,12.2,15.0,8.5
9008,1905-09-01,0.6,11.3,14.2,9.2
9373,1906-09-01,1.0,7.4,10.5,5.1
9738,1907-09-01,6.0,14.3,18.4,8.8
10104,1908-09-01,2.2,12.4,17.0,9.6
10469,1909-09-01,0.0,17.1,21.5,14.4
10834,1910-09-01,0.0,12.3,14.7,10.7
11199,1911-09-01,0.0,13.1,15.4,9.6
11565,1912-09-01,12.8,18.0,25.1,13.1
11930,1913-09-01,0.0,19.5,25.3,14.5
12295,1914-09-01,0.5,9.1,10.3,7.6
12660,1915-09-01,8.7,12.1,17.7,10.1
13026,1916-09-01,4.5,11.9,13.3,10.1
13391,1917-09-01,0.0,16.4,21.0,13.3
13756,1918-09-01,1.8,11.7,15.1,7.1
14121,1919-09-01,1.2,12.6,15.5,12.0
14487,1920-09-01,0.0,12.9,16.9,9.5
14852,1921-09-01,18.4,10.6,15.0,5.5
15217,1922-09-01,0.0,13.7,15.4,11.7
15582,1923-09-01,0.0,14.0,15.9,11.6
15948,1924-09-01,0.0,12.3,17.4,7.2
16313,1925-09-01,4.2,14.1,17.8,10.8
16678,1926-09-01,0.2,15.3,19.3,12.6
17043,1927-09-01,0.0,14.1,17.3,8.2
17409,1928-09-01,2.3,12.3,14.6,11.1
17774,1929-09-01,0.4,11.6,15.8,8.7
