,DATE,PRCP,TAVG,TMAX,TMIN
12,1881-01-13,0.0,-18.5,-14.0,-23.1
377,1882-01-13,0.1,-12.5,,-15.1
742,1883-01-13,0.0,-13.2,,-15.9
1107,1884-01-13,2.9,-11.9,-9.1,-14.7
1473,1885-01-13,1.0,-2.1,-1.2,-3.6
1838,1886-01-13,0.0,-12.6,-9.5,-16.0
2203,1887-01-13,0.0,-3.0,-2.0,-5.4
2568,1888-01-13,0.0,-22.0,-14.9,-23.8
2934,1889-01-13,0.0,-14.5,-10.9,-16.0
3299,1890-01-13,0.1,-6.0,-3.3,-6.9
3664,1891-01-13,3.2,-3.3,-2.5,-3.7
4029,1892-01-13,0.1,-3.2,-0.1,-5.8
4395,1893-01-13,0.3,-22.9,-20.0,-25.4
4760,1894-01-13,0.0,-2.7,1.2,-5.2
5125,1895-01-13,0.0,-12.3,-8.9,-14.5
5490,1896-01-13,0.0,-12.4,-9.8,-15.6
5856,1897-01-13,0.0,-19.7,-15.1,-23.6
6221,1898-01-13,0.7,-0.9,0.7,-2.3
6586,1899-01-13,3.4,0.8,1.9,0.5
6951,1900-01-13,0.0,-13.1,-11.4,-19.7
7316,1901-01-13,0.0,-4.0,-1.6,-7.1
7681,1902-01-13,0.1,-19.1,-17.1,-22.1
8046,1903-01-13,0.9,-12.4,,-22.0
8411,1904-01-13,0.6,-7.9,-7.0,-11.9
8777,1905-01-13,2.5,-7.4,0.2,-13.1
9142,1906-01-13,2.0,-2.7,-2.1,-3.5
9507,1907-01-13,0.8,-17.6,,-25.0
9872,1908-01-13,0.5,-7.3,-3.8,-14.0
10238,1909-01-13,0.0,-1.0,0.6,-4.1
10603,1910-01-13,3.5,-0.5,1.9,-3.2
10968,1911-01-13,0.3,-6.0,-3.9,-8.1
11333,1912-01-13,0.0,-13.3,,
11699,1913-01-13,0.1,-5.4,-4.0,
12064,1914-01-13,2.5,-15.2,-12.4,-20.9
12429,1915-01-13,1.2,-8.7,-6.3,-10.4
12794,1916-01-13,0.0,-20.1,-12.0,-23.4
13160,1917-01-13,1.6,-8.3,-4.8,-11.2
13525,1918-01-13,0.0,-22.0,-18.3,-25.5
13890,1919-01-13,0.5,-6.9,-2.2,-7.6
14255,1920-01-13,1.6,-6.4,-4.9,-7.5
14621,1921-01-13,0.0,-15.7,-9.7,-17.5
14986,1922-01-13,0.0,-5.9,-4.7,-7.5
15351,1923-01-13,0.2,0.8,1.4,-0.2
15716,1924-01-13,2.0,-1.2,0.9,-5.6
16082,1925-01-13,0.2,0.0,1.4,-0.8
16447,1926-01-13,0.0,-19.8,-15.1,-24.8
16812,1927-01-13,0.1,-23.4,-16.7,-25.8
17177,1928-01-13,4.0,-0.5,1.1,-1.6
17543,1929-01-13,7.3,-3.5,0.6,-10.2
17908,1930-01-13,3.0,0.3,0.7,-0.8
18273,1931-01-13,3.2,1.0,1.5,-0.1
18638,1932-01-13,1.2,-5.6,-3.5,-8.1
19004,1933-01-13,0.0,-9.8,-9.4,-10.3
19369,1934-01-13,0.3,-9.1,-5.5,-11.0
19734,1935-01-13,0.2,-6.1,-5.2,-14.0
20099,1936-01-13,1.0,-0.4,1.0,-3.0
20465,1937-01-13,0.1,-5.6,-2.4,-7.1
20830,1938-01-13,0.0,-9.0,-8.0,-11.3
21195,1939-01-13,0.3,-16.4,-12.1,-21.4
21560,1940-01-13,0.9,-4.7,1.3,-7.2
21926,1941-01-13,0.1,-15.2,-11.6,-17.6
22291,1942-01-13,0.0,-23.2,-19.5,-26.5
22656,1943-01-13,0.0,-10.2,-8.5,-13.0
23021,1944-01-13,0.0,-8.9,-6.4,-11.5
23387,1945-01-13,0.0,-1.2,-0.5,-1.8
23752,1946-01-13,0.2,-9.8,-6.3,-13.0
24117,1947-01-13,0.4,-8.2,-5.6,-11.5
24482,1948-01-13,0.3,-7.3,-5.9,-11.4
24848,1949-01-13,2.1,-1.8,-0.3,-3.0
25213,1950-01-13,0.7,-11.0,-6.8,-14.6
25578,1951-01-13,0.1,-12.6,-7.5,-18.7
25943,1952-01-13,0.5,-2.2,1.4,-4.1
26309,1953-01-13,0.0,-3.1,-1.1,-5.7
26674,1954-01-13,2.3,-6.2,-1.5,-16.3
27039,1955-01-13,1.6,-3.1,-1.4,-5.4
27404,1956-01-13,0.6,-3.4,-1.3,
27770,1957-01-13,0.1,-7.7,-5.8,-10.6
28135,1958-01-13,4.4,-0.4,1.4,-1.5
28500,1959-01-13,0.3,-5.2,-3.3,-6.9
28865,1960-01-13,0.1,-17.6,-14.3,-22.2
29231,1961-01-13,1.3,-2.1,0.5,-4.2
29596,1962-01-13,1.0,1.6,3.2,0.5
29961,1963-01-13,0.9,-14.1,-13.2,-19.7
30326,1964-01-13,1.0,-3.4,1.0,-6.5
30692,1965-01-13,0.0,-4.3,-2.7,-6.4
31057,1966-01-13,1.9,-13.2,-10.6,-15.4
31422,1967-01-13,0.3,-18.3,-9.4,-25.8
31787,1968-01-13,0.0,-28.0,-19.2,-31.8
32153,1969-01-13,0.6,-8.4,-6.6,-10.0
32518,1970-01-13,0.0,-5.9,-4.4,-6.8
32883,1971-01-13,0.0,-5.5,-1.6,-6.7
33248,1972-01-13,0.0,-15.0,-10.1,-19.0
33614,1973-01-13,0.0,-1.3,0.2,-4.0
33979,1974-01-13,0.0,-13.1,-11.1,-15.3
34344,1975-01-13,6.2,-6.8,2.5,-13.0
34709,1976-01-13,0.6,-14.2,-11.7,-20.8
35075,1977-01-13,0.0,-0.5,0.3,-2.1
35440,1978-01-13,2.6,-8.1,-1.9,-13.5
35805,1979-01-13,0.0,1.1,2.1,-0.3
36170,1980-01-13,4.6,-4.5,0.3,-8.9
36536,1981-01-13,0.3,-4.3,-2.0,-5.2
