,DATE,PRCP,TAVG,TMAX,TMIN
50,1881-02-20,0.0,-9.5,-6.9,-11.5
415,1882-02-20,0.9,-4.9,,-7.1
780,1883-02-20,0.1,-5.9,,-8.4
1145,1884-02-20,0.0,-5.1,-3.4,-6.9
1511,1885-02-20,1.0,-12.3,-8.3,-16.3
1876,1886-02-20,0.0,-9.6,-2.2,-13.9
2241,1887-02-20,0.0,-6.0,-2.7,-8.1
2606,1888-02-20,0.0,-17.3,-12.9,-20.0
2972,1889-02-20,0.0,-10.5,-7.8,-12.2
3337,1890-02-20,0.9,-8.3,-5.4,-11.6
3702,1891-02-20,0.0,-0.2,3.5,-2.5
4067,1892-02-20,0.0,-8.2,-4.6,-11.8
4433,1893-02-20,0.2,-14.3,-11.2,-16.5
4798,1894-02-20,0.0,-2.2,-0.6,-4.3
5163,1895-02-20,0.2,-9.8,-5.3,-13.9
5528,1896-02-20,0.0,-9.4,-6.1,-15.1
5894,1897-02-20,1.3,-1.8,1.5,-6.7
6259,1898-02-20,1.1,-7.3,-4.9,-8.3
6624,1899-02-20,3.3,-2.1,0.4,-3.7
6989,1900-02-20,0.1,-4.3,-1.3,-14.3
7354,1901-02-20,0.0,-16.8,-12.8,-21.8
7719,1902-02-20,0.0,-12.6,-8.3,-17.9
8084,1903-02-20,7.7,1.1,,-4.6
8449,1904-02-20,0.4,0.2,1.8,-1.3
8815,1905-02-20,0.1,2.1,2.5,1.1
9180,1906-02-20,0.2,-6.3,-2.1,-11.3
9545,1907-02-20,0.6,-0.7,1.2,-5.1
9910,1908-02-20,2.0,-0.4,0.2,-1.0
10276,1909-02-20,0.0,-10.0,-6.7,-16.1
10641,1910-02-20,0.0,1.1,2.0,0.3
11006,1911-02-20,0.0,-18.7,-16.0,-21.8
11371,1912-02-20,0.1,-23.7,-18.2,
11737,1913-02-20,4.0,-6.1,-2.4,-13.4
12102,1914-02-20,1.4,-8.1,-6.0,-9.3
12467,1915-02-20,1.0,-2.3,-1.3,-5.0
12832,1916-02-20,4.7,-3.6,-2.7,-9.7
13198,1917-02-20,0.0,-20.4,-17.5,-22.9
13563,1918-02-20,0.2,-12.7,-9.5,-15.9
13928,1919-02-20,0.5,-6.8,-3.2,-9.7
14293,1920-02-20,0.3,-5.9,-0.4,-10.8
14659,1921-02-20,0.6,-15.4,-13.6,-24.3
15024,1922-02-20,1.1,-5.6,-4.3,-6.8
15389,1923-02-20,1.9,-12.8,-11.1,-13.7
15754,1924-02-20,0.7,-11.8,-5.1,-17.1
16120,1925-02-20,3.0,-4.7,-2.7,-6.9
16485,1926-02-20,0.0,-6.5,-0.1,-11.4
16850,1927-02-20,0.0,-15.9,-11.7,-19.3
17215,1928-02-20,0.3,-14.6,-10.5,-18.1
17581,1929-02-20,0.1,-15.0,-7.7,-17.9
17946,1930-02-20,0.1,-2.9,-0.9,-4.9
18311,1931-02-20,1.7,-4.3,-1.2,-6.8
18676,1932-02-20,0.8,-4.8,-0.3,-7.2
19042,1933-02-20,1.2,-10.4,-9.5,-12.3
19407,1934-02-20,1.6,-4.8,-0.6,-7.4
19772,1935-02-20,0.0,0.2,3.1,-1.7
20137,1936-02-20,0.0,-16.4,-12.6,-18.5
20503,1937-02-20,0.0,-2.1,-0.7,-3.7
20868,1938-02-20,1.0,-3.0,0.7,-5.0
21233,1939-02-20,0.0,1.3,1.9,0.5
21598,1940-02-20,0.0,-17.8,-12.5,-24.6
21964,1941-02-20,3.1,-4.6,-3.3,-5.9
22329,1942-02-20,0.0,-11.0,-4.5,-19.2
22694,1943-02-20,2.0,-1.0,1.7,-3.6
23059,1944-02-20,0.0,-8.5,-7.1,-9.5
23425,1945-02-20,0.0,-6.1,-5.3,-7.1
23790,1946-02-20,0.1,-16.8,-14.1,-22.4
24155,1947-02-20,0.1,-12.5,-8.9,-13.9
24520,1948-02-20,0.6,-16.4,-13.7,-18.7
24886,1949-02-20,0.6,0.9,1.4,0.1
25251,1950-02-20,0.3,-5.1,-1.1,-9.3
