,DATE,PRCP,TAVG,TMAX,TMIN
15,1881-01-16,0.5,-15.5,-14.7,-16.4
380,1882-01-16,0.0,-1.2,,-4.3
745,1883-01-16,0.0,-17.6,,-24.6
1110,1884-01-16,6.7,-11.9,-8.7,-19.8
1476,1885-01-16,0.0,-10.7,-6.5,-14.6
1841,1886-01-16,1.0,-1.5,-0.4,-5.8
2206,1887-01-16,0.0,-1.1,1.1,-4.7
2571,1888-01-16,0.4,-2.7,-1.3,-11.0
2937,1889-01-16,0.0,-9.2,-5.6,-13.3
3302,1890-01-16,0.5,-5.3,-3.9,-6.0
3667,1891-01-16,4.4,-7.5,-5.4,-9.0
4032,1892-01-16,0.1,-6.0,-5.2,-6.8
4398,1893-01-16,1.4,-25.4,-21.4,-30.5
4763,1894-01-16,1.7,-9.7,-6.1,-11.7
5128,1895-01-16,2.5,-3.3,-2.2,-10.0
5493,1896-01-16,0.2,-10.9,-5.2,-12.6
5859,1897-01-16,0.1,-9.9,-7.1,-12.0
6224,1898-01-16,0.3,-2.8,-0.1,-5.0
6589,1899-01-16,0.6,-2.1,-0.8,-4.9
6954,1900-01-16,0.0,-10.7,-9.4,-12.3
7319,1901-01-16,0.0,-1.4,-0.7,-2.4
7684,1902-01-16,1.4,-15.9,-13.0,-24.9
8049,1903-01-16,0.3,-4.1,,-6.5
8414,1904-01-16,1.2,1.3,2.0,0.4
8780,1905-01-16,0.0,-6.6,-4.7,-9.8
9145,1906-01-16,0.1,-3.9,-2.6,-5.1
9510,1907-01-16,0.2,-18.0,,-20.3
9875,1908-01-16,0.8,-0.8,0.9,-2.9
10241,1909-01-16,0.0,-2.7,-1.6,-5.3
10606,1910-01-16,0.1,-2.1,0.8,-4.5
10971,1911-01-16,0.7,-2.1,-0.8,-7.9
11336,1912-01-16,0.0,-14.6,,
11702,1913-01-16,0.1,-7.8,-5.5,
12067,1914-01-16,0.3,-14.8,-6.1,-18.0
12432,1915-01-16,0.5,-2.9,,-7.3
12797,1916-01-16,1.6,-5.7,-4.5,-17.3
13163,1917-01-16,0.5,-16.3,-11.9,-20.1
13528,1918-01-16,1.2,-7.9,-1.5,-16.6
13893,1919-01-16,3.9,-5.1,-3.6,-8.2
14258,1920-01-16,0.5,-10.8,-8.1,-12.9
