,DATE,PRCP,TAVG,TMAX,TMIN
139,1881-05-20,0.0,12.3,21.5,3.3
504,1882-05-20,0.0,13.4,,4.8
869,1883-05-20,8.2,7.8,,5.3
1235,1884-05-20,0.0,8.4,11.7,4.0
1600,1885-05-20,0.0,15.2,21.2,4.5
1965,1886-05-20,0.0,12.8,16.1,11.2
2330,1887-05-20,4.2,20.2,26.8,13.1
2696,1888-05-20,0.2,9.4,13.3,6.0
3061,1889-05-20,0.0,6.0,9.9,-1.0
3426,1890-05-20,0.0,17.5,22.4,8.6
3791,1891-05-20,0.9,10.6,17.0,4.1
4157,1892-05-20,0.0,10.4,15.3,2.7
4522,1893-05-20,0.0,3.6,7.5,-1.3
4887,1894-05-20,0.0,7.3,11.2,5.3
5252,1895-05-20,0.0,17.1,21.4,8.2
5618,1896-05-20,0.0,10.1,14.4,1.6
5983,1897-05-20,2.6,10.0,14.2,9.0
6348,1898-05-20,0.0,10.3,14.0,5.2
6713,1899-05-20,0.0,11.5,16.5,9.5
7078,1900-05-20,4.0,7.9,15.1,4.2
7443,1901-05-20,0.1,8.9,11.7,7.5
7808,1902-05-20,0.0,6.1,10.4,2.1
8173,1903-05-20,6.7,9.5,12.1,6.3
8539,1904-05-20,0.1,7.9,10.6,6.1
8904,1905-05-20,5.0,8.3,12.7,4.0
9269,1906-05-20,5.7,20.7,27.5,15.5
9634,1907-05-20,0.0,13.5,18.3,6.5
10000,1908-05-20,0.0,9.6,13.2,5.5
10365,1909-05-20,1.2,4.6,7.6,2.6
10730,1910-05-20,0.0,8.0,12.7,6.9
11095,1911-05-20,4.8,7.1,12.9,4.6
11461,1912-05-20,0.0,9.5,12.2,4.3
11826,1913-05-20,4.1,10.4,14.3,8.7
12191,1914-05-20,0.0,11.7,14.9,8.7
12556,1915-05-20,0.0,8.5,11.9,1.9
12922,1916-05-20,0.0,2.0,5.9,1.3
13287,1917-05-20,0.4,1.2,3.7,-1.5
13652,1918-05-20,0.5,11.1,14.9,6.9
14017,1919-05-20,0.0,8.8,12.7,4.5
14383,1920-05-20,0.0,16.4,20.7,12.7
14748,1921-05-20,0.0,18.6,23.2,9.1
15113,1922-05-20,2.5,9.2,14.6,8.4
15478,1923-05-20,3.6,11.0,15.2,5.5
15844,1924-05-20,0.0,6.6,8.7,3.1
16209,1925-05-20,1.0,13.3,15.9,11.6
16574,1926-05-20,0.0,15.2,19.4,11.5
16939,1927-05-20,2.2,7.5,11.1,4.8
17305,1928-05-20,10.2,12.3,17.3,9.7
17670,1929-05-20,0.0,15.3,19.2,9.3
18035,1930-05-20,0.0,20.9,26.2,13.0
18400,1931-05-20,0.2,21.4,26.3,12.9
18766,1932-05-20,1.2,11.1,15.0,8.9
19131,1933-05-20,0.0,15.2,20.0,6.6
19496,1934-05-20,7.0,10.2,12.3,8.8
19861,1935-05-20,6.3,7.6,9.0,5.7
20227,1936-05-20,0.0,15.0,20.7,9.3
20592,1937-05-20,0.0,16.9,22.3,9.6
20957,1938-05-20,0.2,8.3,10.5,6.6
21322,1939-05-20,1.3,15.2,25.5,8.0
21688,1940-05-20,0.0,16.0,20.8,9.2
22053,1941-05-20,0.0,9.0,13.4,2.4
22418,1942-05-20,4.6,9.1,14.1,5.4
22783,1943-05-20,0.0,4.8,7.2,1.7
23149,1944-05-20,0.0,11.2,16.9,7.0
23514,1945-05-20,0.0,5.5,8.3,3.4
23879,1946-05-20,2.6,9.2,12.3,7.7
24244,1947-05-20,1.0,5.0,8.8,1.0
