,DATE,PRCP,TAVG,TMAX,TMIN
316,1881-11-13,5.2,-0.6,2.1,-6.3
681,1882-11-13,0.0,-8.3,,-11.8
1046,1883-11-13,2.1,5.9,7.3,2.5
1412,1884-11-13,0.0,0.7,3.4,-0.8
1777,1885-11-13,0.6,2.9,4.2,1.3
2142,1886-11-13,4.8,5.1,6.3,4.2
2507,1887-11-13,1.0,-8.7,-3.9,-12.1
2873,1888-11-13,0.0,-2.6,-1.7,-6.9
3238,1889-11-13,3.1,0.9,1.7,0.2
3603,1890-11-13,0.0,-2.8,-1.8,-3.8
3968,1891-11-13,0.0,-8.6,-5.6,-11.0
4334,1892-11-13,0.3,1.9,3.7,0.3
4699,1893-11-13,0.0,2.1,3.6,-6.1
5064,1894-11-13,4.8,1.6,2.3,0.5
5429,1895-11-13,1.7,1.3,3.5,-0.7
5795,1896-11-13,0.2,-6.3,-3.9,-9.5
6160,1897-11-13,0.1,-1.6,1.0,-5.0
6525,1898-11-13,0.1,2.4,3.4,1.6
6890,1899-11-13,0.9,2.0,3.3,0.5
7255,1900-11-13,0.6,-0.6,0.0,-1.9
7620,1901-11-13,0.0,-3.3,-2.1,-4.6
7985,1902-11-13,4.4,2.3,3.4,1.1
8350,1903-11-13,1.7,2.0,,1.1
8716,1904-11-13,0.1,-7.8,-6.3,-9.4
9081,1905-11-13,0.0,-3.2,-1.6,-4.2
9446,1906-11-13,0.0,-5.9,-3.6,-7.4
9811,1907-11-13,0.0,2.6,3.2,1.6
10177,1908-11-13,0.4,-8.2,-7.0,-13.4
10542,1909-11-13,0.2,1.3,2.9,0.6
10907,1910-11-13,0.0,-4.9,-0.6,-6.5
11272,1911-11-13,0.2,0.2,1.2,-1.0
11638,1912-11-13,1.3,-0.3,1.0,-2.2
12003,1913-11-13,0.4,0.1,2.5,-0.5
12368,1914-11-13,0.4,3.2,3.7,2.6
12733,1915-11-13,0.0,2.2,3.5,0.9
13099,1916-11-13,1.0,2.5,4.1,0.9
13464,1917-11-13,0.0,3.9,5.1,2.8
13829,1918-11-13,1.1,2.0,3.5,1.0
14194,1919-11-13,0.6,-9.5,-6.9,-10.4
14560,1920-11-13,0.0,2.6,5.3,-2.6
14925,1921-11-13,0.0,-9.3,-6.4,-11.3
15290,1922-11-13,0.9,2.9,3.1,2.3
15655,1923-11-13,0.2,7.0,8.2,5.4
16021,1924-11-13,0.0,0.8,1.5,0.1
16386,1925-11-13,0.0,1.6,2.4,-2.0
16751,1926-11-13,2.3,4.9,5.7,3.1
17116,1927-11-13,10.4,-4.8,-3.9,-6.3
17482,1928-11-13,2.0,2.2,6.9,-4.5
17847,1929-11-13,0.1,4.4,5.6,2.4
18212,1930-11-13,5.3,1.7,4.5,-0.5
18577,1931-11-13,0.8,3.3,5.3,2.8
18943,1932-11-13,0.0,0.9,2.9,-2.8
19308,1933-11-13,0.0,-3.2,-0.5,-4.9
19673,1934-11-13,0.0,1.4,2.3,-0.6
20038,1935-11-13,0.2,4.4,5.5,3.5
20404,1936-11-13,2.1,2.9,5.4,1.7
20769,1937-11-13,14.0,6.3,9.8,2.6
21134,1938-11-13,0.0,2.9,4.3,0.8
21499,1939-11-13,5.8,3.0,5.2,1.7
21865,1940-11-13,1.8,0.9,1.7,-0.2
22230,1941-11-13,0.0,-6.9,-3.7,-10.3
22595,1942-11-13,0.0,-1.4,-0.6,-2.7
22960,1943-11-13,0.3,-0.2,0.7,-2.4
23326,1944-11-13,1.2,2.6,3.8,1.9
23691,1945-11-13,0.2,-2.3,-1.2,-4.9
24056,1946-11-13,2.6,3.0,3.4,1.0
24421,1947-11-13,0.1,-2.4,-0.8,-4.5
24787,1948-11-13,0.2,-3.6,-0.6,-7.3
25152,1949-11-13,2.8,0.4,2.1,-1.2
25517,1950-11-13,8.7,1.4,3.8,0.6
25882,1951-11-13,2.3,-7.6,-4.2,-11.1
26248,1952-11-13,0.0,2.0,2.9,0.8
26613,1953-11-13,1.0,3.9,5.7,2.2
26978,1954-11-13,2.5,5.0,7.7,2.6
27343,1955-11-13,5.1,5.4,7.4,1.8
27709,1956-11-13,2.9,-8.0,-6.9,-9.4
28074,1957-11-13,0.0,2.7,4.2,1.2
28439,1958-11-13,0.0,3.2,5.2,1.2
28804,1959-11-13,0.0,-0.2,2.3,-1.5
29170,1960-11-13,0.0,-8.0,-4.8,-10.2
29535,1961-11-13,0.4,-9.2,-7.7,-10.1
29900,1962-11-13,0.0,-6.0,-3.8,-8.6
30265,1963-11-13,0.0,-0.7,0.3,-1.6
30631,1964-11-13,1.2,1.2,2.2,-0.3
30996,1965-11-13,1.2,-9.4,-7.0,-10.6
31361,1966-11-13,0.0,-2.3,0.0,-4.0
31726,1967-11-13,1.0,4.7,5.8,3.9
32092,1968-11-13,0.0,-4.6,-2.0,-6.8
32457,1969-11-13,6.5,7.7,9.9,5.4
32822,1970-11-13,7.8,1.3,3.7,-0.7
33187,1971-11-13,0.0,-1.9,0.8,-3.1
33553,1972-11-13,5.4,3.1,5.0,2.3
33918,1973-11-13,1.3,-0.9,1.7,-3.1
34283,1974-11-13,0.0,4.7,5.4,3.6
34648,1975-11-13,0.0,1.5,3.5,-2.5
35014,1976-11-13,0.0,3.8,5.8,1.4
35379,1977-11-13,0.7,6.3,9.8,5.0
35744,1978-11-13,0.4,5.1,6.8,1.4
36109,1979-11-13,4.1,1.6,3.1,-0.5
36475,1980-11-13,2.4,-3.1,-2.1,-4.1
36840,1981-11-13,1.0,-0.7,0.8,-1.9
37205,1982-11-13,0.0,5.8,6.7,4.1
37570,1983-11-13,2.3,-3.2,-2.7,-4.4
37936,1984-11-13,0.5,-1.2,0.4,-3.6
38301,1985-11-13,4.6,1.6,2.5,0.6
38666,1986-11-13,0.0,-0.2,5.6,-2.0
39031,1987-11-13,3.1,-2.5,0.3,-3.9
39397,1988-11-13,0.0,1.9,2.5,1.3
39762,1989-11-13,7.0,6.6,8.0,5.1
40127,1990-11-13,0.3,0.1,1.7,-2.6
40492,1991-11-13,0.0,3.4,5.1,2.4
40858,1992-11-13,0.5,0.3,0.7,-1.3
41223,1993-11-13,0.0,-7.2,-4.3,-9.5
41588,1994-11-13,0.0,-2.5,-0.9,-3.8
41953,1995-11-13,1.3,0.5,3.9,-6.9
42319,1996-11-13,4.9,4.6,8.4,0.4
42684,1997-11-13,0.0,1.9,5.5,0.1
43049,1998-11-13,2.5,-8.9,-7.5,-10.1
43414,1999-11-13,3.4,4.7,6.9,0.0
43780,2000-11-13,0.0,4.8,5.4,4.0
44145,2001-11-13,0.0,0.6,2.7,-1.0
44510,2002-11-13,0.5,-3.3,-2.2,-6.0
44875,2003-11-13,0.0,4.3,5.9,3.3
45241,2004-11-13,3.6,6.8,8.8,4.2
45606,2005-11-13,1.7,8.0,8.7,7.3
45971,2006-11-13,0.0,-1.9,-0.9,-3.4
46336,2007-11-13,0.0,-3.4,-2.0,-5.1
46702,2008-11-13,0.0,6.8,7.9,6.3
47067,2009-11-13,4.4,-0.1,0.5,-1.5
47432,2010-11-13,3.4,5.7,7.2,4.4
47797,2011-11-13,0.0,3.2,4.0,1.8
48163,2012-11-13,0.0,4.1,6.6,1.6
48528,2013-11-13,4.3,5.3,7.0,4.7
48893,2014-11-13,0.0,3.4,,
49237,2015-11-13,0.0,3.1,4.4,
49603,2016-11-13,4.1,-3.4,-2.4,
49968,2017-11-13,1.3,3.3,5.4,
50332,2018-11-13,15.0,2.4,,
