,DATE,PRCP,TAVG,TMAX,TMIN
80,1881-03-22,0.0,-10.5,-7.1,-13.5
445,1882-03-22,1.9,5.5,,4.0
810,1883-03-22,0.0,-20.1,,-29.9
1176,1884-03-22,0.3,-2.7,1.8,-5.1
1541,1885-03-22,0.0,-6.5,-1.2,-11.4
1906,1886-03-22,0.0,-4.6,-0.9,-7.6
2271,1887-03-22,0.0,-1.7,3.5,-5.0
2637,1888-03-22,0.0,-4.2,2.2,-10.7
3002,1889-03-22,5.1,1.6,2.6,0.3
3367,1890-03-22,1.3,4.4,6.3,1.2
3732,1891-03-22,0.0,-6.9,-4.7,-7.9
4098,1892-03-22,0.0,-0.5,3.6,-4.9
4463,1893-03-22,1.5,-2.2,0.1,-4.3
4828,1894-03-22,0.5,-0.6,2.6,-4.4
5193,1895-03-22,5.9,-6.4,-4.2,-9.3
5559,1896-03-22,0.6,1.4,2.8,-1.0
5924,1897-03-22,2.9,-6.1,-3.9,-8.5
6289,1898-03-22,4.6,-6.4,0.4,-13.1
6654,1899-03-22,3.8,-8.5,-3.9,-10.6
7019,1900-03-22,0.0,-5.3,0.2,-10.4
7384,1901-03-22,0.0,-9.4,-2.9,-17.8
7749,1902-03-22,6.0,-6.9,-2.4,-11.3
8114,1903-03-22,4.1,1.7,,-1.6
8480,1904-03-22,0.0,0.5,3.5,-4.4
8845,1905-03-22,0.0,-1.9,0.2,-5.6
9210,1906-03-22,0.4,-2.2,-0.6,-6.2
9575,1907-03-22,0.0,-2.1,0.8,-4.4
9941,1908-03-22,0.0,-4.2,1.4,-9.8
10306,1909-03-22,0.0,-3.5,-1.7,-4.2
10671,1910-03-22,2.7,0.4,1.5,-0.8
11036,1911-03-22,0.0,-5.9,0.3,-12.7
11402,1912-03-22,0.4,2.3,3.8,0.5
11767,1913-03-22,3.9,0.7,1.9,0.0
12132,1914-03-22,0.0,-4.3,-3.0,-5.9
12497,1915-03-22,9.7,-6.4,-1.9,-8.8
12863,1916-03-22,6.9,-14.2,-10.9,-20.3
13228,1917-03-22,0.0,-13.4,-9.4,-19.3
13593,1918-03-22,1.6,-0.3,1.1,-2.5
13958,1919-03-22,0.0,-11.9,-6.9,-17.0
14324,1920-03-22,0.0,1.6,5.2,-1.3
14689,1921-03-22,8.3,1.3,3.8,-0.1
15054,1922-03-22,0.0,-11.1,-6.6,-16.2
15419,1923-03-22,0.0,-0.2,3.4,-3.0
15785,1924-03-22,1.5,-7.3,-4.7,-11.8
16150,1925-03-22,5.8,-0.2,4.1,-4.5
16515,1926-03-22,0.0,-11.6,-5.3,-14.4
16880,1927-03-22,2.7,-1.1,2.6,-2.5
17246,1928-03-22,0.0,-0.5,5.4,-7.8
17611,1929-03-22,3.8,3.3,6.4,0.6
17976,1930-03-22,0.0,4.2,8.3,1.8
18341,1931-03-22,0.0,2.8,6.4,-0.4
18707,1932-03-22,0.7,-6.1,-1.2,-14.7
19072,1933-03-22,0.0,-4.5,0.8,-6.9
19437,1934-03-22,0.0,2.4,4.3,0.5
19802,1935-03-22,4.0,-4.8,-0.2,-11.7
20168,1936-03-22,0.0,0.4,1.1,-0.1
20533,1937-03-22,16.7,1.5,2.9,0.4
20898,1938-03-22,3.7,2.9,6.1,0.6
21263,1939-03-22,0.1,-1.4,1.3,-2.7
21629,1940-03-22,0.0,-4.0,-2.3,-5.3
21994,1941-03-22,0.1,-9.8,-6.1,-13.6
22359,1942-03-22,0.0,-10.2,-3.6,-15.5
22724,1943-03-22,0.0,0.0,4.2,-3.9
23090,1944-03-22,0.0,-0.6,1.0,-1.9
23455,1945-03-22,0.8,-1.3,2.2,-4.6
23820,1946-03-22,7.6,-2.4,0.1,-4.3
24185,1947-03-22,0.0,-6.9,-1.3,-14.1
24551,1948-03-22,0.2,-2.5,-0.4,-3.3
24916,1949-03-22,0.9,0.4,2.6,-2.7
25281,1950-03-22,0.0,0.6,3.3,-1.0
25646,1951-03-22,1.9,-5.8,-2.7,-8.0
26012,1952-03-22,0.3,-10.4,-6.4,-14.6
26377,1953-03-22,0.0,3.2,6.0,1.9
26742,1954-03-22,0.0,0.9,3.4,-1.9
27107,1955-03-22,0.0,-4.4,-0.4,-8.7
27473,1956-03-22,0.0,-1.1,6.9,-8.5
27838,1957-03-22,0.6,-8.6,-4.6,-10.3
28203,1958-03-22,0.0,-9.6,-2.4,-17.8
28568,1959-03-22,0.0,1.0,6.8,-2.0
28934,1960-03-22,0.0,-1.6,4.9,-8.6
29299,1961-03-22,0.3,-2.8,0.0,-4.1
29664,1962-03-22,0.0,-3.2,0.5,-6.4
30029,1963-03-22,0.0,-13.1,-5.5,-17.9
30395,1964-03-22,0.0,-6.4,-1.4,-10.3
30760,1965-03-22,0.5,-1.4,1.6,-2.4
31125,1966-03-22,0.0,-3.3,3.0,-7.5
31490,1967-03-22,2.4,1.6,5.0,0.4
31856,1968-03-22,0.0,3.9,8.6,0.3
32221,1969-03-22,0.0,-7.6,-1.4,-13.9
32586,1970-03-22,2.1,0.5,1.7,-0.4
32951,1971-03-22,4.8,1.0,2.4,0.0
33317,1972-03-22,0.0,3.3,6.2,2.1
33682,1973-03-22,1.2,-4.6,-0.5,-10.2
34047,1974-03-22,5.6,1.6,5.2,-1.3
34412,1975-03-22,0.0,0.6,5.1,-2.7
34778,1976-03-22,0.0,-6.3,-2.8,-10.3
35143,1977-03-22,0.0,0.3,2.5,-1.0
35508,1978-03-22,0.0,-7.4,-3.0,-11.6
35873,1979-03-22,0.7,3.1,4.1,2.1
36239,1980-03-22,0.0,-10.8,-4.4,-18.4
36604,1981-03-22,8.7,0.6,5.4,-5.0
36969,1982-03-22,0.0,-0.2,3.0,-3.5
37334,1983-03-22,0.0,1.2,2.4,-0.1
37700,1984-03-22,0.0,-9.3,-5.6,-12.9
38065,1985-03-22,0.0,4.0,7.6,0.8
38430,1986-03-22,0.0,4.3,8.5,-0.7
38795,1987-03-22,0.7,0.1,2.1,-1.4
39161,1988-03-22,0.0,2.0,3.8,-0.8
39526,1989-03-22,0.0,6.0,8.0,3.5
39891,1990-03-22,3.5,5.0,6.7,3.2
40256,1991-03-22,2.0,3.9,6.1,1.8
40622,1992-03-22,0.7,5.4,10.0,3.0
40987,1993-03-22,2.7,2.6,4.4,0.4
41352,1994-03-22,0.0,-3.4,-0.3,-6.5
41717,1995-03-22,0.0,0.4,2.3,-1.4
42083,1996-03-22,0.0,-1.8,6.9,-10.4
42448,1997-03-22,0.0,-5.7,-3.2,-8.3
42813,1998-03-22,0.0,-5.1,2.5,-11.7
43178,1999-03-22,0.0,3.0,6.1,0.1
43544,2000-03-22,0.0,1.5,3.1,-0.1
43909,2001-03-22,0.0,-5.4,0.5,-11.9
44274,2002-03-22,3.6,2.6,4.9,0.5
44639,2003-03-22,0.0,-4.3,-0.2,-8.5
45005,2004-03-22,2.9,1.4,2.5,0.5
45370,2005-03-22,0.0,-4.3,-0.1,-9.5
45735,2006-03-22,0.5,-8.8,-4.3,-14.2
46100,2007-03-22,3.1,9.3,14.9,4.3
46466,2008-03-22,1.4,-2.5,0.8,-5.3
46831,2009-03-22,0.0,-3.0,1.4,-5.8
47196,2010-03-22,7.6,-1.5,1.3,-3.5
47561,2011-03-22,0.0,2.8,5.9,1.1
47927,2012-03-22,2.3,0.6,3.1,-2.2
48292,2013-03-22,0.0,-12.7,-7.8,-16.8
48657,2014-03-22,,5.2,,
49022,2015-03-22,0.3,-4.6,-1.8,-7.1
49367,2016-03-22,0.0,-3.6,2.6,
49732,2017-03-22,0.0,4.2,,
50097,2018-03-22,2.3,-0.9,1.1,-7.9
50455,2019-03-22,2.0,2.5,4.7,
