,DATE,PRCP,TAVG,TMAX,TMIN
18,1881-01-19,0.2,-22.4,-20.1,-25.3
383,1882-01-19,0.5,-0.5,,-1.3
748,1883-01-19,0.5,-3.5,,-11.3
1113,1884-01-19,2.2,-10.5,-6.7,-18.1
1479,1885-01-19,0.2,-2.2,-1.7,-5.7
1844,1886-01-19,0.0,-4.2,-1.0,-7.8
2209,1887-01-19,0.0,-19.6,-15.8,-21.3
2574,1888-01-19,1.3,-8.9,-3.2,-15.3
2940,1889-01-19,0.6,-3.8,-2.2,-4.6
3305,1890-01-19,0.4,-13.9,-12.3,-15.2
3670,1891-01-19,0.0,-12.1,-9.4,-14.3
4035,1892-01-19,0.0,-15.2,-11.6,-19.6
4401,1893-01-19,0.0,-9.5,-8.6,-11.0
4766,1894-01-19,2.0,-5.0,-1.9,-6.6
5131,1895-01-19,1.2,-6.9,-1.2,-12.5
5496,1896-01-19,0.1,0.8,2.1,-5.3
5862,1897-01-19,0.3,-15.3,-10.1,-19.5
6227,1898-01-19,0.2,3.1,4.1,-1.5
6592,1899-01-19,0.3,-11.7,-9.9,-13.7
6957,1900-01-19,0.4,-12.2,-11.7,-14.9
7322,1901-01-19,0.2,-1.2,-0.9,-5.2
7687,1902-01-19,0.1,-19.9,-12.6,-22.6
8052,1903-01-19,0.0,-8.5,,-9.8
8417,1904-01-19,0.0,-0.7,0.8,-3.4
8783,1905-01-19,0.1,-11.6,-10.3,-12.8
9148,1906-01-19,7.6,0.7,1.5,-0.3
9513,1907-01-19,0.2,-19.3,,-23.4
9878,1908-01-19,0.2,-0.7,2.6,-1.8
10244,1909-01-19,0.0,1.1,2.2,-0.6
10609,1910-01-19,1.3,-0.7,1.7,-1.8
10974,1911-01-19,0.7,-5.8,-4.5,-7.0
11339,1912-01-19,0.1,-7.8,,
11705,1913-01-19,1.7,-11.6,-10.8,
12070,1914-01-19,0.1,-7.3,-1.7,-9.8
12435,1915-01-19,0.0,-11.9,,-14.6
12800,1916-01-19,6.5,-3.1,-0.5,-10.4
13166,1917-01-19,0.0,-10.2,-9.0,-19.1
