,DATE,PRCP,TAVG,TMAX,TMIN
220,1881-08-09,0.0,17.2,19.5,14.3
585,1882-08-09,0.6,19.7,,16.5
950,1883-08-09,1.2,15.5,,14.1
1316,1884-08-09,0.0,17.2,19.8,12.4
1681,1885-08-09,0.0,15.7,19.8,9.6
2046,1886-08-09,1.1,18.0,21.2,13.8
2411,1887-08-09,4.1,14.1,16.6,11.6
2777,1888-08-09,0.6,17.4,19.4,15.4
3142,1889-08-09,5.5,14.8,18.6,11.2
3507,1890-08-09,0.0,14.5,16.9,12.9
3872,1891-08-09,5.0,11.9,15.1,9.8
4238,1892-08-09,4.3,15.4,18.1,11.7
4603,1893-08-09,0.0,18.1,22.0,13.1
4968,1894-08-09,1.2,16.8,21.1,13.9
5333,1895-08-09,0.0,18.1,21.7,12.7
5699,1896-08-09,0.2,13.9,15.4,12.2
6064,1897-08-09,0.0,18.8,25.1,10.9
6429,1898-08-09,0.0,21.1,24.3,17.5
6794,1899-08-09,0.0,13.8,16.5,11.8
7159,1900-08-09,7.0,21.5,28.5,14.4
7524,1901-08-09,0.0,18.5,22.1,14.9
7889,1902-08-09,4.1,16.0,20.5,12.4
8254,1903-08-09,0.2,14.6,16.0,12.5
8620,1904-08-09,1.3,11.8,14.5,11.0
8985,1905-08-09,0.0,17.3,21.3,16.5
9350,1906-08-09,0.6,12.7,15.8,9.0
9715,1907-08-09,2.2,14.3,17.2,11.1
10081,1908-08-09,2.9,18.7,23.0,13.8
10446,1909-08-09,0.0,14.1,16.5,12.1
10811,1910-08-09,0.0,15.6,19.4,12.2
11176,1911-08-09,0.0,23.0,27.4,17.2
11542,1912-08-09,0.0,27.2,32.3,21.9
11907,1913-08-09,0.2,15.7,20.5,12.4
12272,1914-08-09,0.0,18.6,21.4,14.9
12637,1915-08-09,0.0,15.2,19.8,8.9
13003,1916-08-09,0.0,14.0,16.4,11.0
13368,1917-08-09,0.0,24.6,28.5,18.7
13733,1918-08-09,0.0,16.1,20.6,11.5
14098,1919-08-09,6.5,13.8,18.0,9.8
14464,1920-08-09,0.0,15.3,17.9,12.6
14829,1921-08-09,3.0,12.0,17.7,9.6
15194,1922-08-09,5.3,15.1,17.5,11.1
15559,1923-08-09,0.0,13.8,17.5,10.1
15925,1924-08-09,0.0,16.5,19.6,12.6
16290,1925-08-09,0.0,14.9,18.4,9.7
16655,1926-08-09,0.5,13.1,15.6,9.6
17020,1927-08-09,0.0,22.7,28.0,16.2
17386,1928-08-09,2.7,14.0,17.7,11.6
17751,1929-08-09,0.6,24.2,29.2,19.9
18116,1930-08-09,1.3,16.7,19.7,14.4
18481,1931-08-09,0.0,18.3,22.3,13.6
18847,1932-08-09,0.0,26.5,31.6,20.5
19212,1933-08-09,0.0,16.4,19.3,13.1
19577,1934-08-09,0.0,19.8,24.0,13.8
19942,1935-08-09,0.6,19.4,24.4,14.3
20308,1936-08-09,0.0,15.8,18.2,11.6
20673,1937-08-09,0.0,19.4,24.5,14.5
21038,1938-08-09,0.0,20.2,25.7,13.6
21403,1939-08-09,0.0,19.4,24.6,11.7
21769,1940-08-09,4.7,16.5,18.5,14.6
22134,1941-08-09,3.3,15.4,19.5,13.1
22499,1942-08-09,7.4,13.2,18.4,8.3
22864,1943-08-09,1.8,16.1,19.3,13.9
23230,1944-08-09,0.0,20.1,25.4,14.4
23595,1945-08-09,0.0,18.8,23.8,13.8
23960,1946-08-09,0.0,16.2,19.9,13.1
24325,1947-08-09,0.0,20.2,25.0,14.4
24691,1948-08-09,27.7,17.8,22.7,14.2
25056,1949-08-09,0.0,19.6,25.9,15.8
25421,1950-08-09,0.0,16.2,22.7,10.6
25786,1951-08-09,0.0,21.8,27.2,15.6
26152,1952-08-09,4.8,18.1,21.4,16.1
26517,1953-08-09,2.8,15.0,16.5,13.7
26882,1954-08-09,9.6,17.0,19.4,14.7
27247,1955-08-09,0.0,18.9,25.0,14.2
27613,1956-08-09,0.0,13.0,17.3,10.5
27978,1957-08-09,2.8,11.8,16.6,6.4
28343,1958-08-09,7.7,15.2,18.9,12.3
28708,1959-08-09,0.0,17.8,21.3,11.7
29074,1960-08-09,0.0,19.5,24.9,13.9
29439,1961-08-09,0.0,17.7,20.4,13.0
29804,1962-08-09,0.6,15.3,18.8,14.1
30169,1963-08-09,0.0,19.8,25.8,13.5
30535,1964-08-09,0.0,16.7,19.6,15.4
30900,1965-08-09,0.0,14.4,17.1,11.1
31265,1966-08-09,0.0,18.4,22.4,14.6
31630,1967-08-09,0.0,17.1,21.9,14.0
31996,1968-08-09,2.3,14.5,19.4,10.7
32361,1969-08-09,0.0,13.6,19.6,7.0
32726,1970-08-09,0.0,16.2,18.7,14.6
33091,1971-08-09,3.3,17.1,19.7,15.0
33457,1972-08-09,0.0,27.3,32.5,23.1
33822,1973-08-09,0.0,15.7,18.6,13.3
34187,1974-08-09,6.1,13.1,14.6,12.0
