,DATE,PRCP,TAVG,TMAX,TMIN
262,1881-09-20,0.6,4.9,7.4,3.1
627,1882-09-20,0.0,10.1,,8.2
992,1883-09-20,27.2,7.6,12.8,5.4
1358,1884-09-20,3.2,7.2,10.1,4.8
1723,1885-09-20,3.0,8.3,12.7,0.6
2088,1886-09-20,0.0,4.6,9.5,0.5
2453,1887-09-20,1.8,11.1,13.2,9.8
2819,1888-09-20,0.0,9.0,12.3,4.5
3184,1889-09-20,0.1,8.5,10.4,7.6
3549,1890-09-20,0.0,12.9,14.6,10.6
3914,1891-09-20,0.1,8.8,11.5,7.8
4280,1892-09-20,0.6,11.8,15.0,9.0
4645,1893-09-20,0.0,11.8,17.9,6.9
5010,1894-09-20,0.0,4.2,6.9,3.0
5375,1895-09-20,6.6,9.0,12.6,5.0
5741,1896-09-20,5.6,10.9,13.9,8.0
6106,1897-09-20,0.0,11.7,14.4,9.7
6471,1898-09-20,0.4,9.6,13.9,6.0
6836,1899-09-20,0.1,11.5,15.8,7.6
7201,1900-09-20,0.0,10.2,16.7,4.0
7566,1901-09-20,0.0,13.1,18.3,7.0
7931,1902-09-20,0.1,4.3,7.2,3.1
8296,1903-09-20,0.0,10.8,17.1,5.7
8662,1904-09-20,0.0,10.7,13.5,8.5
9027,1905-09-20,3.0,7.4,8.2,5.4
9392,1906-09-20,0.0,9.6,14.7,7.6
9757,1907-09-20,0.5,8.8,12.5,1.0
10123,1908-09-20,0.0,9.4,13.1,3.3
10488,1909-09-20,0.0,14.1,19.8,9.3
10853,1910-09-20,3.5,11.6,14.0,9.3
11218,1911-09-20,0.0,8.8,12.6,4.1
11584,1912-09-20,0.0,8.6,10.5,7.2
11949,1913-09-20,0.0,13.6,16.0,12.1
12314,1914-09-20,0.2,11.3,13.6,10.1
12679,1915-09-20,0.5,5.1,6.4,4.8
13045,1916-09-20,8.8,8.7,12.5,4.3
13410,1917-09-20,0.2,11.5,13.5,9.7
13775,1918-09-20,5.6,11.6,13.8,9.3
14140,1919-09-20,4.3,10.4,14.8,6.2
14506,1920-09-20,3.1,13.2,15.7,12.2
14871,1921-09-20,0.0,9.8,12.7,5.5
15236,1922-09-20,0.4,8.0,10.4,7.5
15601,1923-09-20,5.5,11.5,15.7,6.4
15967,1924-09-20,0.9,12.0,15.0,9.9
16332,1925-09-20,0.0,5.9,7.1,4.2
16697,1926-09-20,0.0,11.9,17.1,8.9
17062,1927-09-20,1.1,10.6,12.4,9.5
17428,1928-09-20,7.0,14.0,15.7,12.4
17793,1929-09-20,0.0,11.9,17.3,6.3
18158,1930-09-20,0.0,6.9,11.1,0.6
18523,1931-09-20,4.9,9.4,11.3,7.8
18889,1932-09-20,6.0,12.6,16.4,10.3
19254,1933-09-20,0.2,14.2,18.4,10.1
19619,1934-09-20,0.0,17.0,22.1,12.7
19984,1935-09-20,7.4,11.4,13.3,9.8
20350,1936-09-20,0.0,13.0,15.0,10.1
20715,1937-09-20,8.3,15.5,23.7,12.0
21080,1938-09-20,0.1,13.1,18.3,10.3
21445,1939-09-20,0.0,11.5,16.5,5.6
21811,1940-09-20,0.0,12.2,16.4,9.5
22176,1941-09-20,2.5,7.4,11.5,2.3
22541,1942-09-20,0.0,4.6,7.7,2.2
22906,1943-09-20,0.0,14.7,18.5,11.7
23272,1944-09-20,0.0,10.3,19.4,4.4
23637,1945-09-20,0.0,8.1,10.4,6.5
24002,1946-09-20,4.8,10.8,13.2,8.6
24367,1947-09-20,0.0,7.4,14.6,1.8
24733,1948-09-20,0.8,7.9,12.3,4.3
25098,1949-09-20,0.0,12.1,18.1,6.7
25463,1950-09-20,0.8,12.9,17.3,11.4
25828,1951-09-20,2.6,10.9,15.1,7.3
26194,1952-09-20,8.6,8.0,11.3,6.7
26559,1953-09-20,3.5,10.8,14.0,7.3
26924,1954-09-20,0.1,10.3,14.6,7.2
27289,1955-09-20,4.2,14.2,17.7,12.0
27655,1956-09-20,0.0,10.2,13.2,8.3
28020,1957-09-20,0.8,9.7,12.7,8.5
28385,1958-09-20,0.0,8.9,16.5,3.1
28750,1959-09-20,0.7,5.2,10.4,1.4
29116,1960-09-20,0.0,10.4,16.4,5.3
29481,1961-09-20,0.0,7.6,11.7,4.3
29846,1962-09-20,0.0,10.0,14.5,7.4
30211,1963-09-20,0.0,7.5,12.0,3.8
30577,1964-09-20,0.0,10.1,14.6,6.5
30942,1965-09-20,0.5,12.2,15.0,9.5
31307,1966-09-20,0.2,10.8,13.9,7.4
31672,1967-09-20,0.0,10.0,13.9,5.9
32038,1968-09-20,1.0,8.0,12.2,4.5
32403,1969-09-20,0.0,6.2,11.4,2.3
32768,1970-09-20,0.0,13.1,15.2,11.2
33133,1971-09-20,0.0,10.8,14.9,7.4
33499,1972-09-20,0.0,5.4,10.3,0.7
33864,1973-09-20,0.0,9.6,14.9,5.5
34229,1974-09-20,0.0,10.7,14.6,6.0
34594,1975-09-20,0.0,11.2,14.5,8.9
34960,1976-09-20,0.0,7.8,13.2,2.3
35325,1977-09-20,2.7,5.6,9.7,1.2
35690,1978-09-20,3.6,8.4,9.9,6.8
36055,1979-09-20,6.0,12.0,14.8,9.9
36421,1980-09-20,0.0,11.8,14.9,8.6
36786,1981-09-20,0.0,6.1,7.7,4.8
37151,1982-09-20,0.0,14.5,16.6,11.8
37516,1983-09-20,2.8,15.1,18.4,14.0
37882,1984-09-20,4.5,10.6,13.1,8.8
38247,1985-09-20,5.0,11.4,15.4,8.5
38612,1986-09-20,7.6,7.6,11.5,5.5
38977,1987-09-20,6.2,7.9,9.4,6.8
39343,1988-09-20,1.9,7.9,13.2,1.2
39708,1989-09-20,2.9,15.2,20.6,12.0
40073,1990-09-20,3.7,9.5,13.1,5.8
40438,1991-09-20,0.0,8.9,12.5,6.0
40804,1992-09-20,6.6,9.2,11.5,7.6
41169,1993-09-20,0.0,4.6,10.3,-1.6
41534,1994-09-20,0.0,11.4,13.4,10.2
41899,1995-09-20,0.0,10.0,15.0,5.6
42265,1996-09-20,0.0,5.1,7.8,2.1
42630,1997-09-20,2.9,9.0,12.3,6.5
42995,1998-09-20,0.0,13.2,17.8,10.5
43360,1999-09-20,0.0,11.4,17.1,7.0
43726,2000-09-20,0.0,8.6,14.4,3.6
44091,2001-09-20,0.0,15.7,21.6,10.9
44456,2002-09-20,0.0,4.6,9.4,0.2
44821,2003-09-20,4.7,10.7,14.9,7.5
45187,2004-09-20,0.8,13.6,17.7,10.9
45552,2005-09-20,0.1,12.5,15.7,9.0
45917,2006-09-20,7.0,15.9,17.9,14.2
46282,2007-09-20,0.0,10.2,14.1,6.0
46648,2008-09-20,0.0,9.0,11.7,6.9
47013,2009-09-20,0.1,14.2,18.0,9.7
47378,2010-09-20,2.3,11.6,15.0,9.7
47743,2011-09-20,26.2,12.7,15.8,10.7
48109,2012-09-20,0.9,13.9,18.4,11.8
48474,2013-09-20,0.0,13.7,15.2,12.0
48839,2014-09-20,,13.3,,
49183,2015-09-20,0.5,14.2,19.1,
49549,2016-09-20,0.8,12.2,16.1,9.5
49914,2017-09-20,0.0,10.8,,
50278,2018-09-20,0.0,17.9,,
