,DATE,PRCP,TAVG,TMAX,TMIN
253,1881-09-11,2.1,16.5,22.7,13.8
618,1882-09-11,0.0,12.4,,4.9
983,1883-09-11,0.0,18.6,24.4,13.7
1349,1884-09-11,0.0,14.4,16.3,13.4
1714,1885-09-11,0.4,10.7,13.5,8.4
2079,1886-09-11,0.0,16.7,22.2,10.3
2444,1887-09-11,0.9,12.1,14.5,10.5
2810,1888-09-11,0.0,13.7,21.8,4.6
3175,1889-09-11,4.2,10.0,15.2,5.0
3540,1890-09-11,0.4,13.8,17.2,12.1
3905,1891-09-11,2.1,11.9,14.6,9.5
4271,1892-09-11,0.0,11.8,18.5,4.8
4636,1893-09-11,1.0,7.3,9.9,5.0
5001,1894-09-11,1.8,9.3,12.0,4.1
5366,1895-09-11,0.0,9.1,12.4,6.9
5732,1896-09-11,0.0,8.0,12.1,3.1
6097,1897-09-11,0.0,11.7,15.4,5.6
6462,1898-09-11,0.0,13.3,16.0,8.5
6827,1899-09-11,0.0,8.5,10.3,7.6
7192,1900-09-11,4.3,7.6,10.9,5.5
7557,1901-09-11,0.0,13.0,17.2,8.8
7922,1902-09-11,0.1,10.3,12.9,8.0
8287,1903-09-11,0.1,10.9,14.7,8.1
8653,1904-09-11,7.8,12.0,16.3,8.8
9018,1905-09-11,17.8,13.0,15.5,10.6
9383,1906-09-11,0.4,10.2,14.4,6.4
9748,1907-09-11,1.2,10.9,15.2,6.9
10114,1908-09-11,0.2,11.9,14.7,9.8
10479,1909-09-11,9.8,12.2,15.5,10.0
10844,1910-09-11,0.0,16.9,22.8,12.1
11209,1911-09-11,0.6,8.5,9.9,7.1
11575,1912-09-11,0.6,10.5,13.4,8.0
11940,1913-09-11,1.1,11.8,14.4,9.9
12305,1914-09-11,0.0,14.1,17.8,10.6
12670,1915-09-11,1.5,13.3,16.2,12.1
13036,1916-09-11,0.0,11.5,16.0,9.3
13401,1917-09-11,0.0,10.6,13.1,7.6
13766,1918-09-11,12.7,12.2,14.5,8.4
14131,1919-09-11,0.0,11.9,15.7,9.1
14497,1920-09-11,17.3,12.2,16.7,7.4
14862,1921-09-11,0.4,16.6,21.7,11.6
15227,1922-09-11,0.0,13.2,17.4,11.2
15592,1923-09-11,2.1,10.3,13.9,9.6
15958,1924-09-11,0.2,12.1,14.6,10.9
16323,1925-09-11,0.0,10.8,13.3,8.5
16688,1926-09-11,0.0,10.4,15.8,4.9
17053,1927-09-11,10.4,12.2,14.4,9.2
17419,1928-09-11,0.1,11.5,15.6,8.0
17784,1929-09-11,0.8,6.6,10.5,2.8
18149,1930-09-11,0.0,7.9,9.0,6.6
18514,1931-09-11,5.3,8.4,11.3,5.4
18880,1932-09-11,21.2,20.2,26.7,15.4
19245,1933-09-11,0.3,12.1,15.4,10.4
19610,1934-09-11,0.0,17.6,23.3,12.8
19975,1935-09-11,1.4,7.1,11.1,2.6
20341,1936-09-11,0.0,8.0,14.4,2.0
20706,1937-09-11,0.0,11.8,16.1,8.4
21071,1938-09-11,3.1,15.5,17.5,13.7
