,DATE,PRCP,TAVG,TMAX,TMIN
260,1881-09-18,0.0,6.5,10.7,4.5
625,1882-09-18,0.0,14.8,,8.6
990,1883-09-18,0.0,16.8,21.5,10.6
1356,1884-09-18,0.0,5.0,7.0,2.3
1721,1885-09-18,10.5,10.2,13.0,7.5
2086,1886-09-18,1.3,7.6,10.9,6.1
2451,1887-09-18,2.2,15.1,16.5,12.3
2817,1888-09-18,0.0,5.9,8.5,1.7
3182,1889-09-18,0.0,9.0,12.3,7.2
3547,1890-09-18,0.0,10.4,13.2,5.7
3912,1891-09-18,0.0,7.2,9.4,6.0
4278,1892-09-18,0.0,11.5,15.7,9.3
4643,1893-09-18,8.9,4.5,6.7,3.2
5008,1894-09-18,0.3,5.7,7.9,1.7
5373,1895-09-18,3.6,10.3,12.4,9.0
5739,1896-09-18,7.4,9.8,12.9,8.1
6104,1897-09-18,0.3,8.7,14.3,3.6
6469,1898-09-18,0.0,10.0,14.4,4.0
6834,1899-09-18,0.5,12.4,14.7,10.9
7199,1900-09-18,0.1,8.7,10.7,3.3
7564,1901-09-18,0.4,13.3,15.6,11.5
7929,1902-09-18,2.9,10.0,13.7,8.3
8294,1903-09-18,0.0,11.3,16.1,6.7
8660,1904-09-18,0.0,6.4,9.5,3.1
9025,1905-09-18,0.0,6.7,9.2,4.1
9390,1906-09-18,0.0,10.5,15.8,5.1
9755,1907-09-18,2.0,9.1,12.3,7.6
10121,1908-09-18,0.0,7.3,10.8,4.1
10486,1909-09-18,0.0,15.8,20.8,11.2
10851,1910-09-18,0.0,7.1,9.9,3.6
11216,1911-09-18,0.5,9.0,11.0,6.4
11582,1912-09-18,1.6,9.3,11.9,7.9
11947,1913-09-18,8.5,15.0,20.0,9.6
12312,1914-09-18,7.9,11.5,16.8,6.3
12677,1915-09-18,11.9,8.0,11.0,5.9
13043,1916-09-18,0.0,7.5,11.0,4.9
13408,1917-09-18,1.9,10.6,14.0,7.3
13773,1918-09-18,1.5,6.1,7.0,4.3
14138,1919-09-18,6.4,10.5,12.4,8.8
14504,1920-09-18,0.0,14.1,17.0,11.7
14869,1921-09-18,0.0,5.1,9.2,3.0
15234,1922-09-18,2.9,11.8,13.9,9.9
15599,1923-09-18,0.0,11.6,15.4,9.2
15965,1924-09-18,2.4,13.2,15.0,10.9
