,DATE,PRCP,TAVG,TMAX,TMIN
330,1881-11-27,2.5,2.2,3.8,-0.4
695,1882-11-27,0.4,0.0,,-1.2
1060,1883-11-27,0.0,-2.1,-0.5,-3.5
1426,1884-11-27,0.0,-8.6,-6.0,-13.7
1791,1885-11-27,0.0,-13.1,-9.4,-16.3
2156,1886-11-27,1.4,-5.5,-3.5,-8.0
2521,1887-11-27,4.5,3.3,5.0,1.2
2887,1888-11-27,1.7,2.5,4.0,1.4
3252,1889-11-27,0.8,1.7,2.2,0.3
3617,1890-11-27,0.0,-6.3,-3.3,-14.4
3982,1891-11-27,0.0,-13.1,-10.1,-17.3
4348,1892-11-27,0.0,-2.2,-0.1,-13.0
4713,1893-11-27,0.2,-9.6,-8.5,-11.6
5078,1894-11-27,0.8,1.3,2.2,0.7
5443,1895-11-27,0.0,-7.9,-2.2,-11.1
5809,1896-11-27,0.1,-0.6,3.4,-3.4
6174,1897-11-27,4.1,-1.7,-0.4,-4.5
6539,1898-11-27,4.6,1.9,3.9,-1.9
6904,1899-11-27,4.5,2.6,3.2,-3.6
7269,1900-11-27,0.2,-4.1,-1.8,-7.6
7634,1901-11-27,1.1,-2.2,1.0,-5.9
7999,1902-11-27,0.5,-15.0,-13.8,-17.4
8364,1903-11-27,0.1,-1.9,,-4.8
8730,1904-11-27,0.0,-3.7,0.0,-5.4
9095,1905-11-27,1.6,1.8,2.9,-0.9
9460,1906-11-27,0.0,-0.1,1.6,-0.9
9825,1907-11-27,6.2,-2.2,-1.6,-4.4
10191,1908-11-27,1.2,-0.1,0.7,-1.2
10556,1909-11-27,0.2,-9.9,-8.3,-12.5
10921,1910-11-27,0.3,-5.1,-0.2,-7.1
11286,1911-11-27,0.0,0.4,1.3,-0.5
11652,1912-11-27,0.0,3.0,3.6,2.1
12017,1913-11-27,0.0,-3.6,-3.2,-3.8
12382,1914-11-27,0.1,0.8,1.8,-1.4
12747,1915-11-27,0.0,-12.3,-8.2,-14.6
