,DATE,PRCP,TAVG,TMAX,TMIN
9,1881-01-10,9.4,-13.4,-9.2,-14.8
374,1882-01-10,1.6,0.5,,-3.3
739,1883-01-10,0.0,-26.9,,-31.7
1104,1884-01-10,0.9,-12.2,-10.2,-18.1
1470,1885-01-10,0.0,-1.6,-0.4,-16.5
1835,1886-01-10,2.7,-8.2,-7.3,-12.6
2200,1887-01-10,0.0,-6.1,-4.6,-6.7
2565,1888-01-10,1.4,-5.4,1.5,-18.4
2931,1889-01-10,0.0,-7.2,-5.5,-9.2
3296,1890-01-10,3.8,2.0,2.6,0.6
3661,1891-01-10,2.5,-3.4,-2.3,-6.3
4026,1892-01-10,4.6,-8.3,-2.7,-10.3
4392,1893-01-10,1.9,-15.5,-14.1,-16.9
4757,1894-01-10,0.0,-6.4,-4.9,-8.8
5122,1895-01-10,0.0,-4.6,-3.5,-7.0
5487,1896-01-10,0.6,-8.4,-4.2,-16.2
5853,1897-01-10,0.1,-12.2,-9.3,-20.0
6218,1898-01-10,0.1,-10.8,-6.1,-18.4
6583,1899-01-10,2.9,-10.8,-5.1,-18.3
6948,1900-01-10,0.0,-14.0,-11.9,-18.1
7313,1901-01-10,0.5,-4.5,-2.4,-6.7
7678,1902-01-10,3.6,-3.1,1.9,-13.5
8043,1903-01-10,7.7,-4.2,,-6.1
8408,1904-01-10,0.0,-6.0,-2.7,-11.2
8774,1905-01-10,0.4,-1.4,2.7,-5.6
9139,1906-01-10,0.1,-5.7,-3.0,-7.0
9504,1907-01-10,0.1,-5.0,,-7.6
9869,1908-01-10,0.6,-17.8,-17.2,-19.4
10235,1909-01-10,0.0,-8.2,-6.0,-9.8
10600,1910-01-10,4.9,1.2,2.3,-5.6
10965,1911-01-10,0.6,-0.3,1.0,-1.8
11330,1912-01-10,0.0,-13.4,-10.6,-18.0
11696,1913-01-10,0.0,-5.7,-4.7,
12061,1914-01-10,0.5,-15.0,-11.5,-17.3
12426,1915-01-10,0.0,-8.9,-0.3,-11.4
12791,1916-01-10,1.6,-4.4,-3.4,-5.7
13157,1917-01-10,2.7,-9.4,-8.7,-13.0
13522,1918-01-10,0.1,-24.5,-15.5,-27.0
13887,1919-01-10,0.0,-1.9,-0.2,-3.7
14252,1920-01-10,0.0,-2.0,0.5,-4.3
14618,1921-01-10,3.0,0.3,2.1,-0.3
14983,1922-01-10,0.0,-16.5,-13.7,-19.6
15348,1923-01-10,0.4,0.7,1.8,-1.2
15713,1924-01-10,0.0,-5.4,-3.9,-6.4
16079,1925-01-10,0.0,-3.1,-1.6,-4.6
16444,1926-01-10,0.0,-23.3,-22.6,-25.0
16809,1927-01-10,3.0,-10.6,-7.8,-12.2
17174,1928-01-10,1.1,-1.9,0.1,-4.7
17540,1929-01-10,0.0,-1.1,-0.3,-2.7
17905,1930-01-10,0.0,2.2,2.8,1.2
18270,1931-01-10,0.5,-6.2,-5.4,-7.3
18635,1932-01-10,0.0,-5.0,-1.2,-6.6
19001,1933-01-10,0.0,-7.3,-3.5,-8.0
19366,1934-01-10,0.0,-1.5,1.5,-4.0
19731,1935-01-10,0.0,-13.7,-5.0,-15.5
20096,1936-01-10,0.0,-4.1,-1.3,-6.0
20462,1937-01-10,0.0,-6.0,-4.3,-7.5
20827,1938-01-10,0.0,-13.5,-8.8,-16.5
21192,1939-01-10,0.1,-18.4,-15.6,-21.3
21557,1940-01-10,1.3,-10.5,-6.8,-16.9
21923,1941-01-10,1.8,-1.6,1.3,-5.3
22288,1942-01-10,0.1,-23.2,-21.1,-24.6
22653,1943-01-10,0.0,-16.2,-11.9,-21.0
23018,1944-01-10,9.3,-10.1,-4.8,-12.7
23384,1945-01-10,1.0,-5.6,-4.1,-7.9
23749,1946-01-10,1.6,1.4,1.9,0.5
24114,1947-01-10,0.6,-13.4,-10.0,-15.9
24479,1948-01-10,7.9,-9.1,-4.1,-12.9
24845,1949-01-10,0.0,-3.5,-2.2,-4.7
25210,1950-01-10,0.0,-25.1,-22.5,-26.9
25575,1951-01-10,0.0,-14.4,-8.9,-20.9
25940,1952-01-10,1.3,2.2,3.4,0.9
26306,1953-01-10,1.1,-6.4,-4.9,-8.7
26671,1954-01-10,0.9,-11.2,-9.5,-14.7
27036,1955-01-10,0.3,-8.2,-6.0,-15.0
27401,1956-01-10,0.2,-7.6,-5.5,
27767,1957-01-10,0.2,1.4,4.6,0.0
28132,1958-01-10,1.2,-19.2,-13.8,-25.9
28497,1959-01-10,2.1,-2.4,-1.2,-3.0
