,DATE,PRCP,TAVG,TMAX,TMIN
181,1881-07-01,0.0,21.9,27.3,13.1
546,1882-07-01,0.0,15.6,,10.0
911,1883-07-01,0.0,19.8,,15.2
1277,1884-07-01,0.0,21.6,25.9,12.7
1642,1885-07-01,29.8,23.2,30.5,14.3
2007,1886-07-01,0.0,11.6,14.0,9.0
2372,1887-07-01,0.0,16.0,18.4,12.5
2738,1888-07-01,0.2,9.2,12.1,8.0
3103,1889-07-01,0.0,20.0,25.1,11.1
3468,1890-07-01,4.3,17.5,21.3,9.9
3833,1891-07-01,1.2,18.3,23.3,16.5
4199,1892-07-01,0.0,13.7,18.3,11.7
4564,1893-07-01,0.7,19.4,22.9,16.1
4929,1894-07-01,0.0,18.6,20.2,14.1
5294,1895-07-01,0.0,17.4,21.6,10.4
5660,1896-07-01,1.8,23.3,29.3,16.6
6025,1897-07-01,0.0,16.5,20.1,7.8
6390,1898-07-01,0.0,19.7,21.0,16.7
6755,1899-07-01,0.0,21.7,26.9,14.3
7120,1900-07-01,12.9,20.1,26.0,14.5
7485,1901-07-01,0.0,15.5,18.7,12.1
7850,1902-07-01,0.0,16.0,21.4,6.6
8215,1903-07-01,0.0,17.2,19.3,14.5
8581,1904-07-01,1.0,14.8,17.0,12.5
8946,1905-07-01,0.0,15.5,18.3,14.3
9311,1906-07-01,0.7,14.8,18.5,12.3
9676,1907-07-01,0.0,25.2,29.9,18.0
10042,1908-07-01,4.2,9.5,11.5,6.4
10407,1909-07-01,0.0,14.4,17.5,8.9
10772,1910-07-01,2.0,17.6,22.0,12.0
11137,1911-07-01,0.0,20.5,25.3,11.6
11503,1912-07-01,0.0,13.8,17.8,10.1
11868,1913-07-01,2.9,21.7,26.9,17.4
12233,1914-07-01,0.0,17.8,21.4,11.1
12598,1915-07-01,0.0,19.8,23.1,16.8
12964,1916-07-01,0.0,20.3,23.8,14.0
13329,1917-07-01,0.0,17.5,21.3,15.5
13694,1918-07-01,0.0,24.9,29.4,17.3
14059,1919-07-01,3.7,14.4,17.5,11.3
14425,1920-07-01,0.0,21.3,25.2,16.1
14790,1921-07-01,0.7,14.1,18.0,10.7
15155,1922-07-01,0.1,15.4,18.5,10.8
15520,1923-07-01,2.3,13.1,17.7,11.2
15886,1924-07-01,6.7,14.4,17.2,11.6
16251,1925-07-01,0.1,11.7,12.1,11.1
16616,1926-07-01,0.0,19.7,23.3,15.6
