,DATE,PRCP,TAVG,TMAX,TMIN
104,1881-04-15,0.0,-0.4,5.3,-4.7
469,1882-04-15,0.0,0.9,,-4.7
834,1883-04-15,0.0,3.6,,-1.4
1200,1884-04-15,1.9,-4.2,-2.7,-6.6
1565,1885-04-15,0.4,-1.5,0.5,-9.4
1930,1886-04-15,0.5,10.9,17.4,4.5
2295,1887-04-15,2.6,-1.3,-0.2,-2.9
2661,1888-04-15,0.0,-1.2,2.6,-4.3
3026,1889-04-15,0.1,2.3,5.5,0.1
3391,1890-04-15,0.0,5.1,7.9,0.8
3756,1891-04-15,0.0,4.1,9.7,-2.1
4122,1892-04-15,0.0,-0.4,1.6,-3.5
4487,1893-04-15,2.4,-0.6,4.2,-7.1
4852,1894-04-15,0.0,7.7,15.9,0.6
5217,1895-04-15,0.8,-2.7,-0.3,-4.2
5583,1896-04-15,0.0,5.6,9.8,0.2
5948,1897-04-15,0.0,6.7,11.4,1.2
6313,1898-04-15,0.0,-1.9,2.1,-7.0
6678,1899-04-15,1.1,2.6,7.2,-2.2
7043,1900-04-15,0.4,2.9,4.7,1.2
7408,1901-04-15,2.6,1.1,8.6,0.3
7773,1902-04-15,0.0,-2.2,2.1,-8.4
8138,1903-04-15,0.8,4.0,,1.0
8504,1904-04-15,0.0,-0.2,3.9,-4.4
8869,1905-04-15,0.1,2.9,5.8,0.2
9234,1906-04-15,2.5,5.4,9.4,1.5
9599,1907-04-15,0.0,-2.8,0.1,-6.9
9965,1908-04-15,0.0,3.3,9.1,-2.6
10330,1909-04-15,0.0,1.6,3.1,0.0
10695,1910-04-15,0.0,8.4,13.0,2.9
11060,1911-04-15,0.0,1.0,2.9,-0.3
11426,1912-04-15,0.0,0.6,4.6,-2.8
11791,1913-04-15,0.5,0.2,2.2,-0.6
12156,1914-04-15,0.0,2.2,4.9,0.6
12521,1915-04-15,0.0,4.6,7.9,-1.3
12887,1916-04-15,0.0,3.9,7.2,1.3
13252,1917-04-15,0.0,4.8,9.1,0.3
13617,1918-04-15,0.0,-0.1,3.9,-1.3
13982,1919-04-15,0.1,3.4,5.4,1.7
14348,1920-04-15,0.0,15.1,21.0,8.5
14713,1921-04-15,4.2,9.0,14.7,4.5
15078,1922-04-15,0.0,2.7,5.1,0.7
15443,1923-04-15,4.3,2.2,4.9,-0.6
15809,1924-04-15,1.0,3.1,6.4,2.4
16174,1925-04-15,0.0,8.7,15.4,2.1
16539,1926-04-15,2.8,-0.5,3.4,-3.3
16904,1927-04-15,0.1,2.1,4.4,0.9
17270,1928-04-15,0.0,1.1,4.8,-4.4
17635,1929-04-15,0.1,-5.1,0.4,-6.4
18000,1930-04-15,0.0,8.4,14.1,0.6
18365,1931-04-15,0.0,2.4,6.6,-3.3
18731,1932-04-15,0.0,1.3,5.6,-0.7
19096,1933-04-15,0.0,2.4,5.1,0.3
19461,1934-04-15,0.0,2.2,6.4,-1.5
19826,1935-04-15,1.5,-0.9,0.7,-2.0
20192,1936-04-15,0.6,5.2,9.7,1.8
20557,1937-04-15,0.0,8.4,15.1,0.9
20922,1938-04-15,0.0,5.4,10.8,0.9
21287,1939-04-15,1.2,4.8,8.0,0.1
21653,1940-04-15,0.0,3.8,7.1,1.2
22018,1941-04-15,1.5,2.8,4.1,1.1
22383,1942-04-15,0.0,1.3,7.0,-3.5
22748,1943-04-15,1.2,8.2,10.6,5.2
23114,1944-04-15,0.0,2.2,8.2,-4.1
23479,1945-04-15,0.1,0.3,3.6,-2.6
23844,1946-04-15,1.6,-0.4,1.0,-3.1
24209,1947-04-15,1.1,3.2,6.9,0.7
24575,1948-04-15,0.3,1.2,3.2,0.1
24940,1949-04-15,0.0,0.9,4.7,-3.3
25305,1950-04-15,0.0,6.0,11.2,2.2
25670,1951-04-15,8.2,6.4,9.8,4.9
26036,1952-04-15,0.0,5.8,15.5,0.2
26401,1953-04-15,0.0,4.8,11.3,2.1
26766,1954-04-15,0.0,4.7,9.1,0.2
27131,1955-04-15,0.0,3.4,5.8,1.5
27497,1956-04-15,5.7,0.4,2.3,-2.8
27862,1957-04-15,2.4,-0.6,3.9,-7.0
28227,1958-04-15,0.7,2.8,7.8,-1.7
28592,1959-04-15,0.0,10.9,16.1,6.9
28958,1960-04-15,0.8,8.1,13.7,4.8
