,DATE,PRCP,TAVG,TMAX,TMIN
17,1881-01-18,0.2,-22.2,-21.5,-26.6
382,1882-01-18,0.0,1.3,,0.4
747,1883-01-18,0.0,-11.6,,-22.2
1112,1884-01-18,1.1,-15.0,-12.1,-17.5
1478,1885-01-18,0.0,-9.4,-3.7,-18.9
1843,1886-01-18,1.8,-1.8,-1.0,-4.2
2208,1887-01-18,0.0,-11.9,-3.5,-16.4
2573,1888-01-18,0.0,-8.1,-2.5,-12.7
2939,1889-01-18,0.3,-4.5,-3.5,-6.5
3304,1890-01-18,0.2,-10.5,-5.7,-12.8
3669,1891-01-18,0.0,-9.5,-7.0,-12.2
4034,1892-01-18,0.0,-15.1,-11.9,-17.9
4400,1893-01-18,3.9,-9.8,-8.8,-24.2
4765,1894-01-18,1.0,-1.4,-0.3,-2.0
5130,1895-01-18,0.1,-4.9,0.8,-7.3
5495,1896-01-18,0.2,-7.0,-5.2,-10.1
5861,1897-01-18,0.2,-10.8,-8.9,-15.7
6226,1898-01-18,0.0,0.3,2.8,-1.7
6591,1899-01-18,0.8,-7.6,-5.1,-10.4
6956,1900-01-18,0.1,-11.5,-8.9,-14.2
7321,1901-01-18,0.0,-5.2,-2.7,-6.9
7686,1902-01-18,0.1,-11.9,-6.7,-15.1
8051,1903-01-18,0.1,-5.4,,-8.6
8416,1904-01-18,1.0,-1.3,-0.2,-3.2
8782,1905-01-18,0.4,-9.4,-7.3,-10.8
9147,1906-01-18,0.0,1.4,1.8,0.4
9512,1907-01-18,0.1,-16.9,,-18.7
9877,1908-01-18,0.4,1.1,2.7,-1.0
10243,1909-01-18,0.0,-0.2,0.6,-2.2
10608,1910-01-18,0.0,1.9,2.2,0.6
10973,1911-01-18,0.0,-3.1,1.9,-5.8
11338,1912-01-18,0.0,-8.8,,
11704,1913-01-18,0.0,-11.5,-8.0,
12069,1914-01-18,1.9,-10.8,-3.1,-23.9
12434,1915-01-18,2.1,-6.4,,-7.9
12799,1916-01-18,0.1,-15.6,-9.4,-21.7
13165,1917-01-18,0.0,-10.4,-3.6,-18.0
13530,1918-01-18,0.1,-14.7,-13.9,-16.8
13895,1919-01-18,0.1,0.2,2.5,-0.1
14260,1920-01-18,0.2,-8.1,-7.2,-8.9
14626,1921-01-18,0.9,-2.3,1.1,-6.6
14991,1922-01-18,0.9,-12.1,-10.8,-13.5
15356,1923-01-18,0.0,-11.2,-9.9,-12.6
15721,1924-01-18,0.1,-7.7,-3.9,-8.9
16087,1925-01-18,0.0,1.1,3.1,-2.0
16452,1926-01-18,0.0,-9.5,-8.6,-11.0
16817,1927-01-18,0.0,-7.5,-5.8,-9.6
17182,1928-01-18,0.1,-17.0,-14.4,-19.7
17548,1929-01-18,0.1,-12.1,-11.1,-13.0
17913,1930-01-18,0.0,-0.9,-0.4,-2.4
18278,1931-01-18,3.3,-0.9,0.8,-3.6
18643,1932-01-18,0.1,2.3,2.7,1.7
19009,1933-01-18,0.1,-16.0,-12.9,-18.7
19374,1934-01-18,0.3,0.1,1.3,-1.4
19739,1935-01-18,0.1,-9.3,-3.8,-16.7
20104,1936-01-18,0.4,-8.3,-4.8,-12.3
20470,1937-01-18,0.9,-8.8,-7.1,-10.2
20835,1938-01-18,0.0,-2.1,-1.2,-3.4
21200,1939-01-18,0.3,1.5,3.5,-1.3
21565,1940-01-18,0.1,-27.3,-23.3,-32.1
21931,1941-01-18,0.0,-16.9,-13.6,-23.1
22296,1942-01-18,0.2,-15.7,-14.1,-18.0
22661,1943-01-18,2.4,-12.3,-11.5,-13.7
23026,1944-01-18,0.0,-0.9,1.2,-3.6
23392,1945-01-18,0.4,-2.5,-0.7,-6.4
23757,1946-01-18,0.1,-0.4,0.6,-3.6
24122,1947-01-18,0.0,2.4,4.3,0.5
24487,1948-01-18,0.0,-6.3,-4.5,-9.7
24853,1949-01-18,0.6,-5.0,-3.8,-6.4
25218,1950-01-18,0.0,-20.5,-19.3,-22.3
25583,1951-01-18,0.1,-3.7,-1.8,-7.5
25948,1952-01-18,0.1,-2.8,-1.5,-4.1
26314,1953-01-18,0.6,0.8,2.2,-1.2
26679,1954-01-18,2.9,-5.4,-2.5,-7.0
27044,1955-01-18,2.9,-1.8,1.7,-4.7
