,DATE,PRCP,TAVG,TMAX,TMIN
176,1881-06-26,0.0,12.8,15.6,8.8
541,1882-06-26,0.0,23.7,,14.2
906,1883-06-26,0.0,18.0,,8.9
1272,1884-06-26,0.0,17.8,22.0,13.5
1637,1885-06-26,0.0,23.5,28.6,15.0
2002,1886-06-26,0.0,16.7,18.2,14.0
2367,1887-06-26,0.0,12.4,14.8,8.9
2733,1888-06-26,0.0,13.1,16.7,11.0
3098,1889-06-26,0.0,13.9,16.4,10.7
3463,1890-06-26,0.0,17.2,20.8,14.5
3828,1891-06-26,0.0,20.0,23.8,17.6
4194,1892-06-26,8.8,12.4,14.3,11.0
4559,1893-06-26,32.6,18.6,23.3,15.7
4924,1894-06-26,7.4,11.8,19.0,10.8
5289,1895-06-26,0.0,17.1,21.0,14.3
5655,1896-06-26,0.0,18.1,22.3,12.4
6020,1897-06-26,2.1,14.1,15.9,9.4
6385,1898-06-26,0.0,17.2,22.0,12.7
6750,1899-06-26,0.0,16.9,20.3,11.7
7115,1900-06-26,0.0,20.1,23.7,12.7
7480,1901-06-26,0.9,24.2,28.9,18.2
7845,1902-06-26,0.0,10.9,13.4,7.6
8210,1903-06-26,2.3,13.9,15.1,12.2
8576,1904-06-26,1.3,15.1,19.5,9.3
8941,1905-06-26,0.0,20.9,24.8,17.0
9306,1906-06-26,0.0,20.4,24.0,12.0
9671,1907-06-26,0.3,17.1,20.8,12.9
10037,1908-06-26,27.1,13.1,14.3,11.5
10402,1909-06-26,0.0,20.6,24.6,12.6
10767,1910-06-26,2.9,13.6,19.6,8.6
11132,1911-06-26,0.0,24.9,29.2,15.7
11498,1912-06-26,0.0,22.2,25.8,16.9
11863,1913-06-26,0.0,16.9,20.9,12.7
12228,1914-06-26,1.6,22.2,26.2,19.0
12593,1915-06-26,0.4,14.0,16.8,9.6
12959,1916-06-26,0.4,16.7,20.3,11.0
13324,1917-06-26,0.0,20.0,25.1,16.7
13689,1918-06-26,0.0,15.9,19.6,10.9
14054,1919-06-26,2.5,20.1,24.5,16.5
14420,1920-06-26,6.2,15.6,18.8,14.4
14785,1921-06-26,0.0,14.5,17.2,13.4
15150,1922-06-26,2.6,17.6,21.9,12.7
15515,1923-06-26,1.7,13.4,16.4,6.1
15881,1924-06-26,0.0,11.0,13.4,6.8
16246,1925-06-26,15.6,20.6,25.9,13.1
16611,1926-06-26,6.8,18.1,23.1,11.8
16976,1927-06-26,0.9,17.1,23.9,10.9
17342,1928-06-26,0.1,14.8,18.2,11.7
17707,1929-06-26,0.0,10.9,14.6,7.5
18072,1930-06-26,11.9,15.5,18.7,14.7
18437,1931-06-26,0.0,15.2,18.5,10.7
18803,1932-06-26,13.6,18.9,24.4,16.0
19168,1933-06-26,4.0,11.1,12.8,7.5
19533,1934-06-26,0.0,16.8,20.0,8.8
19898,1935-06-26,0.0,22.7,26.6,18.0
20264,1936-06-26,0.0,17.6,20.7,12.4
20629,1937-06-26,0.1,19.5,25.9,16.3
20994,1938-06-26,12.9,14.2,17.2,11.1
21359,1939-06-26,6.8,16.8,20.1,15.3
21725,1940-06-26,0.0,26.6,32.2,20.2
22090,1941-06-26,0.0,14.9,20.0,8.4
22455,1942-06-26,0.0,20.0,26.0,11.8
22820,1943-06-26,8.0,13.6,16.4,11.1
23186,1944-06-26,4.1,10.8,14.4,8.5
23551,1945-06-26,2.7,14.0,16.6,11.6
23916,1946-06-26,0.0,19.2,23.8,13.8
24281,1947-06-26,0.0,20.9,24.5,18.6
24647,1948-06-26,8.1,20.8,26.8,16.0
25012,1949-06-26,1.1,14.3,19.4,11.5
25377,1950-06-26,5.0,17.6,20.4,15.6
25742,1951-06-26,0.0,22.6,28.9,17.3
26108,1952-06-26,0.0,16.0,19.8,11.4
26473,1953-06-26,0.2,19.0,24.8,15.7
26838,1954-06-26,0.0,17.8,21.2,14.1
27203,1955-06-26,0.0,16.0,21.8,12.3
27569,1956-06-26,1.7,17.5,22.8,12.0
27934,1957-06-26,0.1,14.0,16.5,11.0
28299,1958-06-26,0.0,19.5,23.7,12.5
28664,1959-06-26,6.1,18.4,24.6,12.3
29030,1960-06-26,0.2,14.0,16.7,10.8
29395,1961-06-26,6.9,14.2,16.3,11.6
29760,1962-06-26,3.2,12.9,15.5,10.0
30125,1963-06-26,0.0,18.0,23.6,11.2
30491,1964-06-26,0.0,16.5,19.5,13.2
30856,1965-06-26,0.0,16.9,19.7,13.5
31221,1966-06-26,0.0,23.1,28.1,16.9
31586,1967-06-26,0.0,18.0,24.1,10.5
31952,1968-06-26,0.0,17.5,21.9,14.0
32317,1969-06-26,0.0,14.5,20.8,6.7
