,DATE,PRCP,TAVG,TMAX,TMIN
118,1881-04-29,0.0,2.5,5.0,0.9
483,1882-04-29,0.0,11.7,,4.3
848,1883-04-29,0.0,11.2,,0.0
1214,1884-04-29,6.2,5.4,7.7,2.7
1579,1885-04-29,4.4,4.6,7.1,0.5
1944,1886-04-29,0.0,-1.3,-0.1,-2.3
2309,1887-04-29,0.0,10.3,12.6,7.0
2675,1888-04-29,0.0,3.7,8.1,-0.3
3040,1889-04-29,7.2,4.5,8.8,3.1
3405,1890-04-29,0.0,17.2,22.6,10.2
3770,1891-04-29,0.7,11.7,17.0,6.4
4136,1892-04-29,11.5,7.6,13.4,-0.2
4501,1893-04-29,1.5,1.4,4.2,-0.1
4866,1894-04-29,0.0,15.0,20.0,7.6
5231,1895-04-29,0.0,7.3,14.8,2.0
5597,1896-04-29,0.8,5.2,10.4,3.8
5962,1897-04-29,0.0,11.4,18.7,0.7
6327,1898-04-29,0.0,4.4,7.0,-0.4
6692,1899-04-29,0.3,7.7,11.7,0.9
7057,1900-04-29,1.4,2.6,5.3,-3.3
7422,1901-04-29,0.0,9.1,14.9,2.5
7787,1902-04-29,0.0,-3.3,1.6,-7.9
8152,1903-04-29,0.0,15.1,,7.7
8518,1904-04-29,3.2,3.0,6.5,1.9
8883,1905-04-29,0.1,10.8,15.3,3.3
9248,1906-04-29,0.0,7.6,13.6,3.1
9613,1907-04-29,0.9,3.8,8.4,0.6
9979,1908-04-29,11.9,10.7,17.5,5.0
10344,1909-04-29,1.8,2.8,7.0,1.3
10709,1910-04-29,2.0,8.0,11.7,4.8
11074,1911-04-29,3.9,11.6,17.4,5.9
11440,1912-04-29,1.0,1.2,3.4,-0.5
11805,1913-04-29,0.0,8.9,13.8,2.6
12170,1914-04-29,10.6,6.2,8.3,4.6
12535,1915-04-29,0.0,2.3,4.9,-0.5
12901,1916-04-29,0.0,11.1,16.4,4.4
13266,1917-04-29,0.0,-2.9,0.8,-4.8
13631,1918-04-29,10.0,2.8,5.9,0.3
13996,1919-04-29,0.1,0.7,3.1,-1.2
14362,1920-04-29,2.1,11.8,13.9,9.7
14727,1921-04-29,0.0,9.1,15.2,5.9
15092,1922-04-29,20.7,10.7,15.1,6.8
15457,1923-04-29,1.5,2.7,6.1,1.0
15823,1924-04-29,0.0,1.7,4.9,-1.0
16188,1925-04-29,7.3,6.1,8.7,0.8
16553,1926-04-29,0.7,7.7,13.6,-0.3
16918,1927-04-29,3.1,1.8,5.6,0.4
17284,1928-04-29,0.0,10.2,18.7,7.4
17649,1929-04-29,0.0,0.1,2.4,-2.6
18014,1930-04-29,0.0,2.7,5.6,-1.3
18379,1931-04-29,0.0,13.9,19.3,8.2
18745,1932-04-29,0.7,4.6,10.2,1.9
19110,1933-04-29,2.3,7.3,9.2,5.7
19475,1934-04-29,0.0,8.6,13.4,2.4
19840,1935-04-29,0.0,-1.6,0.3,-2.9
20206,1936-04-29,0.0,15.5,21.9,9.2
20571,1937-04-29,0.0,7.8,12.8,3.1
