"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1997-04","2.07",",,,r","37.2",",r","43.3",",,,r","31.1",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1997-05","2.39",",,,r","48.7",",r","55.7",",,,r","41.7",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1997-06","1.83",",,,r","62.0",",r","69.9",",,,r","54.0",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1997-07","2.76",",,,r","67.4",",r","75.6",",,,r","59.1",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1997-08","1.06",",,,r","65.9",",r","74.2",",,,r","57.5",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1997-09","6.72",",,,r","51.3",",r","56.9",",,,r","45.6",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1997-10","3.66",",,,r","38.6",",r","42.9",",,,r","34.3",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1997-11","2.83",",,,r","31.2",",r","34.4",",,,r","28.0",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1997-12","1.46",",,,r","21.9",",r","26.5",",,,r","17.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1998-01","1.57",",,,r","28.8",",r","31.7",",,,r","25.8",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1998-02","1.43",",,,r","18.9",",r","26.0",",,,r","11.8",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1998-03","1.73",",,,r","25.1",",r","33.1",",,,r","17.0",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1998-04","1.24",",,,r","39.2",",r","47.1",",,,r","31.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1998-05","1.33",",,,r","51.9",",r","60.5",",,,r","43.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1998-06","6.06",",,,r","62.3",",r","69.7",",,,r","54.9",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1998-07","4.80",",,,r","65.4",",r","72.5",",,,r","58.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1998-08","4.12",",,,r","59.1",",r","64.4",",,,r","53.7",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1998-09","1.55",",,,r","53.9",",r","60.0",",,,r","47.9",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1998-10","2.31",",,,r","44.3",",r","49.0",",,,r","39.5",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1998-11","0.55",",,,r","22.9",",r","26.7",",,,r","19.0",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1998-12","2.70",",,,r","24.6",",r","29.3",",,,r","19.8",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1999-01","2.40",",,,r","19.1",",r","23.9",",,,r","14.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1999-02","1.73",",,,r","18.0",",r","24.5",",,,r","11.5",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1999-03","0.83",",,,r","32.2",",r","38.4",",,,r","25.9",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1999-04","1.03",",,,r","46.6",",r","53.8",",,,r","39.5",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1999-05","0.79",",,,r","46.2",",r","54.2",",,,r","38.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1999-06","1.26",",,,r","69.4",",r","78.6",",,,r","60.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1999-07","1.11",",,,r","69.4",",r","77.5",",,,r","61.3",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1999-08","2.07",",,,r","61.9",",r","69.4",",,,r","54.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1999-09","0.59",",,,r","55.8",",r","62.6",",,,r","48.9",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1999-10","3.21",",,,r","45.4",",r","49.0",",,,r","41.8",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1999-11","1.14",",,,r","32.0",",r","36.8",",,,r","27.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","1999-12","2.07",",,,r","29.5",",r","33.4",",,,r","25.6",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2000-01","1.46",",,,r","24.2",",r","28.1",",,,r","20.3",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2000-02","0.74",",,,r","27.2",",r","32.1",",,,r","22.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2000-03","1.69",",,,r","31.7",",r","36.8",",,,r","26.5",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2000-04","0.94",",,,r","47.6",",r","55.4",",,,r","39.8",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2000-05","1.37",",,,r","51.3",",r","60.1",",,,r","42.6",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2000-06","3.39",",,,r","60.2",",r","67.7",",,,r","52.6",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2000-07","5.98",",,,r","65.2",",r","71.3",",,,r","59.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2000-08","2.53",",,,r","62.2",",r","67.9",",,,r","56.6",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2000-09","2.07",",,,r","51.6",",r","58.4",",,,r","44.9",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2000-10","2.88",",,,r","47.6",",r","52.2",",,,r","43.0",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2000-11","2.67",",,,r","36.7",",r","40.0",",,,r","33.3",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2000-12","2.39",",,,r","31.1",",r","34.1",",,,r","28.1",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2001-01","1.06",",,,r","27.6",",r","30.4",",,,r","24.9",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2001-02","1.32",",,,r","20.0",",r","25.5",",,,r","14.5",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2001-03","1.46",",,,r","25.3",",r","31.9",",,,r","18.6",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2001-04","2.13",",,,r","47.2",",r","54.8",",,,r","39.5",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2001-05","1.63",",,,r","50.7",",r","58.3",",,,r","43.1",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2001-06","2.77",",,,r","59.6",",r","67.2",",,,r","52.0",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2001-07","4.67",",,,r","71.7",",r","79.7",",,,r","63.8",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2001-08","2.74",",,,r","62.5",",r","69.2",",,,r","55.8",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2001-09","1.35",",,,r","55.8",",r","62.7",",,,r","48.9",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2001-10","3.06",",,,r","45.0",",r","48.9",",,,r","41.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2001-11","3.35",",,,r","30.5",",r","34.7",",,,r","26.3",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2001-12","1.44",",,,r","16.5",",r","22.0",",,,r","11.0",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2002-01","1.33",",,,r","24.0",",r","29.6",",,,r","18.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2002-02","2.12",",,,r","31.0",",r","35.3",",,,r","26.6",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2002-03","1.52",",,,r","33.3",",r","39.2",",,,r","27.5",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2002-04","1.20",",,,r","43.3",",r","52.1",",,,r","34.5",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2002-05","0.81",",,,r","54.4",",r","63.6",",,,r","45.3",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2002-06","2.95",",,,r","63.0",",r","70.6",",,,r","55.3",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2002-07","4.55",",,,r","69.5",",r","77.2",",,,r","61.8",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2002-08","1.57",",,,r","66.2",",r","74.1",",,,r","58.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2002-09","2.03",",,,r","53.4",",r","59.6",",,,r","47.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2002-10","2.28",",,,r","35.0",",r","38.9",",,,r","31.1",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2002-11","2.40",",,,r","27.8",",r","31.1",",,,r","24.5",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2002-12","1.23",",,,r","14.7",",r","19.6",",,,r","9.8",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2003-01","1.90",",,,r","14.8",",r","20.8",",,,r","8.9",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2003-02","0.93",",,,r","21.7",",r","26.4",",,,r","17.0",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2003-03","1.10",",,,r","29.8",",r","36.5",",,,r","23.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2003-04","0.79",",,,r","36.7",",r","43.0",",,,r","30.5",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2003-05","5.01",",,,r","55.0",",r","63.6",",,,r","46.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2003-06","2.82",",,,r","56.0",",r","62.7",",,,r","49.3",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2003-07","3.33",",,,r","71.0",",r","78.7",",,,r","63.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2003-08","6.27",",,,r","62.5",",r","68.3",",,,r","56.8",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2003-09","1.15",",,,r","54.6",",r","60.6",",,,r","48.6",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2003-10","4.23",",,,r","41.3",",r","45.2",",,,r","37.3",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2003-11","2.25",",,,r","36.3",",r","38.8",",,,r","33.8",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2003-12","3.38",",,,r","30.4",",r","34.6",",,,r","26.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2004-01","1.19",",,,r","17.1",",r","21.7",",,,r","12.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2004-02","1.44",",,,r","22.3",",r","27.5",",,,r","17.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2004-03","1.84",",,,r","31.5",",r","36.9",",,,r","26.1",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2004-04","0.30",",,,r","41.4",",r","49.8",",,,r","33.0",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2004-05","2.63",",,,r","52.5",",r","60.6",",,,r","44.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2004-06","4.28",",,,r","59.2",",r","66.2",",,,r","52.1",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2004-07","3.26",",,,r","65.9",",r","72.8",",,,r","59.1",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2004-08","3.32",",,,r","64.8",",r","71.3",",,,r","58.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2004-09","3.50",",,,r","56.4",",r","61.2",",,,r","51.6",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2004-10","1.57",",,,r","44.3",",r","48.3",",,,r","40.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2004-11","1.73",",,,r","31.9",",r","35.3",",,,r","28.6",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2004-12","2.43",",,,r","30.5",",r","34.4",",,,r","26.6",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2005-01","3.17",",,,r","29.2",",r","32.4",",,,r","25.9",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2005-02","0.54",",,,r","20.6",",r","25.3",",,,r","15.8",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2005-03","0.98",",,,r","21.4",",r","28.3",",,,r","14.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2005-04","1.49",",,,r","41.4",",r","48.8",",,,r","33.9",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2005-05","2.44",",,,r","52.5",",r","59.3",",,,r","45.7",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2005-06","2.82",",,,r","60.1",",r","67.5",",,,r","52.7",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2005-07","4.99",",,,r","68.5",",r","76.5",",,,r","60.5",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2005-08","2.28",",,,r","64.8",",r","71.2",",,,r","58.5",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2005-09","1.00",",,,r","57.0",",r","62.6",",,,r","51.3",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2005-10","1.63",",,,r","46.3",",r","51.5",",,,r","41.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2005-11","2.37",",,,r","38.4",",r","41.5",",,,r","35.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2005-12","1.92",",,,r","25.3",",r","28.7",",,,r","21.9",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2006-01","1.00",",,,r","21.8",",r","26.0",",,,r","17.6",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2006-02","0.49",",,,r","12.7",",r","18.0",",,,r","7.5",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2006-03","1.35",",,,r","21.6",",r","29.2",",,,r","13.9",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2006-04","1.23",",,,r","42.3",",r","49.3",",,,r","35.3",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2006-05","2.38",",,,r","53.3",",r","62.0",",,,r","44.7",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2006-06","2.23",",,,r","62.8",",r","70.9",",,,r","54.7",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2006-07","0.69",",,,r","66.8",",r","74.6",",,,r","59.0",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2006-08","1.85",",,,r","66.5",",r","74.0",",,,r","58.9",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2006-09","1.30",",,,r","58.0",",r","63.3",",,,r","52.7",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2006-10","3.87",",,,r","46.7",",r","50.6",",,,r","42.7",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2006-11","3.19",",,,r","35.2",",r","38.3",",,,r","32.1",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2006-12","1.56",",,,r","37.4",",r","40.7",",,,r","34.1",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2007-01","2.29",",,,r","27.8",",r","31.2",",,,r","24.3",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2007-02","0.90",",,,r","13.4",",r","19.5",",,,r","7.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2007-03","1.45",",,,r","39.0",",r","44.5",",,,r","33.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2007-04","1.18",",,,r","41.9",",r","48.0",",,,r","35.7",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2007-05","2.65",",,,r","54.8",",r","62.9",",,,r","46.7",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2007-06","3.45",",,,r","61.0",",r","68.6",",,,r","53.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2007-07","3.10",",,,r","65.6",",r","71.9",",,,r","59.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2007-08","3.09",",,,r","67.5",",r","75.3",",,,r","59.8",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2007-09","1.54",",,,r","54.1",",r","60.1",",,,r","48.1",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2007-10","1.35",",,,r","45.6",",r","49.1",",,,r","42.0",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2007-11","1.16",",,,r","30.7",",r","34.3",",,,r","27.1",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2007-12","0.91",",,,r","33.3",",r","35.9",",,,r","30.6",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2008-01","1.83",",,,r","29.0",",r","31.6",",,,r","26.3",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2008-02","2.48",",,,r","31.7",",r","35.1",",,,r","28.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2008-03","2.30",",,,r","33.2",",r","37.2",",,,r","29.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2008-04","1.70",",,,r","45.1",",r","52.6",",,,r","37.6",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2008-05","0.74",",,,r","51.9",",r","60.3",",,,r","43.6",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2008-06","2.75",",,,r","59.6",",r","67.1",",,,r","52.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2008-07","2.88",",,,r","64.4",",r","71.3",",,,r","57.6",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2008-08","3.02",",,,r","61.6",",r","67.3",",,,r","55.9",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2008-09","2.27",",,,r","51.3",",r","56.3",",,,r","46.3",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2008-10","4.25",",,,r","47.9",",r","51.3",",,,r","44.5",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2008-11","2.24",",,,r","37.4",",r","40.4",",,,r","34.5",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2008-12","2.04",",,,r","30.7",",r","33.1",",,,r","28.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2009-01","1.67",",,,r","25.9",",r","29.5",",,,r","22.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2009-02","1.54",",,,r","25.1",",r","28.7",",,,r","21.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2009-03","1.07",",,,r","30.6",",r","34.9",",,,r","26.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2009-04","1.12",",,,r","40.3",",r","46.3",",,,r","34.3",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2009-05","0.41",",,,r","54.4",",r","62.7",",,,r","46.0",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2009-06","4.44",",,,r","59.4",",r","66.0",",,,r","52.8",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2009-07","2.46",",,,r","65.1",",r","72.0",",,,r","58.3",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2009-08","5.45",",,,r","62.5",",r","68.9",",,,r","56.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2009-09","3.20",",,,r","57.1",",r","62.3",",,,r","51.9",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2009-10","3.76",",,,r","40.1",",r","43.8",",,,r","36.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2009-11","2.89",",,,r","36.3",",r","38.7",",,,r","34.0",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2009-12","3.54",",,,r","22.7",",r","26.0",",,,r","19.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2010-01","1.04",",,,r","10.3",",r","15.0",",,,r","5.6",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2010-02","2.72",",,,r","17.0",",r","21.7",",,,r","12.3",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2010-03","2.30",",,,r","27.6",",r","34.0",",,,r","21.3",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2010-04","0.96",",,,r","44.8",",r","52.1",",,,r","37.5",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2010-05","2.70",",,,r","56.5",",r","64.1",",,,r","48.9",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2010-06","4.27",",,,r","60.1",",r","67.3",",,,r","53.0",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2010-07","2.42",",,,r","76.0",",r","84.2",",,,r","67.7",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2010-08","3.82",",,,r","67.6",",r","74.5",",,,r","60.7",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2010-09","2.30",",,,r","54.8",",r","60.2",",,,r","49.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2010-10","1.66",",,,r","42.1",",r","46.5",",,,r","37.7",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2010-11","4.66",",,,r","32.7",",r","35.8",",,,r","29.6",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2010-12","3.19",",,,r","16.5",",r","20.3",",,,r","12.7",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2011-01","3.24",",,,r","21.3",",r","26.5",",,,r","16.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2011-02","1.89",",,,r","11.9",",r","17.4",",,,r","6.5",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2011-03","0.98",",,,r","28.7",",r","34.7",",,,r","22.7",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2011-04","0.28",",,,r","42.5",",r","49.8",",,,r","35.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2011-05","2.20",",,,r","52.3",",r","60.2",",,,r","44.5",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2011-06","2.08",",,,r","64.3",",r","72.4",",,,r","56.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2011-07","3.80",",,,r","72.9",",r","80.5",",,,r","65.3",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2011-08","2.73",",,,r","63.9",",r","69.9",",,,r","58.0",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2011-09","4.58",",,,r","56.2",",r","61.3",",,,r","51.1",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2011-10","2.17",",,,r","46.0",",r","49.8",",,,r","42.2",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2011-11","1.16",",,,r","38.7",",r","42.2",",,,r","35.1",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2011-12","2.31",",,,r","35.5",",r","37.9",",,,r","33.1",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2012-01","1.69",",,,r","23.4",",r","26.5",",,,r","20.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2012-02","0.93",",,,r","13.6",",r","18.8",",,,r","8.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2012-03","2.07",",,,r","30.4",",r","35.0",",,,r","25.8",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2012-04","2.11",",,,r","41.3",",r","48.2",",,,r","34.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2012-05","1.32",",,,r","55.1",",r","63.7",",,,r","46.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2012-06","2.44",",,,r","59.8",",r","66.6",",,,r","53.0",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2012-07","2.60",",,,r","67.7",",r","74.6",",,,r","60.8",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2012-08","6.04",",,,r","61.7",",r","67.8",",,,r","55.7",",,,r"
