,07-25
1881,15.1
1882,16.6
1883,15.8
1884,10.5
1885,17.7
1886,16.3
1887,13.3
1888,14.3
1889,13.1
1890,9.5
1891,16.9
1892,15.4
1893,13.4
1894,14.3
1895,14.0
1896,13.9
1897,14.3
1898,13.3
1899,13.6
1900,14.3
1901,14.7
1902,11.7
1903,13.0
1904,11.2
1905,14.2
1906,14.0
1907,12.5
1908,12.6
1909,12.2
1910,12.9
1911,15.6
1912,13.6
1913,16.0
1914,19.8
1915,18.5
1916,14.1
1917,9.9
1918,13.4
1919,15.4
1920,16.3
1921,11.4
1922,14.1
1923,13.5
1924,13.7
1925,18.8
1926,15.6
1927,15.5
1928,10.2
1929,11.4
1930,13.0
1931,15.3
1932,19.8
1933,17.2
1934,18.2
1935,15.1
1936,17.6
1937,14.5
1938,20.1
1939,16.4
1940,12.6
1941,16.1
1942,14.9
1943,10.3
1944,12.9
1945,15.5
1946,17.6
1947,9.1
1948,13.3
1949,13.0
1950,17.5
1951,7.8
1952,11.9
1953,16.2
1954,10.4
1955,12.2
1956,10.1
1957,16.1
1958,13.9
1959,15.0
1960,15.5
1961,14.7
1962,13.1
1963,15.5
1964,14.7
1965,14.4
1966,18.5
1967,12.6
1968,8.3
1969,16.2
1970,13.4
1971,12.5
1972,18.0
1973,14.0
1974,17.7
1975,17.3
1976,17.1
1977,12.7
1978,11.9
1979,14.5
1980,15.9
1981,18.4
1982,10.2
1983,19.4
1984,11.6
1985,15.3
1986,17.4
1987,16.5
1988,17.8
1989,15.5
1990,13.7
1991,15.3
1992,11.8
1993,15.6
1994,14.2
1995,13.6
1996,15.2
1997,16.4
1998,16.4
1999,17.3
2000,19.1
2001,17.5
2002,15.6
2003,18.2
2004,16.3
2005,16.0
2006,18.5
2007,17.4
2008,13.8
2009,17.5
2010,18.0
2011,16.8
2012,16.5
2013,13.8
2014,
2015,
2016,
2017,
2018,
