,02-10
1881,-10.6
1882,-4.8
1883,-24.1
1884,-8.4
1885,-8.4
1886,-0.9
1887,-2.2
1888,-24.2
1889,-13.6
1890,-7.5
1891,-1.9
1892,-14.2
1893,-30.9
1894,-1.9
1895,-24.4
1896,-5.5
1897,-16.4
1898,-13.3
1899,-20.1
1900,-9.2
1901,-16.9
1902,-13.2
1903,-4.6
1904,-14.1
1905,-0.9
1906,-3.9
1907,-12.5
1908,-7.8
1909,-19.5
1910,-4.6
1911,-13.7
1912,
1913,-2.3
1914,1.0
1915,-12.8
1916,-4.2
1917,-6.1
1918,-16.4
1919,-3.3
1920,-0.7
1921,-10.4
1922,-7.6
1923,-15.9
1924,-16.1
1925,-1.3
1926,-19.4
1927,-3.7
1928,-2.8
1929,-30.8
1930,-20.2
1931,-9.6
1932,-20.8
1933,-6.3
1934,-17.1
1935,-17.9
1936,-21.4
1937,-15.6
1938,-5.4
1939,-3.0
1940,-21.4
1941,-7.6
1942,-10.4
1943,-17.2
1944,-3.0
1945,-1.6
1946,-20.0
1947,-22.8
1948,-19.4
1949,-6.1
1950,-1.9
1951,-4.0
1952,-3.3
1953,-16.7
1954,-17.2
1955,-6.2
1956,-25.6
1957,-9.4
1958,-19.1
1959,-5.1
1960,-5.4
1961,-7.5
1962,-2.4
1963,-13.5
1964,-13.4
1965,-17.8
1966,-25.5
1967,-17.8
1968,-8.2
1969,-18.5
1970,-12.3
1971,-18.6
1972,-13.3
1973,-8.3
1974,-5.1
1975,-9.6
1976,-8.1
1977,-14.0
1978,-15.2
1979,-14.0
1980,-24.5
1981,-5.6
1982,-14.2
1983,-16.7
1984,-5.8
1985,-25.0
1986,-10.8
1987,-13.7
1988,1.2
1989,-8.5
1990,-1.4
1991,-10.5
1992,-3.4
1993,-6.3
1994,-18.3
1995,-4.7
1996,-26.7
1997,-9.4
1998,-3.3
1999,-23.6
2000,-1.1
2001,-6.3
2002,1.4
2003,-2.6
2004,-16.1
2005,-9.5
2006,-13.8
2007,-16.7
2008,2.1
2009,-5.2
2010,-11.4
2011,-14.7
2012,-18.2
2013,0.0
2014,
2015,-8.3
2016,
2017,-11.9
2018,
2019,
