,01-14
1881,-24.7
1882,-13.7
1883,-15.3
1884,-14.7
1885,-7.3
1886,-12.1
1887,-8.6
1888,-24.0
1889,-15.8
1890,-8.8
1891,-6.2
1892,-7.1
1893,-29.5
1894,-8.2
1895,-15.8
1896,-9.8
1897,-20.0
1898,-2.6
1899,0.1
1900,-16.5
1901,-6.6
1902,-23.3
1903,-12.6
1904,-8.8
1905,-17.2
1906,-2.4
1907,-20.5
1908,-13.4
1909,-5.6
1910,-3.6
1911,-15.0
1912,
1913,
1914,-13.3
1915,-10.3
1916,-26.5
1917,-5.0
1918,-27.4
1919,-9.6
1920,-9.9
1921,-17.8
1922,-9.5
1923,-2.8
1924,-2.0
1925,1.2
1926,-18.2
1927,-21.9
1928,-1.2
1929,-16.8
1930,-0.1
1931,-6.9
1932,-3.6
1933,-11.2
1934,-12.3
1935,-6.2
1936,-5.4
1937,-10.9
1938,-12.8
1939,-12.2
1940,-17.6
1941,-20.6
1942,-29.4
1943,-17.2
1944,-16.5
1945,-2.1
1946,-16.7
1947,-17.3
1948,-9.2
1949,-3.1
1950,-7.2
1951,-7.8
1952,-6.8
1953,-1.3
1954,-8.9
1955,-6.6
1956,
1957,-7.8
1958,-3.0
1959,-7.8
1960,-20.1
1961,-2.0
1962,1.1
1963,-15.5
1964,-10.2
1965,-5.3
1966,-23.6
1967,-16.3
1968,-31.0
1969,-10.3
1970,-10.7
1971,-8.6
1972,-20.1
1973,-4.1
1974,-13.2
1975,1.7
1976,-21.3
1977,-3.2
1978,-9.9
1979,-0.9
1980,0.0
1981,-5.1
1982,-19.7
1983,-0.4
1984,-3.6
1985,-16.8
1986,-11.2
1987,-19.8
1988,0.4
1989,0.5
1990,-19.0
1991,-11.4
1992,-15.3
1993,0.6
1994,1.3
1995,-6.5
1996,-3.4
1997,-1.2
1998,-7.5
1999,-7.3
2000,-0.6
2001,-4.6
2002,1.1
2003,-19.8
2004,-4.5
2005,0.7
2006,-0.1
2007,-2.0
2008,1.1
2009,1.6
2010,-6.0
2011,-8.9
2012,-1.1
2013,-8.7
2014,-11.8
2015,-3.0
2016,
2017,
2018,
2019,-4.1
