,DATE,TMIN
245,1881-09-03,11.4
610,1882-09-03,12.0
975,1883-09-03,11.9
1341,1884-09-03,7.0
1706,1885-09-03,8.4
2071,1886-09-03,13.2
2436,1887-09-03,11.2
2802,1888-09-03,10.9
3167,1889-09-03,5.1
3532,1890-09-03,10.5
3897,1891-09-03,13.4
4263,1892-09-03,12.7
4628,1893-09-03,7.1
4993,1894-09-03,10.0
5358,1895-09-03,7.8
5724,1896-09-03,8.8
6089,1897-09-03,13.5
6454,1898-09-03,9.5
6819,1899-09-03,9.0
7184,1900-09-03,7.4
7549,1901-09-03,2.7
7914,1902-09-03,8.3
8279,1903-09-03,11.1
8645,1904-09-03,10.5
9010,1905-09-03,7.6
9375,1906-09-03,6.1
9740,1907-09-03,8.0
10106,1908-09-03,12.8
10471,1909-09-03,8.0
10836,1910-09-03,10.5
11201,1911-09-03,9.9
11567,1912-09-03,14.2
11932,1913-09-03,13.5
12297,1914-09-03,5.1
12662,1915-09-03,10.9
13028,1916-09-03,6.4
13393,1917-09-03,11.9
13758,1918-09-03,12.5
14123,1919-09-03,10.8
14489,1920-09-03,7.7
14854,1921-09-03,6.1
15219,1922-09-03,6.5
15584,1923-09-03,9.1
15950,1924-09-03,7.8
16315,1925-09-03,7.1
16680,1926-09-03,8.4
17045,1927-09-03,11.9
17411,1928-09-03,8.8
17776,1929-09-03,9.7
18141,1930-09-03,7.7
18506,1931-09-03,9.0
18872,1932-09-03,11.3
19237,1933-09-03,10.6
19602,1934-09-03,14.2
19967,1935-09-03,13.4
20333,1936-09-03,9.0
20698,1937-09-03,11.1
21063,1938-09-03,16.8
21428,1939-09-03,3.4
21794,1940-09-03,8.0
22159,1941-09-03,3.2
22524,1942-09-03,12.0
22889,1943-09-03,10.3
23255,1944-09-03,6.8
23620,1945-09-03,6.7
23985,1946-09-03,15.1
24350,1947-09-03,7.8
24716,1948-09-03,10.6
25081,1949-09-03,11.5
25446,1950-09-03,11.3
25811,1951-09-03,14.1
26177,1952-09-03,9.7
26542,1953-09-03,11.9
26907,1954-09-03,9.0
27272,1955-09-03,14.2
27638,1956-09-03,11.8
28003,1957-09-03,11.3
28368,1958-09-03,11.1
28733,1959-09-03,9.7
29099,1960-09-03,8.4
29464,1961-09-03,9.0
29829,1962-09-03,4.6
30194,1963-09-03,15.9
30560,1964-09-03,8.3
30925,1965-09-03,13.2
31290,1966-09-03,12.9
31655,1967-09-03,9.5
32021,1968-09-03,14.5
32386,1969-09-03,7.8
32751,1970-09-03,15.2
33116,1971-09-03,12.3
33482,1972-09-03,11.5
33847,1973-09-03,11.4
34212,1974-09-03,11.8
34577,1975-09-03,8.8
34943,1976-09-03,11.1
35308,1977-09-03,16.8
35673,1978-09-03,13.1
36038,1979-09-03,7.3
36404,1980-09-03,7.9
36769,1981-09-03,8.6
37134,1982-09-03,9.3
37499,1983-09-03,9.6
37865,1984-09-03,5.8
38230,1985-09-03,13.6
38595,1986-09-03,10.7
38960,1987-09-03,8.5
39326,1988-09-03,13.3
39691,1989-09-03,16.2
40056,1990-09-03,9.8
40421,1991-09-03,15.9
40787,1992-09-03,13.2
41152,1993-09-03,9.6
41517,1994-09-03,10.3
41882,1995-09-03,17.6
42248,1996-09-03,14.0
42613,1997-09-03,5.3
42978,1998-09-03,6.0
43343,1999-09-03,15.2
43709,2000-09-03,12.4
44074,2001-09-03,8.1
44439,2002-09-03,14.3
44804,2003-09-03,3.8
45170,2004-09-03,16.6
45535,2005-09-03,9.6
45900,2006-09-03,14.3
46265,2007-09-03,12.4
46631,2008-09-03,9.9
46996,2009-09-03,14.8
47361,2010-09-03,9.5
47726,2011-09-03,13.2
48092,2012-09-03,13.3
48457,2013-09-03,12.4
48822,2014-09-03,
49166,2015-09-03,
49532,2016-09-03,
49897,2017-09-03,
50262,2018-09-03,
