,07-21
1881,14.4
1882,14.8
1883,11.8
1884,13.4
1885,15.0
1886,16.0
1887,15.4
1888,8.6
1889,11.3
1890,14.0
1891,16.7
1892,17.5
1893,13.1
1894,13.9
1895,12.4
1896,12.3
1897,14.7
1898,12.5
1899,17.2
1900,13.5
1901,15.3
1902,11.0
1903,11.5
1904,10.0
1905,16.0
1906,12.0
1907,9.9
1908,19.5
1909,9.4
1910,12.2
1911,11.8
1912,17.6
1913,17.6
1914,17.7
1915,16.7
1916,19.0
1917,16.4
1918,13.0
1919,16.5
1920,12.6
1921,9.5
1922,13.6
1923,13.6
1924,14.6
1925,15.4
1926,13.5
1927,17.6
1928,7.8
1929,13.9
1930,16.7
1931,13.1
1932,14.8
1933,15.7
1934,13.7
1935,14.9
1936,15.0
1937,15.5
1938,17.8
1939,14.8
1940,16.2
1941,13.6
1942,14.2
1943,16.5
1944,14.5
1945,17.6
1946,16.9
1947,15.5
1948,14.5
1949,16.8
1950,12.6
1951,10.3
1952,12.3
1953,13.7
1954,14.8
1955,12.1
1956,5.5
1957,17.7
1958,8.9
1959,15.6
1960,15.8
1961,17.6
1962,12.5
1963,13.2
1964,11.0
1965,13.2
1966,17.0
1967,17.0
1968,4.9
1969,8.0
1970,16.0
1971,13.5
1972,17.0
1973,16.7
1974,19.2
1975,14.1
1976,15.5
1977,14.2
1978,12.6
1979,13.1
1980,13.6
1981,13.2
1982,13.9
1983,12.3
1984,15.3
1985,17.4
1986,16.8
1987,11.3
1988,17.7
1989,13.0
1990,13.6
1991,15.0
1992,14.5
1993,14.0
1994,13.3
1995,16.0
1996,8.6
1997,14.0
1998,13.4
1999,16.9
2000,17.8
2001,18.4
2002,18.2
2003,17.0
2004,17.5
2005,16.4
2006,9.2
2007,12.4
2008,15.6
2009,15.1
2010,19.3
2011,20.1
2012,15.1
2013,12.9
2014,18.0
2015,
2016,16.3
2017,
2018,
