,02-14
1881,-11.1
1882,-1.5
1883,-6.3
1884,-4.1
1885,-13.4
1886,-7.6
1887,-8.4
1888,-7.8
1889,-12.1
1890,-6.3
1891,-17.7
1892,-19.5
1893,-23.0
1894,-14.3
1895,-22.2
1896,-15.5
1897,-15.0
1898,-6.2
1899,-7.4
1900,-14.8
1901,-16.9
1902,-13.5
1903,-20.0
1904,-9.0
1905,-12.8
1906,-5.2
1907,-14.7
1908,-14.8
1909,-12.0
1910,-8.8
1911,-26.5
1912,
1913,-20.4
1914,-1.7
1915,0.3
1916,-8.4
1917,-6.8
1918,-12.6
1919,-10.7
1920,-7.3
1921,-10.6
1922,-5.4
1923,-16.9
1924,-8.3
1925,-0.4
1926,-9.2
1927,-7.6
1928,-18.5
1929,-15.0
1930,-0.9
1931,-15.4
1932,-15.1
1933,-5.7
1934,-9.4
1935,-6.5
1936,-11.6
1937,-12.3
1938,-10.0
1939,-9.2
1940,-25.5
1941,-15.7
1942,-8.9
1943,-2.4
1944,-6.1
1945,-5.0
1946,-24.5
1947,-24.9
1948,-13.5
1949,-6.0
1950,-8.0
1951,-19.0
1952,-10.6
1953,-23.6
1954,-16.0
1955,-13.2
1956,-14.7
1957,-6.3
1958,-7.9
1959,-5.5
1960,-14.0
1961,-7.5
1962,-7.3
1963,-19.1
1964,-19.8
1965,0.2
1966,-21.1
1967,-8.8
1968,-9.6
1969,-13.2
1970,-15.2
1971,-6.1
1972,0.4
1973,-0.6
1974,0.6
1975,-14.7
1976,-15.8
1977,-22.4
1978,-18.1
1979,-28.9
1980,-10.6
1981,-8.6
1982,-3.7
1983,-12.1
1984,-2.9
1985,-25.8
1986,-11.3
1987,-1.2
1988,-1.0
1989,-2.0
1990,0.4
1991,-7.9
1992,-0.4
1993,-5.9
1994,-17.3
1995,1.9
1996,-12.4
1997,-9.8
1998,-14.4
1999,-1.6
2000,0.4
2001,-2.1
2002,-4.6
2003,-10.8
2004,-5.9
2005,-8.2
2006,-13.6
2007,-8.5
2008,-3.3
2009,-4.7
2010,-13.4
2011,-20.6
2012,-17.1
2013,-2.1
2014,
2015,
2016,
2017,
2018,
2019,-1.8
