,03-11
1881,-6.3
1882,-4.6
1883,-10.3
1884,-19.6
1885,-13.3
1886,-12.3
1887,-13.6
1888,-21.2
1889,-7.4
1890,-5.3
1891,-5.3
1892,-7.5
1893,-9.1
1894,-10.4
1895,-17.0
1896,-7.3
1897,-11.4
1898,-7.1
1899,-10.3
1900,-8.6
1901,-2.8
1902,-17.2
1903,-3.8
1904,-12.3
1905,-1.7
1906,-15.6
1907,-5.9
1908,-17.7
1909,-13.2
1910,-1.2
1911,-5.3
1912,-4.9
1913,0.2
1914,-11.1
1915,-13.8
1916,-8.0
1917,-13.3
1918,-5.0
1919,-6.2
1920,-3.4
1921,-4.4
1922,-11.3
1923,-17.8
1924,-6.4
1925,-7.5
1926,-5.9
1927,0.9
1928,-19.8
1929,-21.0
1930,-5.3
1931,-9.8
1932,-19.2
1933,-4.9
1934,-16.0
1935,-2.7
1936,0.1
1937,-13.4
1938,-6.8
1939,-5.9
1940,-18.8
1941,-4.9
1942,-17.3
1943,1.8
1944,-6.5
1945,-16.7
1946,-6.3
1947,-18.5
1948,-12.4
1949,-8.8
1950,-18.2
1951,-22.1
1952,-1.8
1953,-9.4
1954,-2.2
1955,-22.5
1956,-10.3
1957,-2.5
1958,-3.4
1959,-10.2
1960,-5.2
1961,1.8
1962,-3.7
1963,-16.8
1964,-7.9
1965,-15.3
1966,-16.3
1967,1.9
1968,-7.6
1969,-18.1
1970,-3.3
1971,-16.2
1972,-17.8
1973,-1.8
1974,-4.0
1975,-2.2
1976,-9.9
1977,1.4
1978,-1.2
1979,-0.1
1980,-11.8
1981,-10.0
1982,-7.2
1983,-17.2
1984,-5.2
1985,-4.6
1986,-0.9
1987,-12.4
1988,-3.0
1989,2.2
1990,-2.8
1991,-1.1
1992,1.4
1993,-9.7
1994,0.5
1995,2.3
1996,-9.3
1997,-1.0
1998,-16.4
1999,-4.6
2000,-7.7
2001,-0.3
2002,-4.6
2003,0.6
2004,-7.1
2005,-12.9
2006,-17.6
2007,0.8
2008,2.7
2009,-0.6
2010,-2.7
2011,-1.7
2012,-0.4
2013,-11.8
2014,
2015,
2016,
2017,
2018,
2019,
