,DATE,TMIN
347,1881-12-14,-13.6
712,1882-12-14,-10.4
1077,1883-12-14,-4.8
1443,1884-12-14,-17.6
1808,1885-12-14,-4.8
2173,1886-12-14,-0.1
2538,1887-12-14,-10.9
2904,1888-12-14,-1.5
3269,1889-12-14,-4.7
3634,1890-12-14,-4.5
3999,1891-12-14,-2.4
4365,1892-12-14,-12.1
4730,1893-12-14,-4.0
5095,1894-12-14,-10.5
5460,1895-12-14,-9.0
5826,1896-12-14,-11.4
6191,1897-12-14,-2.0
6556,1898-12-14,-18.5
6921,1899-12-14,-17.1
7286,1900-12-14,-10.4
7651,1901-12-14,-11.5
8016,1902-12-14,-9.4
8381,1903-12-14,-12.9
8747,1904-12-14,-1.6
9112,1905-12-14,-5.3
9477,1906-12-14,-1.9
9842,1907-12-14,-24.6
10208,1908-12-14,0.6
10573,1909-12-14,-5.7
10938,1910-12-14,0.6
11303,1911-12-14,-4.3
11669,1912-12-14,-11.6
12034,1913-12-14,0.4
12399,1914-12-14,-8.3
12764,1915-12-14,-13.6
13130,1916-12-14,-1.5
13495,1917-12-14,-3.1
13860,1918-12-14,-17.6
14225,1919-12-14,-13.6
14591,1920-12-14,-7.4
14956,1921-12-14,-8.2
15321,1922-12-14,-7.0
15686,1923-12-14,1.0
16052,1924-12-14,-2.6
16417,1925-12-14,-7.9
16782,1926-12-14,-7.5
17147,1927-12-14,-10.3
17513,1928-12-14,-6.7
17878,1929-12-14,0.1
18243,1930-12-14,-12.1
18608,1931-12-14,-9.9
18974,1932-12-14,-6.4
19339,1933-12-14,-5.5
19704,1934-12-14,-2.7
20069,1935-12-14,-8.3
20435,1936-12-14,-3.3
20800,1937-12-14,-9.4
21165,1938-12-14,-1.8
21530,1939-12-14,-7.4
21896,1940-12-14,-11.6
22261,1941-12-14,-21.6
22626,1942-12-14,0.8
22991,1943-12-14,-1.9
23357,1944-12-14,-8.1
23722,1945-12-14,-9.1
24087,1946-12-14,-16.4
24452,1947-12-14,-6.4
24818,1948-12-14,-8.3
25183,1949-12-14,-1.4
25548,1950-12-14,-0.1
25913,1951-12-14,-12.0
26279,1952-12-14,-1.7
26644,1953-12-14,-6.1
27009,1954-12-14,-2.9
27374,1955-12-14,-23.9
27740,1956-12-14,0.2
28105,1957-12-14,-13.8
28470,1958-12-14,-18.8
28835,1959-12-14,-8.9
29201,1960-12-14,-0.3
29566,1961-12-14,-10.8
29931,1962-12-14,-1.7
30296,1963-12-14,-8.0
30662,1964-12-14,-1.6
31027,1965-12-14,-5.7
31392,1966-12-14,-13.6
31757,1967-12-14,-11.6
32123,1968-12-14,-1.7
32488,1969-12-14,-1.8
32853,1970-12-14,-2.4
33218,1971-12-14,-12.0
33584,1972-12-14,3.3
33949,1973-12-14,-5.6
34314,1974-12-14,-2.8
34679,1975-12-14,-9.8
35045,1976-12-14,-4.0
35410,1977-12-14,-4.3
35775,1978-12-14,-15.5
36140,1979-12-14,-10.6
36506,1980-12-14,1.6
36871,1981-12-14,-10.8
37236,1982-12-14,-9.3
37601,1983-12-14,-13.2
37967,1984-12-14,-4.6
38332,1985-12-14,-0.4
38697,1986-12-14,-11.4
39062,1987-12-14,-13.5
39428,1988-12-14,-6.4
39793,1989-12-14,-13.9
40158,1990-12-14,-5.7
40523,1991-12-14,-1.0
40889,1992-12-14,-2.9
41254,1993-12-14,-4.7
41619,1994-12-14,-3.0
41984,1995-12-14,-10.7
42350,1996-12-14,-5.0
42715,1997-12-14,-19.2
43080,1998-12-14,-18.2
43445,1999-12-14,0.4
43811,2000-12-14,3.7
44176,2001-12-14,-4.9
44541,2002-12-14,-10.0
44906,2003-12-14,-4.0
45272,2004-12-14,-7.4
45637,2005-12-14,-3.3
46002,2006-12-14,3.3
46367,2007-12-14,-3.4
46733,2008-12-14,-3.2
47098,2009-12-14,-12.3
47463,2010-12-14,-4.2
47828,2011-12-14,1.5
48194,2012-12-14,-6.2
48559,2013-12-14,-5.5
48924,2014-12-14,
49268,2015-12-14,
49634,2016-12-14,
49999,2017-12-14,
50357,2018-12-14,
