,08-25
1881,8.7
1882,11.6
1883,10.7
1884,4.7
1885,11.4
1886,11.5
1887,11.1
1888,11.6
1889,10.5
1890,9.6
1891,10.9
1892,15.5
1893,12.2
1894,12.9
1895,14.9
1896,13.5
1897,12.8
1898,14.0
1899,7.0
1900,19.0
1901,13.1
1902,8.2
1903,13.3
1904,13.0
1905,8.6
1906,9.0
1907,9.8
1908,9.7
1909,11.1
1910,6.1
1911,14.4
1912,9.0
1913,15.5
1914,9.7
1915,13.6
1916,11.1
1917,12.8
1918,8.5
1919,8.5
1920,10.3
1921,7.6
1922,14.1
1923,9.8
1924,7.6
1925,7.3
1926,11.4
1927,14.0
1928,11.4
1929,13.4
1930,12.7
1931,12.9
1932,8.0
1933,12.8
1934,15.4
1935,9.7
1936,14.3
1937,15.0
1938,16.0
1939,16.7
1940,10.0
1941,11.2
1942,15.2
1943,14.2
1944,9.4
1945,13.8
1946,14.0
1947,14.0
1948,14.4
1949,5.4
1950,8.0
1951,11.5
1952,11.5
1953,12.1
1954,13.9
1955,14.3
1956,12.7
1957,10.7
1958,13.4
1959,16.7
1960,12.0
1961,10.6
1962,12.0
1963,12.2
1964,13.4
1965,14.1
1966,8.3
1967,9.3
1968,15.2
1969,14.0
1970,6.5
1971,13.2
1972,13.5
1973,6.4
1974,13.8
1975,13.5
1976,10.7
1977,10.8
1978,11.5
1979,14.5
1980,10.2
1981,11.9
1982,13.1
1983,4.4
1984,7.7
1985,13.0
1986,11.5
1987,5.0
1988,13.9
1989,10.5
1990,9.8
1991,14.4
1992,9.9
1993,10.8
1994,7.8
1995,17.6
1996,8.8
1997,18.4
1998,10.0
1999,11.0
2000,13.2
2001,12.6
2002,15.9
2003,13.3
2004,9.7
2005,15.0
2006,14.5
2007,16.5
2008,14.4
2009,11.7
2010,13.3
2011,13.9
2012,13.3
2013,9.4
2014,
2015,
2016,
2017,11.8
2018,
