,09-23
1881,1.8
1882,3.0
1883,2.8
1884,3.9
1885,6.8
1886,2.3
1887,3.9
1888,3.7
1889,2.9
1890,9.0
1891,1.6
1892,3.9
1893,10.4
1894,-1.3
1895,9.0
1896,7.0
1897,9.0
1898,5.5
1899,5.1
1900,9.2
1901,5.8
1902,2.4
1903,4.9
1904,7.3
1905,8.1
1906,4.6
1907,1.3
1908,9.1
1909,8.0
1910,7.5
1911,10.6
1912,5.1
1913,4.6
1914,3.8
1915,2.5
1916,3.2
1917,4.7
1918,5.2
1919,12.9
1920,2.3
1921,8.6
1922,5.1
1923,10.1
1924,10.7
1925,8.6
1926,8.4
1927,3.7
1928,5.7
1929,7.0
1930,5.6
1931,4.3
1932,5.7
1933,12.3
1934,11.5
1935,6.8
1936,9.6
1937,10.7
1938,8.8
1939,1.0
1940,8.0
1941,-0.5
1942,6.4
1943,3.2
1944,5.1
1945,2.1
1946,1.7
1947,6.6
1948,3.1
1949,1.8
1950,8.2
1951,0.0
1952,6.3
1953,4.6
1954,5.4
1955,7.6
1956,-1.5
1957,5.7
1958,10.3
1959,5.9
1960,3.3
1961,7.5
1962,6.0
1963,6.6
1964,7.1
1965,10.2
1966,3.4
1967,9.5
1968,9.3
1969,7.0
1970,2.4
1971,10.7
1972,9.3
1973,-0.4
1974,10.5
1975,8.4
1976,4.3
1977,0.0
1978,3.1
1979,8.6
1980,4.7
1981,9.8
1982,10.6
1983,11.7
1984,10.8
1985,4.4
1986,6.1
1987,7.2
1988,5.5
1989,9.1
1990,4.4
1991,5.2
1992,6.1
1993,8.0
1994,11.0
1995,5.6
1996,7.2
1997,4.1
1998,6.1
1999,6.1
2000,3.9
2001,10.9
2002,0.5
2003,11.7
2004,10.3
2005,10.5
2006,12.7
2007,11.3
2008,7.2
2009,13.2
2010,9.2
2011,8.9
2012,9.1
2013,8.9
2014,
2015,
2016,
2017,
2018,
