,05-14
1881,1.5
1882,2.2
1883,4.7
1884,-0.1
1885,2.0
1886,3.4
1887,6.2
1888,1.5
1889,7.7
1890,5.9
1891,5.5
1892,-1.0
1893,4.4
1894,8.2
1895,2.8
1896,-0.2
1897,16.0
1898,9.0
1899,-2.5
1900,-1.5
1901,8.2
1902,1.9
1903,4.4
1904,4.2
1905,8.6
1906,2.1
1907,0.7
1908,1.8
1909,3.6
1910,8.2
1911,9.4
1912,2.9
1913,-0.4
1914,7.1
1915,9.7
1916,0.7
1917,3.2
1918,1.5
1919,0.3
1920,7.3
1921,4.5
1922,3.6
1923,4.0
1924,6.2
1925,11.3
1926,8.9
1927,4.2
1928,3.5
1929,8.6
1930,11.1
1931,5.9
1932,4.8
1933,5.9
1934,2.1
1935,0.6
1936,6.9
1937,10.1
1938,7.2
1939,6.1
1940,3.5
1941,3.0
1942,2.4
1943,8.6
1944,12.9
1945,2.1
1946,2.5
1947,5.2
1948,11.4
1949,7.0
1950,9.7
1951,6.0
1952,5.2
1953,3.9
1954,-1.1
1955,5.1
1956,6.7
1957,7.2
1958,4.2
1959,11.3
1960,3.8
1961,7.3
1962,4.4
1963,6.6
1964,8.4
1965,2.6
1966,7.8
1967,13.3
1968,5.7
1969,5.5
1970,5.4
1971,6.9
1972,3.9
1973,6.0
1974,3.4
1975,10.4
1976,11.7
1977,14.1
1978,7.7
1979,4.6
1980,-1.3
1981,3.0
1982,3.8
1983,9.8
1984,3.8
1985,7.9
1986,9.4
1987,13.4
1988,6.9
1989,9.1
1990,5.5
1991,5.5
1992,2.9
1993,12.7
1994,1.4
1995,4.1
1996,10.1
1997,8.8
1998,1.8
1999,-1.3
2000,1.5
2001,7.5
2002,12.4
2003,14.7
2004,0.5
2005,6.5
2006,8.2
2007,7.1
2008,1.5
2009,3.8
2010,16.1
2011,3.9
2012,3.0
2013,11.4
2014,
2015,
2016,
2017,
2018,
