,08-23
1881,10.2
1882,14.1
1883,11.8
1884,11.0
1885,12.9
1886,12.9
1887,12.2
1888,8.3
1889,12.8
1890,11.6
1891,8.9
1892,11.7
1893,14.3
1894,11.4
1895,14.0
1896,10.8
1897,16.5
1898,11.5
1899,11.3
1900,15.9
1901,14.4
1902,8.9
1903,10.8
1904,12.5
1905,11.5
1906,10.7
1907,9.5
1908,8.6
1909,11.2
1910,10.2
1911,9.5
1912,5.9
1913,13.7
1914,8.5
1915,11.6
1916,11.7
1917,15.8
1918,10.2
1919,9.8
1920,9.6
1921,12.1
1922,12.6
1923,7.7
1924,12.2
1925,10.2
1926,10.9
1927,13.5
1928,13.2
1929,9.8
1930,13.9
1931,13.8
1932,9.5
1933,12.5
1934,10.8
1935,10.3
1936,14.7
1937,16.5
1938,14.7
1939,10.6
1940,13.2
1941,12.1
1942,14.1
1943,8.4
1944,9.2
1945,13.4
1946,12.1
1947,11.3
1948,11.0
1949,8.6
1950,8.4
1951,12.8
1952,11.5
1953,15.3
1954,10.4
1955,16.2
1956,9.0
1957,12.8
1958,5.7
1959,17.1
1960,9.7
1961,12.9
1962,12.0
1963,16.0
1964,10.0
1965,15.8
1966,10.9
1967,10.5
1968,15.7
1969,12.6
1970,14.0
1971,4.5
1972,21.0
1973,6.0
1974,12.0
1975,17.0
1976,7.4
1977,7.1
1978,13.5
1979,13.2
1980,11.5
1981,13.4
1982,10.8
1983,14.3
1984,15.8
1985,14.4
1986,9.7
1987,15.2
1988,15.0
1989,7.3
1990,12.9
1991,12.0
1992,9.7
1993,9.3
1994,8.9
1995,16.9
1996,15.7
1997,15.7
1998,12.9
1999,10.1
2000,13.6
2001,11.4
2002,12.1
2003,15.3
2004,15.3
2005,12.4
2006,15.7
2007,15.9
2008,14.3
2009,11.0
2010,15.2
2011,14.1
2012,13.7
2013,11.9
2014,
2015,
2016,
2017,14.6
2018,
