,02-19
1881,-9.4
1882,-12.7
1883,-8.3
1884,-8.1
1885,-14.8
1886,-15.4
1887,-12.9
1888,-13.7
1889,-18.4
1890,-8.7
1891,-3.3
1892,-15.5
1893,-11.3
1894,-8.3
1895,-10.2
1896,-11.0
1897,-1.4
1898,-9.9
1899,-6.8
1900,-24.9
1901,-15.8
1902,-11.1
1903,-19.1
1904,-5.0
1905,0.7
1906,-5.3
1907,-9.7
1908,-4.9
1909,-14.2
1910,0.7
1911,-17.8
1912,
1913,-16.4
1914,-6.4
1915,-6.6
1916,-9.6
1917,-27.0
1918,-12.7
1919,-7.7
1920,-4.2
1921,-19.8
1922,-8.4
1923,-19.1
1924,-5.9
1925,-3.5
1926,-1.3
1927,-18.3
1928,-15.7
1929,-14.6
1930,-2.9
1931,-8.2
1932,-1.3
1933,-22.3
1934,-6.5
1935,-16.6
1936,-24.1
1937,-2.1
1938,-10.0
1939,0.2
1940,-26.7
1941,-7.0
1942,-23.4
1943,-5.9
1944,-10.7
1945,-9.1
1946,-15.9
1947,-15.8
1948,-18.3
1949,-3.5
1950,-14.1
1951,-12.3
1952,-8.0
1953,-11.9
1954,-19.5
1955,-11.9
1956,-11.4
1957,-1.2
1958,-9.4
1959,-5.7
1960,-12.4
1961,-1.0
1962,-12.3
1963,-26.5
1964,-23.4
1965,-8.8
1966,-15.2
1967,-9.3
1968,-7.9
1969,-11.2
1970,-15.0
1971,-13.5
1972,-1.4
1973,-4.4
1974,-3.8
1975,-16.9
1976,-4.5
1977,-5.6
1978,-23.2
1979,-10.6
1980,-13.3
1981,-14.7
1982,-9.3
1983,-6.3
1984,-7.0
1985,-14.0
1986,-22.7
1987,-6.0
1988,-13.1
1989,-5.8
1990,-7.4
1991,-15.8
1992,-14.7
1993,-12.6
1994,-7.0
1995,0.5
1996,-22.7
1997,-17.9
1998,-7.2
1999,-9.7
2000,-3.6
2001,-11.7
2002,0.1
2003,-0.4
2004,-18.5
2005,-4.6
2006,-4.4
2007,-15.2
2008,-6.2
2009,-4.7
2010,-20.6
2011,-25.2
2012,-11.6
2013,-7.4
2014,
2015,
2016,
2017,
2018,
2019,-0.7
