,08-19
1881,12.7
1882,14.8
1883,12.1
1884,9.9
1885,11.9
1886,12.7
1887,13.7
1888,11.6
1889,11.5
1890,12.0
1891,5.9
1892,11.0
1893,11.0
1894,15.9
1895,10.0
1896,9.8
1897,16.0
1898,11.8
1899,10.7
1900,13.9
1901,16.9
1902,9.4
1903,12.5
1904,10.3
1905,8.8
1906,15.4
1907,10.4
1908,9.7
1909,10.0
1910,7.2
1911,9.6
1912,10.1
1913,15.5
1914,9.4
1915,11.1
1916,11.5
1917,15.0
1918,10.0
1919,8.3
1920,12.3
1921,12.6
1922,12.6
1923,8.7
1924,16.3
1925,12.6
1926,13.0
1927,15.1
1928,13.6
1929,16.7
1930,14.6
1931,12.9
1932,16.5
1933,13.8
1934,12.9
1935,13.0
1936,10.4
1937,15.4
1938,13.1
1939,14.8
1940,12.6
1941,15.2
1942,14.5
1943,8.1
1944,14.5
1945,12.2
1946,13.2
1947,9.2
1948,15.1
1949,7.3
1950,13.0
1951,12.9
1952,8.5
1953,15.1
1954,10.5
1955,16.2
1956,10.2
1957,12.3
1958,11.6
1959,13.9
1960,11.8
1961,12.3
1962,11.7
1963,10.4
1964,13.1
1965,10.2
1966,14.6
1967,12.7
1968,14.0
1969,10.1
1970,11.2
1971,9.4
1972,18.0
1973,16.8
1974,14.3
1975,12.5
1976,12.8
1977,6.3
1978,14.3
1979,13.9
1980,9.7
1981,12.6
1982,13.1
1983,12.6
1984,9.3
1985,16.0
1986,11.7
1987,7.7
1988,9.3
1989,14.0
1990,15.8
1991,12.9
1992,11.9
1993,10.3
1994,6.6
1995,16.8
1996,16.7
1997,9.7
1998,11.4
1999,10.9
2000,14.5
2001,14.5
2002,16.9
2003,13.1
2004,16.5
2005,10.7
2006,15.6
2007,13.6
2008,15.3
2009,12.5
2010,11.8
2011,13.6
2012,16.7
2013,16.1
2014,
2015,
2016,
2017,
2018,
