,01-12
1881,-26.4
1882,-6.9
1883,-16.4
1884,-10.4
1885,-5.1
1886,-20.1
1887,-9.8
1888,-15.7
1889,-11.4
1890,-3.6
1891,-6.7
1892,-0.5
1893,-20.0
1894,-5.0
1895,-16.2
1896,-19.2
1897,-15.4
1898,-2.4
1899,0.6
1900,-19.2
1901,-2.3
1902,-19.7
1903,-20.7
1904,-11.1
1905,-18.9
1906,-6.4
1907,-24.7
1908,-18.2
1909,-2.8
1910,0.6
1911,-8.8
1912,
1913,
1914,-20.5
1915,-8.6
1916,-12.4
1917,-11.8
1918,-18.6
1919,-2.8
1920,-8.1
1921,-10.0
1922,-10.4
1923,0.0
1924,-6.4
1925,-2.8
1926,-25.1
1927,-18.0
1928,0.5
1929,-11.4
1930,-3.1
1931,-7.2
1932,-7.5
1933,-11.7
1934,-6.2
1935,-14.9
1936,0.8
1937,-3.2
1938,-13.1
1939,-27.9
1940,-5.0
1941,-13.8
1942,-27.3
1943,-14.9
1944,-9.1
1945,-4.1
1946,-6.7
1947,-13.9
1948,-20.9
1949,-2.1
1950,-25.6
1951,-17.2
1952,-2.7
1953,-10.9
1954,-17.0
1955,-5.2
1956,
1957,-7.8
1958,-4.8
1959,-7.7
1960,-22.6
1961,-0.7
1962,-5.1
1963,-25.2
1964,0.0
1965,-16.5
1966,-19.4
1967,-23.5
1968,-26.2
1969,-13.2
1970,-10.2
1971,-2.2
1972,-19.5
1973,-7.7
1974,-15.5
1975,-17.4
1976,-17.3
1977,-6.2
1978,-2.2
1979,-3.3
1980,-11.0
1981,-5.2
1982,-21.1
1983,-1.6
1984,-8.6
1985,-16.5
1986,-14.8
1987,-34.2
1988,-0.5
1989,-9.6
1990,-22.8
1991,-11.5
1992,-6.0
1993,0.2
1994,-9.1
1995,-5.7
1996,-11.1
1997,-12.7
1998,-2.7
1999,-16.6
2000,1.1
2001,-4.4
2002,0.6
2003,-15.4
2004,-8.6
2005,0.9
2006,0.8
2007,-4.5
2008,2.5
2009,1.5
2010,-5.2
2011,-4.1
2012,-1.6
2013,-15.5
2014,
2015,
2016,-12.9
2017,-6.0
2018,
2019,
