,05-16
1881,2.0
1882,2.0
1883,8.0
1884,-0.2
1885,6.2
1886,7.9
1887,7.4
1888,2.6
1889,1.5
1890,11.2
1891,4.6
1892,6.7
1893,1.6
1894,12.6
1895,3.0
1896,1.1
1897,10.9
1898,6.8
1899,7.8
1900,2.7
1901,8.1
1902,8.3
1903,5.6
1904,7.0
1905,6.6
1906,9.2
1907,0.7
1908,3.1
1909,2.1
1910,5.6
1911,1.9
1912,5.3
1913,2.5
1914,7.6
1915,4.0
1916,8.2
1917,5.0
1918,7.4
1919,1.2
1920,14.5
1921,8.9
1922,4.9
1923,5.0
1924,9.1
1925,7.2
1926,6.8
1927,4.4
1928,5.9
1929,8.5
1930,5.4
1931,9.4
1932,6.5
1933,6.6
1934,6.9
1935,0.2
1936,0.8
1937,6.2
1938,7.6
1939,4.9
1940,3.9
1941,1.4
1942,4.6
1943,6.4
1944,12.6
1945,1.6
1946,8.6
1947,4.8
1948,7.0
1949,8.3
1950,0.3
1951,1.4
1952,-0.6
1953,8.4
1954,1.2
1955,4.3
1956,3.1
1957,7.3
1958,8.4
1959,9.4
1960,8.8
1961,7.9
1962,9.1
1963,7.7
1964,5.8
1965,-1.3
1966,7.7
1967,4.8
1968,5.0
1969,6.8
1970,-0.2
1971,5.2
1972,2.1
1973,6.5
1974,7.9
1975,14.0
1976,6.1
1977,11.2
1978,11.1
1979,8.5
1980,7.4
1981,2.5
1982,1.9
1983,7.3
1984,14.2
1985,2.9
1986,5.5
1987,4.9
1988,3.5
1989,8.5
1990,8.4
1991,8.4
1992,8.7
1993,15.9
1994,7.7
1995,2.9
1996,1.9
1997,8.5
1998,5.4
1999,5.1
2000,0.7
2001,4.8
2002,11.6
2003,10.3
2004,4.7
2005,5.4
2006,4.7
2007,7.7
2008,1.5
2009,4.4
2010,15.3
2011,10.3
2012,10.0
2013,8.4
2014,
2015,
2016,
2017,2.6
2018,
