,05-17
1881,4.5
1882,1.6
1883,6.2
1884,3.9
1885,9.0
1886,8.0
1887,5.6
1888,3.9
1889,-1.9
1890,11.0
1891,6.9
1892,6.7
1893,1.5
1894,13.4
1895,7.4
1896,1.4
1897,11.5
1898,7.0
1899,8.1
1900,2.0
1901,8.0
1902,8.0
1903,5.5
1904,5.6
1905,4.1
1906,13.5
1907,0.9
1908,2.6
1909,2.1
1910,5.3
1911,-1.8
1912,1.8
1913,2.2
1914,7.6
1915,2.6
1916,7.6
1917,3.6
1918,7.8
1919,1.2
1920,16.8
1921,8.3
1922,5.2
1923,2.0
1924,4.0
1925,8.7
1926,6.2
1927,1.5
1928,5.3
1929,10.6
1930,5.5
1931,10.0
1932,7.0
1933,4.0
1934,6.5
1935,8.1
1936,5.7
1937,6.5
1938,10.0
1939,9.8
1940,2.4
1941,2.7
1942,8.9
1943,3.0
1944,11.0
1945,2.8
1946,6.5
1947,7.1
1948,2.2
1949,11.1
1950,2.3
1951,5.2
1952,-0.8
1953,10.2
1954,4.2
1955,4.2
1956,7.4
1957,7.6
1958,5.5
1959,8.4
1960,6.1
1961,3.4
1962,7.6
1963,10.0
1964,5.3
1965,1.0
1966,5.2
1967,6.7
1968,0.8
1969,4.8
1970,-1.1
1971,10.0
1972,1.9
1973,6.5
1974,6.7
1975,16.7
1976,7.6
1977,16.8
1978,12.0
1979,8.6
1980,6.5
1981,2.5
1982,4.5
1983,13.0
1984,14.2
1985,2.1
1986,7.9
1987,9.4
1988,5.0
1989,10.7
1990,6.5
1991,7.5
1992,8.1
1993,14.3
1994,3.8
1995,4.8
1996,3.2
1997,4.4
1998,8.0
1999,0.5
2000,5.1
2001,10.4
2002,8.0
2003,9.2
2004,1.5
2005,10.6
2006,1.2
2007,7.0
2008,2.0
2009,7.4
2010,15.0
2011,7.5
2012,15.0
2013,14.2
2014,
2015,
2016,
2017,
2018,
