,08-12
1881,12.9
1882,15.4
1883,11.6
1884,10.2
1885,12.0
1886,15.8
1887,10.8
1888,11.6
1889,8.4
1890,15.7
1891,9.2
1892,9.6
1893,10.9
1894,13.0
1895,8.7
1896,9.9
1897,11.4
1898,14.8
1899,9.2
1900,13.8
1901,10.2
1902,10.2
1903,13.1
1904,8.5
1905,12.9
1906,12.9
1907,12.1
1908,15.3
1909,9.6
1910,9.0
1911,17.8
1912,13.0
1913,13.8
1914,15.1
1915,13.1
1916,8.3
1917,16.6
1918,7.3
1919,11.3
1920,14.3
1921,13.1
1922,12.7
1923,9.1
1924,12.4
1925,14.7
1926,12.3
1927,15.8
1928,14.1
1929,13.3
1930,16.6
1931,14.0
1932,16.4
1933,10.3
1934,16.1
1935,15.2
1936,12.0
1937,15.6
1938,14.9
1939,11.9
1940,14.6
1941,14.4
1942,12.6
1943,12.5
1944,15.9
1945,17.0
1946,17.1
1947,13.0
1948,12.6
1949,12.6
1950,9.0
1951,13.8
1952,12.0
1953,13.6
1954,13.2
1955,10.6
1956,10.2
1957,12.2
1958,6.4
1959,10.6
1960,14.3
1961,11.5
1962,11.5
1963,15.0
1964,10.7
1965,7.4
1966,13.4
1967,13.8
1968,13.8
1969,14.4
1970,14.0
1971,13.9
1972,15.2
1973,15.8
1974,12.4
1975,9.0
1976,12.4
1977,17.0
1978,8.0
1979,16.0
1980,15.6
1981,9.5
1982,12.2
1983,17.5
1984,11.9
1985,14.0
1986,13.2
1987,11.7
1988,13.4
1989,15.4
1990,13.6
1991,13.0
1992,17.2
1993,15.2
1994,14.7
1995,8.6
1996,16.5
1997,12.7
1998,10.0
1999,16.1
2000,11.8
2001,13.7
2002,15.4
2003,11.4
2004,12.2
2005,15.4
2006,14.3
2007,19.3
2008,15.0
2009,14.6
2010,17.4
2011,11.1
2012,11.0
2013,15.6
2014,
2015,
2016,
2017,
2018,
