,DATE,TMIN
324,1881-11-21,-1.2
689,1882-11-21,-5.5
1054,1883-11-21,1.0
1420,1884-11-21,-13.2
1785,1885-11-21,-9.3
2150,1886-11-21,-1.7
2515,1887-11-21,-3.5
2881,1888-11-21,-2.4
3246,1889-11-21,0.3
3611,1890-11-21,-10.4
3976,1891-11-21,-9.9
4342,1892-11-21,-3.1
4707,1893-11-21,-10.2
5072,1894-11-21,0.2
5437,1895-11-21,-2.5
5803,1896-11-21,-1.5
6168,1897-11-21,-4.7
6533,1898-11-21,2.3
6898,1899-11-21,-6.4
7263,1900-11-21,-2.4
7628,1901-11-21,-7.7
7993,1902-11-21,-6.3
8358,1903-11-21,-4.3
8724,1904-11-21,-1.4
9089,1905-11-21,-4.3
9454,1906-11-21,3.6
9819,1907-11-21,-7.1
10185,1908-11-21,-13.3
10550,1909-11-21,-7.8
10915,1910-11-21,-0.3
11280,1911-11-21,3.4
11646,1912-11-21,-2.5
12011,1913-11-21,0.7
12376,1914-11-21,-4.4
12741,1915-11-21,-1.0
13107,1916-11-21,-8.0
13472,1917-11-21,-6.6
13837,1918-11-21,-9.7
14202,1919-11-21,-12.6
14568,1920-11-21,2.1
14933,1921-11-21,-14.9
15298,1922-11-21,-9.4
15663,1923-11-21,1.0
16029,1924-11-21,-1.7
16394,1925-11-21,-5.3
16759,1926-11-21,2.2
17124,1927-11-21,-11.9
17490,1928-11-21,0.1
17855,1929-11-21,-1.4
18220,1930-11-21,-5.6
18585,1931-11-21,-4.9
18951,1932-11-21,-7.6
19316,1933-11-21,-2.8
19681,1934-11-21,-1.6
20046,1935-11-21,-7.8
20412,1936-11-21,-1.8
20777,1937-11-21,-1.8
21142,1938-11-21,4.1
21507,1939-11-21,-1.4
21873,1940-11-21,-0.2
22238,1941-11-21,-5.2
22603,1942-11-21,-2.5
22968,1943-11-21,-1.6
23334,1944-11-21,-8.0
23699,1945-11-21,-1.7
24064,1946-11-21,-15.2
24429,1947-11-21,-7.2
24795,1948-11-21,1.6
25160,1949-11-21,2.9
25525,1950-11-21,-2.3
25890,1951-11-21,1.4
26256,1952-11-21,-3.3
26621,1953-11-21,-1.9
26986,1954-11-21,-4.1
27351,1955-11-21,-12.6
27717,1956-11-21,-3.5
28082,1957-11-21,2.1
28447,1958-11-21,1.0
28812,1959-11-21,-3.1
29178,1960-11-21,-4.3
29543,1961-11-21,-1.9
29908,1962-11-21,2.3
30273,1963-11-21,-1.1
30639,1964-11-21,-6.9
31004,1965-11-21,-15.8
31369,1966-11-21,0.1
31734,1967-11-21,0.2
32100,1968-11-21,-6.7
32465,1969-11-21,-0.1
32830,1970-11-21,-0.2
33195,1971-11-21,-8.1
33561,1972-11-21,-5.6
33926,1973-11-21,-7.2
34291,1974-11-21,-0.7
34656,1975-11-21,-4.7
35022,1976-11-21,0.8
35387,1977-11-21,-2.7
35752,1978-11-21,-2.5
36117,1979-11-21,1.1
36483,1980-11-21,-2.9
36848,1981-11-21,0.7
37213,1982-11-21,1.0
37578,1983-11-21,-4.4
37944,1984-11-21,-5.2
38309,1985-11-21,-9.5
38674,1986-11-21,3.6
39039,1987-11-21,-10.2
39405,1988-11-21,-15.1
39770,1989-11-21,-3.8
40135,1990-11-21,-7.3
40500,1991-11-21,-4.0
40866,1992-11-21,0.6
41231,1993-11-21,-14.9
41596,1994-11-21,-2.0
41961,1995-11-21,-10.7
42327,1996-11-21,3.9
42692,1997-11-21,-3.9
43057,1998-11-21,-15.0
43422,1999-11-21,-11.6
43788,2000-11-21,-5.0
44153,2001-11-21,-10.3
44518,2002-11-21,-1.2
44883,2003-11-21,-1.9
45249,2004-11-21,-7.3
45614,2005-11-21,-3.2
45979,2006-11-21,3.4
46344,2007-11-21,-4.5
46710,2008-11-21,-2.8
47075,2009-11-21,5.4
47440,2010-11-21,-0.7
47805,2011-11-21,-6.3
48171,2012-11-21,4.1
48536,2013-11-21,4.8
48901,2014-11-21,
49245,2015-11-21,
49611,2016-11-21,
49976,2017-11-21,
