,DATE,TMIN
243,1881-09-01,12.7
608,1882-09-01,10.4
973,1883-09-01,11.7
1339,1884-09-01,6.8
1704,1885-09-01,4.9
2069,1886-09-01,6.8
2434,1887-09-01,16.9
2800,1888-09-01,13.5
3165,1889-09-01,12.7
3530,1890-09-01,10.2
3895,1891-09-01,8.4
4261,1892-09-01,8.5
4626,1893-09-01,5.6
4991,1894-09-01,9.3
5356,1895-09-01,8.5
5722,1896-09-01,8.4
6087,1897-09-01,10.0
6452,1898-09-01,9.5
6817,1899-09-01,9.0
7182,1900-09-01,9.5
7547,1901-09-01,8.3
7912,1902-09-01,7.1
8277,1903-09-01,10.1
8643,1904-09-01,8.5
9008,1905-09-01,9.2
9373,1906-09-01,5.1
9738,1907-09-01,8.8
10104,1908-09-01,9.6
10469,1909-09-01,14.4
10834,1910-09-01,10.7
11199,1911-09-01,9.6
11565,1912-09-01,13.1
11930,1913-09-01,14.5
12295,1914-09-01,7.6
12660,1915-09-01,10.1
13026,1916-09-01,10.1
13391,1917-09-01,13.3
13756,1918-09-01,7.1
14121,1919-09-01,12.0
14487,1920-09-01,9.5
14852,1921-09-01,5.5
15217,1922-09-01,11.7
15582,1923-09-01,11.6
15948,1924-09-01,7.2
16313,1925-09-01,10.8
16678,1926-09-01,12.6
17043,1927-09-01,8.2
17409,1928-09-01,11.1
17774,1929-09-01,8.7
18139,1930-09-01,12.1
18504,1931-09-01,10.3
18870,1932-09-01,11.4
19235,1933-09-01,11.8
19600,1934-09-01,12.5
19965,1935-09-01,11.3
20331,1936-09-01,12.6
20696,1937-09-01,9.7
21061,1938-09-01,16.6
21426,1939-09-01,12.9
21792,1940-09-01,9.5
22157,1941-09-01,9.7
22522,1942-09-01,5.0
22887,1943-09-01,8.5
23253,1944-09-01,12.7
23618,1945-09-01,12.1
23983,1946-09-01,15.7
24348,1947-09-01,12.7
24714,1948-09-01,10.8
25079,1949-09-01,13.7
25444,1950-09-01,10.8
25809,1951-09-01,15.7
26175,1952-09-01,9.7
26540,1953-09-01,10.2
26905,1954-09-01,10.9
27270,1955-09-01,12.6
27636,1956-09-01,8.0
28001,1957-09-01,10.9
28366,1958-09-01,10.4
28731,1959-09-01,9.5
29097,1960-09-01,9.1
29462,1961-09-01,14.1
29827,1962-09-01,8.6
30192,1963-09-01,17.7
30558,1964-09-01,9.1
30923,1965-09-01,13.4
31288,1966-09-01,8.6
31653,1967-09-01,12.0
32019,1968-09-01,15.5
32384,1969-09-01,12.5
32749,1970-09-01,11.6
33114,1971-09-01,11.3
33480,1972-09-01,5.1
33845,1973-09-01,12.4
34210,1974-09-01,10.7
34575,1975-09-01,11.0
34941,1976-09-01,16.6
35306,1977-09-01,15.5
35671,1978-09-01,11.9
36036,1979-09-01,6.7
36402,1980-09-01,4.6
36767,1981-09-01,10.1
37132,1982-09-01,12.2
37497,1983-09-01,9.2
37863,1984-09-01,11.7
38228,1985-09-01,13.0
38593,1986-09-01,9.2
38958,1987-09-01,7.4
39324,1988-09-01,11.2
39689,1989-09-01,10.2
40054,1990-09-01,8.6
40419,1991-09-01,10.1
40785,1992-09-01,14.0
41150,1993-09-01,3.2
41515,1994-09-01,4.9
41880,1995-09-01,15.4
42246,1996-09-01,13.2
42611,1997-09-01,8.6
42976,1998-09-01,8.5
43341,1999-09-01,9.5
43707,2000-09-01,15.1
44072,2001-09-01,6.9
44437,2002-09-01,16.9
44802,2003-09-01,8.5
45168,2004-09-01,16.4
45533,2005-09-01,12.1
45898,2006-09-01,15.5
46263,2007-09-01,7.9
46629,2008-09-01,4.0
46994,2009-09-01,13.1
47359,2010-09-01,8.9
47724,2011-09-01,12.8
48090,2012-09-01,6.0
48455,2013-09-01,12.1
48820,2014-09-01,
49164,2015-09-01,
49530,2016-09-01,
49895,2017-09-01,
50260,2018-09-01,
