,05-20
1881,3.3
1882,4.8
1883,5.3
1884,4.0
1885,4.5
1886,11.2
1887,13.1
1888,6.0
1889,-1.0
1890,8.6
1891,4.1
1892,2.7
1893,-1.3
1894,5.3
1895,8.2
1896,1.6
1897,9.0
1898,5.2
1899,9.5
1900,4.2
1901,7.5
1902,2.1
1903,6.3
1904,6.1
1905,4.0
1906,15.5
1907,6.5
1908,5.5
1909,2.6
1910,6.9
1911,4.6
1912,4.3
1913,8.7
1914,8.7
1915,1.9
1916,1.3
1917,-1.5
1918,6.9
1919,4.5
1920,12.7
1921,9.1
1922,8.4
1923,5.5
1924,3.1
1925,11.6
1926,11.5
1927,4.8
1928,9.7
1929,9.3
1930,13.0
1931,12.9
1932,8.9
1933,6.6
1934,8.8
1935,5.7
1936,9.3
1937,9.6
1938,6.6
1939,8.0
1940,9.2
1941,2.4
1942,5.4
1943,1.7
1944,7.0
1945,3.4
1946,7.7
1947,1.0
1948,6.5
1949,10.8
1950,10.3
1951,2.2
1952,1.2
1953,8.6
1954,7.7
1955,5.8
1956,5.5
1957,10.1
1958,2.1
1959,3.3
1960,7.9
1961,7.3
1962,6.5
1963,5.0
1964,4.6
1965,4.7
1966,16.1
1967,5.1
1968,5.5
1969,6.4
1970,7.8
1971,9.4
1972,9.1
1973,7.2
1974,0.5
1975,11.4
1976,8.7
1977,4.8
1978,9.0
1979,9.6
1980,0.1
1981,11.8
1982,1.3
1983,12.9
1984,12.6
1985,6.9
1986,6.4
1987,11.4
1988,5.5
1989,10.3
1990,2.5
1991,4.3
1992,9.8
1993,12.1
1994,4.9
1995,15.6
1996,2.7
1997,1.2
1998,9.0
1999,4.2
2000,10.0
2001,7.5
2002,1.1
2003,7.5
2004,7.8
2005,7.0
2006,9.2
2007,11.0
2008,7.6
2009,9.7
2010,10.8
2011,11.3
2012,7.9
2013,13.5
2014,
2015,
2016,
2017,
2018,
