,09-13
1881,11.8
1882,10.5
1883,9.4
1884,11.5
1885,7.3
1886,11.9
1887,7.6
1888,9.5
1889,2.1
1890,6.4
1891,4.4
1892,9.4
1893,0.8
1894,7.9
1895,9.9
1896,8.0
1897,8.5
1898,10.5
1899,7.5
1900,2.1
1901,5.3
1902,8.5
1903,9.8
1904,9.8
1905,10.6
1906,5.5
1907,10.4
1908,10.3
1909,7.3
1910,10.1
1911,4.7
1912,3.6
1913,8.1
1914,12.8
1915,9.0
1916,6.9
1917,10.4
1918,8.5
1919,9.1
1920,10.1
1921,8.1
1922,8.9
1923,10.7
1924,9.4
1925,4.2
1926,12.0
1927,8.0
1928,12.5
1929,4.6
1930,4.6
1931,5.6
1932,10.9
1933,7.2
1934,13.3
1935,1.3
1936,7.1
1937,10.4
1938,8.0
1939,5.3
1940,10.6
1941,9.6
1942,8.8
1943,9.8
1944,0.9
1945,10.5
1946,11.0
1947,7.0
1948,11.1
1949,9.8
1950,8.1
1951,12.3
1952,8.4
1953,7.5
1954,11.9
1955,15.0
1956,7.4
1957,13.2
1958,3.2
1959,9.4
1960,3.8
1961,8.5
1962,10.0
1963,10.9
1964,3.9
1965,10.2
1966,5.7
1967,6.9
1968,9.3
1969,15.3
1970,11.4
1971,6.4
1972,11.2
1973,5.7
1974,9.5
1975,11.6
1976,10.8
1977,6.3
1978,10.7
1979,8.9
1980,10.9
1981,6.3
1982,8.2
1983,11.4
1984,9.5
1985,5.9
1986,8.1
1987,9.8
1988,9.3
1989,6.8
1990,6.1
1991,5.6
1992,9.5
1993,3.3
1994,10.3
1995,8.3
1996,7.4
1997,12.0
1998,13.6
1999,6.2
2000,8.4
2001,13.7
2002,14.5
2003,11.5
2004,14.8
2005,10.7
2006,14.1
2007,8.7
2008,7.2
2009,8.3
2010,11.9
2011,13.1
2012,13.6
2013,11.5
2014,
2015,
2016,10.2
2017,12.9
2018,
