,09-10
1881,14.1
1882,8.2
1883,13.6
1884,10.7
1885,8.2
1886,13.4
1887,8.4
1888,3.5
1889,13.2
1890,11.3
1891,5.4
1892,5.2
1893,7.9
1894,4.6
1895,3.9
1896,5.5
1897,6.0
1898,3.7
1899,8.2
1900,4.5
1901,6.0
1902,9.4
1903,11.6
1904,8.4
1905,11.1
1906,8.1
1907,10.4
1908,8.9
1909,11.6
1910,13.0
1911,7.5
1912,9.3
1913,11.7
1914,3.1
1915,11.5
1916,10.0
1917,9.7
1918,8.8
1919,10.4
1920,10.1
1921,12.6
1922,12.3
1923,4.4
1924,13.4
1925,7.9
1926,8.0
1927,4.6
1928,8.1
1929,3.3
1930,7.4
1931,6.2
1932,10.7
1933,8.9
1934,9.4
1935,8.1
1936,1.4
1937,10.3
1938,14.1
1939,13.4
1940,8.8
1941,7.7
1942,10.8
1943,8.0
1944,10.7
1945,9.0
1946,7.9
1947,10.8
1948,14.3
1949,11.1
1950,9.9
1951,4.5
1952,9.4
1953,7.0
1954,6.3
1955,13.5
1956,2.7
1957,12.0
1958,6.4
1959,9.2
1960,6.0
1961,6.6
1962,9.6
1963,7.9
1964,7.6
1965,10.3
1966,3.7
1967,15.9
1968,7.2
1969,11.1
1970,5.0
1971,10.4
1972,8.9
1973,6.0
1974,12.5
1975,10.5
1976,5.4
1977,9.1
1978,9.5
1979,7.5
1980,13.4
1981,12.5
1982,7.5
1983,11.1
1984,11.9
1985,9.1
1986,6.9
1987,10.0
1988,9.4
1989,11.1
1990,8.9
1991,7.5
1992,12.4
1993,5.2
1994,11.8
1995,10.7
1996,7.6
1997,9.2
1998,12.8
1999,8.4
2000,11.4
2001,10.8
2002,12.7
2003,7.6
2004,5.9
2005,11.6
2006,10.6
2007,5.5
2008,8.1
2009,15.1
2010,10.8
2011,11.3
2012,5.8
2013,9.0
2014,
2015,
2016,
2017,
2018,
