,DATE,TMIN
335,1881-12-02,-4.3
700,1882-12-02,-20.9
1065,1883-12-02,-6.4
1431,1884-12-02,-9.3
1796,1885-12-02,-3.3
2161,1886-12-02,1.5
2526,1887-12-02,-7.3
2892,1888-12-02,-2.8
3257,1889-12-02,-5.9
3622,1890-12-02,1.8
3987,1891-12-02,-3.6
4353,1892-12-02,-4.2
4718,1893-12-02,-8.5
5083,1894-12-02,-6.7
5448,1895-12-02,-10.5
5814,1896-12-02,-14.0
6179,1897-12-02,-5.0
6544,1898-12-02,1.8
6909,1899-12-02,-4.4
7274,1900-12-02,-9.9
7639,1901-12-02,-18.6
8004,1902-12-02,-18.0
8369,1903-12-02,0.7
8735,1904-12-02,-17.7
9100,1905-12-02,-3.3
9465,1906-12-02,-7.4
9830,1907-12-02,-7.8
10196,1908-12-02,-7.2
10561,1909-12-02,-10.1
10926,1910-12-02,-4.5
11291,1911-12-02,-8.8
11657,1912-12-02,0.2
12022,1913-12-02,-2.4
12387,1914-12-02,3.2
12752,1915-12-02,-5.8
13118,1916-12-02,0.2
13483,1917-12-02,-6.6
13848,1918-12-02,-4.6
14213,1919-12-02,-0.4
14579,1920-12-02,-8.3
14944,1921-12-02,-17.2
15309,1922-12-02,-6.8
15674,1923-12-02,-9.7
16040,1924-12-02,-1.9
16405,1925-12-02,-20.2
16770,1926-12-02,-9.2
17135,1927-12-02,-6.1
17501,1928-12-02,-0.9
17866,1929-12-02,0.2
18231,1930-12-02,-7.1
18596,1931-12-02,-18.3
18962,1932-12-02,0.7
19327,1933-12-02,-11.0
19692,1934-12-02,-7.4
20057,1935-12-02,0.8
20423,1936-12-02,-1.5
20788,1937-12-02,-11.5
21153,1938-12-02,2.7
21518,1939-12-02,-4.6
21884,1940-12-02,-1.2
22249,1941-12-02,-7.2
22614,1942-12-02,-14.8
22979,1943-12-02,-1.3
23345,1944-12-02,-3.3
23710,1945-12-02,-14.5
24075,1946-12-02,-1.1
24440,1947-12-02,0.3
24806,1948-12-02,-0.9
25171,1949-12-02,-9.4
25536,1950-12-02,-2.7
25901,1951-12-02,-8.4
26267,1952-12-02,-7.5
26632,1953-12-02,-0.5
26997,1954-12-02,-5.8
27362,1955-12-02,-8.7
27728,1956-12-02,-5.7
28093,1957-12-02,-3.1
28458,1958-12-02,-12.5
28823,1959-12-02,-0.2
29189,1960-12-02,-5.8
29554,1961-12-02,-0.8
29919,1962-12-02,-4.7
30284,1963-12-02,-9.0
30650,1964-12-02,-12.7
31015,1965-12-02,0.9
31380,1966-12-02,-0.8
31745,1967-12-02,-0.9
32111,1968-12-02,-3.7
32476,1969-12-02,-3.6
32841,1970-12-02,-11.0
33206,1971-12-02,0.8
33572,1972-12-02,1.7
33937,1973-12-02,-17.4
34302,1974-12-02,-1.7
34667,1975-12-02,0.2
35033,1976-12-02,3.5
35398,1977-12-02,-1.0
35763,1978-12-02,-11.6
36128,1979-12-02,-3.3
36494,1980-12-02,-0.4
36859,1981-12-02,-1.0
37224,1982-12-02,-0.9
37589,1983-12-02,-15.1
37955,1984-12-02,-1.9
38320,1985-12-02,-15.7
38685,1986-12-02,-2.2
39050,1987-12-02,-2.3
39416,1988-12-02,-15.6
39781,1989-12-02,-1.3
40146,1990-12-02,-3.4
40511,1991-12-02,1.4
40877,1992-12-02,-1.8
41242,1993-12-02,-8.9
41607,1994-12-02,-2.0
41972,1995-12-02,-5.5
42338,1996-12-02,2.4
42703,1997-12-02,-10.3
43068,1998-12-02,-6.7
43433,1999-12-02,-0.5
43799,2000-12-02,1.7
44164,2001-12-02,-9.2
44529,2002-12-02,-13.8
44894,2003-12-02,0.6
45260,2004-12-02,1.3
45625,2005-12-02,-1.7
45990,2006-12-02,5.6
46355,2007-12-02,-8.0
46721,2008-12-02,4.1
47086,2009-12-02,2.8
47451,2010-12-02,-17.1
47816,2011-12-02,1.2
48182,2012-12-02,-7.8
48547,2013-12-02,-6.2
48912,2014-12-02,
49256,2015-12-02,
49622,2016-12-02,
49987,2017-12-02,
50345,2018-12-02,
