,DATE,TMIN
93,1881-04-04,-21.8
458,1882-04-04,-3.1
823,1883-04-04,-0.7
1189,1884-04-04,-1.5
1554,1885-04-04,-3.7
1919,1886-04-04,2.1
2284,1887-04-04,-0.5
2650,1888-04-04,1.6
3015,1889-04-04,-11.8
3380,1890-04-04,0.9
3745,1891-04-04,-6.6
4111,1892-04-04,-8.7
4476,1893-04-04,-3.1
4841,1894-04-04,1.9
5206,1895-04-04,-0.8
5572,1896-04-04,-8.1
5937,1897-04-04,0.3
6302,1898-04-04,1.7
6667,1899-04-04,-10.2
7032,1900-04-04,-4.5
7397,1901-04-04,-0.7
7762,1902-04-04,-2.7
8127,1903-04-04,-4.2
8493,1904-04-04,-5.6
8858,1905-04-04,-6.8
9223,1906-04-04,-3.4
9588,1907-04-04,1.6
9954,1908-04-04,-2.2
10319,1909-04-04,-8.7
10684,1910-04-04,-0.1
11049,1911-04-04,-8.8
11415,1912-04-04,-8.6
11780,1913-04-04,1.3
12145,1914-04-04,-3.9
12510,1915-04-04,-8.3
12876,1916-04-04,0.1
13241,1917-04-04,-3.3
13606,1918-04-04,-0.1
13971,1919-04-04,-6.2
14337,1920-04-04,2.5
14702,1921-04-04,4.8
15067,1922-04-04,-1.3
15432,1923-04-04,-1.5
15798,1924-04-04,-2.2
16163,1925-04-04,-0.2
16528,1926-04-04,-9.3
16893,1927-04-04,0.5
17259,1928-04-04,1.5
17624,1929-04-04,-9.7
17989,1930-04-04,-1.8
18354,1931-04-04,-13.6
18720,1932-04-04,1.7
19085,1933-04-04,-1.9
19450,1934-04-04,-5.0
19815,1935-04-04,2.4
20181,1936-04-04,-5.1
20546,1937-04-04,-2.5
20911,1938-04-04,-2.4
21276,1939-04-04,-6.0
21642,1940-04-04,-3.8
22007,1941-04-04,-14.0
22372,1942-04-04,-14.4
22737,1943-04-04,-6.0
23103,1944-04-04,-12.5
23468,1945-04-04,0.3
23833,1946-04-04,-1.0
24198,1947-04-04,0.6
24564,1948-04-04,2.9
24929,1949-04-04,-1.3
25294,1950-04-04,4.8
25659,1951-04-04,0.0
26025,1952-04-04,-8.2
26390,1953-04-04,3.4
26755,1954-04-04,-0.2
27120,1955-04-04,-11.9
27486,1956-04-04,-13.8
27851,1957-04-04,-1.1
28216,1958-04-04,-3.0
28581,1959-04-04,-2.6
28947,1960-04-04,-15.0
29312,1961-04-04,-2.9
29677,1962-04-04,2.2
30042,1963-04-04,-8.7
30408,1964-04-04,-4.7
30773,1965-04-04,-7.0
31138,1966-04-04,4.5
31503,1967-04-04,0.9
31869,1968-04-04,0.7
32234,1969-04-04,-4.3
32599,1970-04-04,-0.9
32964,1971-04-04,4.6
33330,1972-04-04,-1.4
33695,1973-04-04,0.7
34060,1974-04-04,-1.2
34425,1975-04-04,1.1
34791,1976-04-04,-4.6
35156,1977-04-04,-0.5
35521,1978-04-04,-2.2
35886,1979-04-04,2.7
36252,1980-04-04,-1.2
36617,1981-04-04,0.5
36982,1982-04-04,-0.8
37347,1983-04-04,10.9
37713,1984-04-04,3.5
38078,1985-04-04,-0.5
38443,1986-04-04,0.4
38808,1987-04-04,-1.5
39174,1988-04-04,3.3
39539,1989-04-04,-3.9
39904,1990-04-04,4.6
40269,1991-04-04,7.5
40635,1992-04-04,6.9
41000,1993-04-04,-2.0
41365,1994-04-04,3.3
41730,1995-04-04,-2.7
42096,1996-04-04,-3.2
42461,1997-04-04,0.8
42826,1998-04-04,-7.6
43191,1999-04-04,-3.6
43557,2000-04-04,-0.1
43922,2001-04-04,1.0
44287,2002-04-04,-4.7
44652,2003-04-04,-4.1
45018,2004-04-04,-2.8
45383,2005-04-04,-0.2
45748,2006-04-04,1.7
46113,2007-04-04,-3.1
46479,2008-04-04,2.1
46844,2009-04-04,-1.9
47209,2010-04-04,7.0
47574,2011-04-04,7.1
47940,2012-04-04,-4.2
48305,2013-04-04,-6.6
48670,2014-04-04,
49035,2015-04-04,
49380,2016-04-04,
49745,2017-04-04,0.7
50110,2018-04-04,-4.2
50468,2019-04-04,
