,06-13
1881,8.3
1882,10.2
1883,14.7
1884,8.7
1885,4.3
1886,11.5
1887,7.2
1888,9.1
1889,10.6
1890,13.5
1891,6.9
1892,7.6
1893,7.9
1894,11.4
1895,14.3
1896,13.2
1897,10.4
1898,13.8
1899,8.0
1900,10.1
1901,7.5
1902,6.7
1903,9.2
1904,8.8
1905,7.7
1906,11.1
1907,12.3
1908,8.6
1909,11.2
1910,15.5
1911,5.9
1912,10.1
1913,9.7
1914,13.0
1915,10.6
1916,9.7
1917,10.3
1918,9.0
1919,8.2
1920,6.3
1921,14.1
1922,14.0
1923,7.9
1924,11.5
1925,8.3
1926,7.1
1927,7.5
1928,8.6
1929,10.0
1930,12.1
1931,9.9
1932,10.8
1933,8.9
1934,10.9
1935,11.7
1936,14.8
1937,9.4
1938,10.8
1939,14.3
1940,5.0
1941,13.6
1942,4.1
1943,14.5
1944,11.5
1945,7.8
1946,10.6
1947,14.6
1948,7.6
1949,10.7
1950,5.5
1951,6.9
1952,10.4
1953,10.1
1954,13.5
1955,7.8
1956,16.9
1957,13.0
1958,8.0
1959,15.1
1960,13.2
1961,17.9
1962,7.7
1963,9.8
1964,12.9
1965,7.8
1966,9.1
1967,5.3
1968,11.3
1969,12.6
1970,9.6
1971,8.9
1972,12.1
1973,10.5
1974,12.5
1975,13.2
1976,7.7
1977,17.1
1978,11.1
1979,13.4
1980,4.9
1981,10.8
1982,9.0
1983,13.3
1984,4.3
1985,11.3
1986,15.4
1987,11.6
1988,11.4
1989,9.8
1990,7.2
1991,11.7
1992,16.5
1993,8.5
1994,10.6
1995,17.8
1996,14.0
1997,16.4
1998,16.3
1999,14.8
2000,11.8
2001,8.8
2002,15.2
2003,10.9
2004,12.1
2005,15.4
2006,11.2
2007,13.7
2008,10.2
2009,13.9
2010,11.8
2011,10.6
2012,13.3
2013,10.5
2014,
2015,
2016,
2017,
2018,
