,02-21
1881,-18.1
1882,-12.0
1883,-15.0
1884,-7.5
1885,-23.1
1886,-14.3
1887,-12.6
1888,-19.4
1889,-13.8
1890,-9.5
1891,-4.2
1892,-8.2
1893,-29.6
1894,-3.8
1895,-12.1
1896,-12.8
1897,0.6
1898,-8.1
1899,-9.3
1900,-7.4
1901,-18.2
1902,-8.7
1903,-0.4
1904,-4.2
1905,0.8
1906,-12.9
1907,-2.4
1908,-7.0
1909,-7.0
1910,-2.3
1911,-21.2
1912,
1913,-13.1
1914,-10.3
1915,-2.8
1916,-10.9
1917,-24.6
1918,-15.1
1919,-11.1
1920,-13.9
1921,-15.0
1922,-6.7
1923,-21.3
1924,-9.9
1925,-11.6
1926,-14.4
1927,-21.5
1928,-15.2
1929,-20.5
1930,-6.3
1931,-1.8
1932,-14.4
1933,-15.6
1934,-14.2
1935,-3.8
1936,-17.0
1937,-5.8
1938,-10.1
1939,-0.5
1940,-17.3
1941,-10.5
1942,-12.6
1943,-8.1
1944,-9.7
1945,-5.6
1946,-15.4
1947,-17.5
1948,-15.0
1949,0.2
1950,-1.6
1951,-6.4
1952,-10.9
1953,-20.2
1954,-18.5
1955,-20.8
1956,-16.1
1957,-2.3
1958,-11.7
1959,-4.9
1960,-5.9
1961,0.2
1962,-11.9
1963,-23.1
1964,-16.8
1965,-7.2
1966,-9.6
1967,-3.5
1968,-9.2
1969,-5.7
1970,-21.7
1971,-12.0
1972,-5.1
1973,-1.1
1974,-4.7
1975,-5.9
1976,-8.9
1977,-3.3
1978,-16.1
1979,-6.3
1980,-4.6
1981,-7.8
1982,-7.7
1983,-12.4
1984,-11.9
1985,-18.2
1986,-16.7
1987,-3.6
1988,-20.1
1989,-0.9
1990,2.5
1991,-1.5
1992,-18.1
1993,-10.6
1994,-10.6
1995,0.4
1996,-16.6
1997,-4.7
1998,-2.5
1999,-5.0
2000,-7.7
2001,-8.2
2002,-12.2
2003,-8.0
2004,-4.2
2005,-10.7
2006,-5.5
2007,-20.4
2008,-6.3
2009,-4.7
2010,-21.8
2011,-23.4
2012,-3.2
2013,-17.3
2014,
2015,0.9
2016,
2017,
2018,-21.2
2019,
