,08-10
1881,11.8
1882,13.2
1883,11.3
1884,13.4
1885,9.8
1886,14.0
1887,12.2
1888,13.5
1889,12.2
1890,11.9
1891,6.6
1892,12.1
1893,14.0
1894,13.8
1895,13.9
1896,12.3
1897,14.8
1898,18.6
1899,12.5
1900,16.3
1901,12.7
1902,13.3
1903,13.5
1904,10.7
1905,14.6
1906,9.3
1907,12.5
1908,13.5
1909,11.6
1910,9.0
1911,17.5
1912,20.5
1913,10.5
1914,16.2
1915,10.9
1916,9.4
1917,17.1
1918,12.4
1919,11.7
1920,14.1
1921,8.0
1922,13.2
1923,9.1
1924,12.5
1925,8.6
1926,12.2
1927,16.5
1928,11.6
1929,16.8
1930,13.6
1931,13.9
1932,17.3
1933,13.7
1934,16.1
1935,17.2
1936,12.5
1937,14.7
1938,18.2
1939,15.6
1940,13.5
1941,11.6
1942,10.9
1943,14.4
1944,15.5
1945,16.1
1946,11.6
1947,13.6
1948,15.1
1949,13.5
1950,7.7
1951,16.0
1952,15.7
1953,12.1
1954,12.9
1955,14.0
1956,8.3
1957,7.4
1958,12.4
1959,13.8
1960,13.2
1961,13.6
1962,12.4
1963,17.0
1964,14.6
1965,9.0
1966,17.1
1967,14.5
1968,10.3
1969,8.9
1970,12.7
1971,13.5
1972,20.5
1973,11.4
1974,12.4
1975,10.9
1976,13.0
1977,18.4
1978,12.5
1979,15.0
1980,15.9
1981,10.0
1982,17.8
1983,17.3
1984,16.3
1985,21.4
1986,16.7
1987,10.3
1988,12.3
1989,13.6
1990,14.8
1991,14.5
1992,12.6
1993,13.2
1994,14.7
1995,11.8
1996,12.4
1997,17.5
1998,11.9
1999,14.2
2000,13.1
2001,16.8
2002,16.1
2003,11.3
2004,12.5
2005,15.5
2006,12.3
2007,16.6
2008,11.9
2009,15.5
2010,20.4
2011,14.6
2012,9.0
2013,18.8
2014,
2015,
2016,
2017,
2018,
