,07-19
1881,9.3
1882,20.1
1883,12.4
1884,15.3
1885,16.7
1886,16.9
1887,18.5
1888,12.4
1889,13.0
1890,17.7
1891,15.8
1892,14.2
1893,14.0
1894,15.4
1895,11.1
1896,17.2
1897,17.7
1898,12.6
1899,18.4
1900,12.3
1901,17.2
1902,15.0
1903,15.5
1904,6.7
1905,13.1
1906,12.9
1907,10.5
1908,16.7
1909,12.3
1910,10.6
1911,8.8
1912,14.9
1913,15.3
1914,12.2
1915,16.6
1916,18.5
1917,15.8
1918,7.9
1919,17.1
1920,15.1
1921,11.4
1922,13.8
1923,13.8
1924,11.6
1925,11.6
1926,13.3
1927,19.6
1928,12.2
1929,11.6
1930,15.3
1931,13.3
1932,17.5
1933,17.3
1934,15.5
1935,15.3
1936,13.9
1937,16.2
1938,17.6
1939,16.9
1940,12.3
1941,13.5
1942,7.0
1943,15.7
1944,13.7
1945,17.0
1946,16.5
1947,12.9
1948,10.2
1949,7.5
1950,15.3
1951,13.2
1952,14.2
1953,14.3
1954,15.4
1955,10.1
1956,9.0
1957,17.8
1958,12.0
1959,10.7
1960,20.0
1961,16.4
1962,10.7
1963,16.6
1964,12.9
1965,10.3
1966,13.3
1967,10.6
1968,9.9
1969,12.4
1970,20.5
1971,13.1
1972,18.2
1973,19.1
1974,17.5
1975,13.0
1976,15.3
1977,13.1
1978,10.2
1979,13.5
1980,14.2
1981,14.9
1982,17.0
1983,14.3
1984,16.3
1985,12.6
1986,15.5
1987,10.7
1988,20.0
1989,12.0
1990,14.1
1991,14.4
1992,15.4
1993,15.6
1994,14.5
1995,15.8
1996,9.0
1997,14.5
1998,15.9
1999,14.1
2000,17.6
2001,20.4
2002,17.6
2003,16.5
2004,13.8
2005,18.6
2006,11.0
2007,16.3
2008,14.0
2009,15.8
2010,20.6
2011,19.1
2012,13.1
2013,13.1
2014,
2015,
2016,
2017,
2018,
