,06-19
1881,10.9
1882,9.0
1883,15.0
1884,13.7
1885,10.2
1886,13.3
1887,13.1
1888,11.6
1889,14.7
1890,10.7
1891,12.7
1892,10.5
1893,8.4
1894,13.9
1895,13.1
1896,13.5
1897,11.1
1898,8.5
1899,10.8
1900,8.5
1901,16.9
1902,6.6
1903,14.1
1904,10.4
1905,18.6
1906,9.8
1907,14.2
1908,18.3
1909,9.6
1910,7.1
1911,5.4
1912,10.8
1913,7.7
1914,12.2
1915,5.6
1916,6.9
1917,15.3
1918,11.3
1919,13.2
1920,9.9
1921,11.7
1922,14.4
1923,13.1
1924,11.4
1925,8.8
1926,7.3
1927,9.8
1928,11.2
1929,12.2
1930,12.4
1931,11.9
1932,15.7
1933,16.0
1934,12.1
1935,13.0
1936,14.9
1937,15.8
1938,8.1
1939,16.3
1940,11.6
1941,13.8
1942,12.1
1943,11.7
1944,11.6
1945,8.1
1946,15.0
1947,13.9
1948,10.2
1949,10.3
1950,10.8
1951,15.2
1952,12.8
1953,16.9
1954,11.4
1955,7.4
1956,10.6
1957,7.5
1958,7.9
1959,13.6
1960,12.7
1961,12.8
1962,10.4
1963,7.5
1964,11.2
1965,14.3
1966,11.9
1967,8.9
1968,14.5
1969,10.8
1970,12.0
1971,10.2
1972,12.8
1973,8.3
1974,15.2
1975,12.6
1976,8.8
1977,13.1
1978,3.5
1979,7.5
1980,16.5
1981,10.6
1982,5.0
1983,13.1
1984,12.5
1985,11.0
1986,17.9
1987,10.4
1988,12.5
1989,12.6
1990,11.9
1991,14.2
1992,11.4
1993,9.5
1994,9.1
1995,13.2
1996,11.0
1997,10.2
1998,15.5
1999,17.2
2000,6.3
2001,13.3
2002,16.4
2003,11.3
2004,9.3
2005,12.5
2006,14.9
2007,11.6
2008,12.3
2009,10.0
2010,14.5
2011,12.0
2012,12.8
2013,12.2
2014,
2015,
2016,
2017,
2018,
