,01-28
1881,-13.8
1882,0.3
1883,-13.1
1884,-2.7
1885,-5.1
1886,-25.5
1887,-7.6
1888,-27.5
1889,-13.0
1890,-8.2
1891,-13.4
1892,-17.6
1893,-15.9
1894,0.4
1895,-23.0
1896,-19.3
1897,-10.0
1898,-6.5
1899,-5.9
1900,-4.5
1901,-3.3
1902,-3.9
1903,-6.4
1904,-1.0
1905,-6.4
1906,-1.5
1907,-18.6
1908,-5.7
1909,-7.5
1910,-6.8
1911,-14.1
1912,-17.6
1913,
1914,-11.5
1915,
1916,-6.1
1917,-7.2
1918,-0.2
1919,-10.3
1920,-18.1
1921,-17.4
1922,-7.5
1923,-10.4
1924,-17.3
1925,-3.2
1926,-15.4
1927,-2.5
1928,-4.3
1929,-19.8
1930,-8.1
1931,-15.2
1932,-2.4
1933,-2.8
1934,-1.5
1935,-8.3
1936,-20.9
1937,-12.8
1938,-1.1
1939,-8.6
1940,-13.5
1941,-17.3
1942,-27.6
1943,-11.0
1944,0.0
1945,-14.5
1946,-15.4
1947,-7.1
1948,-3.6
1949,0.4
1950,-6.2
1951,-18.4
1952,-7.4
1953,-11.8
1954,-12.4
1955,-3.2
1956,
1957,-1.7
1958,-1.3
1959,-9.5
1960,-16.8
1961,-3.0
1962,-10.3
1963,-22.5
1964,-17.0
1965,-14.3
1966,-9.0
1967,-24.1
1968,-17.6
1969,-19.4
1970,-18.4
1971,1.0
1972,-23.9
1973,-6.9
1974,-12.9
1975,-3.8
1976,-7.1
1977,0.5
1978,-15.5
1979,-8.4
1980,-22.7
1981,-3.4
1982,-18.1
1983,-0.9
1984,-8.6
1985,-19.8
1986,-1.4
1987,-25.6
1988,-16.6
1989,-0.2
1990,-4.4
1991,-11.0
1992,0.5
1993,-14.3
1994,-3.9
1995,-4.3
1996,-19.0
1997,-7.1
1998,-8.2
1999,-24.6
2000,-3.9
2001,-0.5
2002,-15.6
2003,-6.7
2004,-5.0
2005,-14.9
2006,-3.3
2007,-9.3
2008,-4.3
2009,0.3
2010,-21.6
2011,-9.6
2012,-16.8
2013,-12.0
2014,
2015,-3.0
2016,
2017,
2018,
2019,
