,01-11
1881,-23.2
1882,-1.8
1883,-35.9
1884,-13.7
1885,-5.5
1886,-11.0
1887,-9.3
1888,-6.8
1889,-9.4
1890,0.2
1891,-6.4
1892,-8.1
1893,-18.9
1894,-11.6
1895,-7.8
1896,-11.2
1897,-11.2
1898,-6.6
1899,-5.1
1900,-14.6
1901,-3.3
1902,-9.1
1903,-6.4
1904,-6.4
1905,-17.9
1906,-4.5
1907,-13.7
1908,-23.7
1909,-6.0
1910,1.6
1911,-5.2
1912,
1913,
1914,-21.1
1915,-9.1
1916,-6.1
1917,-10.0
1918,-25.0
1919,-8.1
1920,-6.0
1921,-4.0
1922,-15.5
1923,-1.5
1924,-6.7
1925,-4.7
1926,-26.4
1927,-13.8
1928,-2.0
1929,-2.8
1930,-1.5
1931,-8.6
1932,-5.9
1933,-9.6
1934,-6.0
1935,-16.9
1936,-1.6
1937,-4.5
1938,-12.9
1939,-22.9
1940,-6.8
1941,-12.8
1942,-27.1
1943,-20.4
1944,-15.1
1945,-4.2
1946,-0.6
1947,-16.1
1948,-19.3
1949,-3.3
1950,-29.2
1951,-21.6
1952,-2.1
1953,-9.7
1954,-12.4
1955,-10.7
1956,
1957,-4.8
1958,-14.2
1959,-3.1
1960,-18.7
1961,-0.1
1962,-5.3
1963,-24.0
1964,-1.7
1965,-16.7
1966,-19.3
1967,-19.1
1968,-27.0
1969,-16.3
1970,-12.7
1971,1.2
1972,-12.7
1973,-5.6
1974,-14.3
1975,-16.7
1976,-22.0
1977,-7.0
1978,-2.3
1979,-2.9
1980,-10.4
1981,-6.1
1982,-16.6
1983,-1.3
1984,-10.2
1985,-15.7
1986,-11.6
1987,-34.1
1988,-0.3
1989,-4.4
1990,-12.6
1991,-6.6
1992,-12.4
1993,0.1
1994,-5.4
1995,-6.2
1996,-7.8
1997,-18.9
1998,-3.9
1999,-23.0
2000,-0.9
2001,-2.5
2002,0.2
2003,-28.8
2004,-10.4
2005,0.5
2006,-2.5
2007,0.2
2008,0.2
2009,-1.6
2010,-7.2
2011,-0.2
2012,-4.3
2013,-10.4
2014,
2015,-2.1
2016,
2017,
2018,
2019,
