,DATE,TMIN
363,1881-12-30,-9.3
728,1882-12-30,-23.0
1093,1883-12-30,-3.3
1459,1884-12-30,-3.7
1824,1885-12-30,-2.2
2189,1886-12-30,-7.0
2554,1887-12-30,-22.6
2920,1888-12-30,-17.7
3285,1889-12-30,-8.8
3650,1890-12-30,-6.5
4015,1891-12-30,-3.6
4381,1892-12-30,-17.9
4746,1893-12-30,0.6
5111,1894-12-30,-3.4
5476,1895-12-30,-12.1
5842,1896-12-30,-4.7
6207,1897-12-30,2.3
6572,1898-12-30,-0.1
6937,1899-12-30,-10.4
7302,1900-12-30,-28.9
7667,1901-12-30,-16.6
8032,1902-12-30,-5.4
8397,1903-12-30,-7.8
8763,1904-12-30,-20.4
9128,1905-12-30,-19.1
9493,1906-12-30,-11.5
9858,1907-12-30,-13.4
10224,1908-12-30,-8.6
10589,1909-12-30,-3.6
10954,1910-12-30,-3.9
11319,1911-12-30,-6.6
11685,1912-12-30,-8.9
12050,1913-12-30,-16.7
12415,1914-12-30,-8.8
12780,1915-12-30,-26.7
13146,1916-12-30,-14.3
13511,1917-12-30,-3.6
13876,1918-12-30,-9.2
14241,1919-12-30,-16.8
14607,1920-12-30,-11.1
14972,1921-12-30,-7.8
15337,1922-12-30,-3.3
15702,1923-12-30,-13.5
16068,1924-12-30,0.3
16433,1925-12-30,-7.8
16798,1926-12-30,-19.7
17163,1927-12-30,-15.1
17529,1928-12-30,-13.9
17894,1929-12-30,-4.0
18259,1930-12-30,-16.5
18624,1931-12-30,-14.2
18990,1932-12-30,2.1
19355,1933-12-30,-17.3
19720,1934-12-30,-10.9
20085,1935-12-30,-3.4
20451,1936-12-30,-9.3
20816,1937-12-30,-9.4
21181,1938-12-30,-13.3
21546,1939-12-30,-10.7
21912,1940-12-30,-20.4
22277,1941-12-30,-18.5
22642,1942-12-30,-10.8
23007,1943-12-30,-3.0
23373,1944-12-30,-4.4
23738,1945-12-30,-8.4
24103,1946-12-30,-6.1
24468,1947-12-30,-21.0
24834,1948-12-30,-3.8
25199,1949-12-30,-18.3
25564,1950-12-30,-23.6
25929,1951-12-30,0.5
26295,1952-12-30,-6.5
26660,1953-12-30,-10.8
27025,1954-12-30,-9.3
27390,1955-12-30,-4.4
27756,1956-12-30,-8.7
28121,1957-12-30,-2.4
28486,1958-12-30,-12.3
28851,1959-12-30,-4.0
29217,1960-12-30,-1.8
29582,1961-12-30,-9.7
29947,1962-12-30,-13.2
30312,1963-12-30,-1.6
30678,1964-12-30,-13.0
31043,1965-12-30,-6.5
31408,1966-12-30,-9.5
31773,1967-12-30,-5.2
32139,1968-12-30,-5.3
32504,1969-12-30,-17.8
32869,1970-12-30,-10.2
33234,1971-12-30,-15.0
33600,1972-12-30,0.1
33965,1973-12-30,1.2
34330,1974-12-30,-5.6
34695,1975-12-30,-1.1
35061,1976-12-30,-11.0
35426,1977-12-30,-18.2
35791,1978-12-30,-34.4
36156,1979-12-30,-7.6
36522,1980-12-30,0.4
36887,1981-12-30,-2.6
37252,1982-12-30,-5.2
37617,1983-12-30,-10.1
37983,1984-12-30,-11.3
38348,1985-12-30,-11.2
38713,1986-12-30,-11.9
39078,1987-12-30,-4.4
39444,1988-12-30,-3.4
39809,1989-12-30,-2.2
40174,1990-12-30,-1.1
40539,1991-12-30,-0.9
40905,1992-12-30,-6.1
41270,1993-12-30,-12.7
41635,1994-12-30,-1.0
42000,1995-12-30,-12.0
42366,1996-12-30,-11.4
42731,1997-12-30,-6.4
43096,1998-12-30,-3.0
43461,1999-12-30,-3.6
43827,2000-12-30,-8.3
44192,2001-12-30,-7.3
44557,2002-12-30,-18.1
44922,2003-12-30,-0.3
45288,2004-12-30,-1.3
45653,2005-12-30,-7.3
46018,2006-12-30,-4.1
46383,2007-12-30,2.3
46749,2008-12-30,-0.5
47114,2009-12-30,-11.5
47479,2010-12-30,-9.7
47844,2011-12-30,2.4
48210,2012-12-30,-8.6
48575,2013-12-30,2.7
48940,2014-12-30,
49284,2015-12-30,
49650,2016-12-30,0.8
50015,2017-12-30,
50373,2018-12-30,-1.9
