,04-22
1881,-0.6
1882,0.6
1883,-1.0
1884,-4.7
1885,-4.6
1886,-1.4
1887,-4.2
1888,-1.6
1889,-3.6
1890,3.6
1891,-1.5
1892,1.0
1893,-3.5
1894,-2.1
1895,-0.1
1896,1.8
1897,0.9
1898,2.0
1899,-0.4
1900,-0.3
1901,-2.0
1902,-5.3
1903,0.6
1904,2.5
1905,3.9
1906,0.9
1907,-1.9
1908,-2.3
1909,-2.6
1910,3.1
1911,2.6
1912,-0.6
1913,5.1
1914,2.3
1915,2.7
1916,2.7
1917,3.6
1918,0.2
1919,-5.7
1920,-1.3
1921,7.1
1922,-2.4
1923,-4.6
1924,0.6
1925,-1.2
1926,2.7
1927,-2.3
1928,0.7
1929,-8.8
1930,2.2
1931,4.4
1932,1.2
1933,-1.8
1934,-1.0
1935,3.2
1936,2.0
1937,4.7
1938,1.7
1939,-0.4
1940,-1.5
1941,-4.0
1942,4.7
1943,3.0
1944,3.8
1945,2.9
1946,1.2
1947,5.4
1948,1.0
1949,2.9
1950,1.2
1951,-0.1
1952,3.1
1953,1.3
1954,-3.8
1955,1.7
1956,1.4
1957,1.0
1958,-0.4
1959,-2.0
1960,2.6
1961,-0.3
1962,0.1
1963,6.4
1964,2.2
1965,2.7
1966,0.9
1967,4.9
1968,3.4
1969,1.9
1970,0.4
1971,-1.4
1972,-0.3
1973,0.5
1974,-2.7
1975,7.2
1976,-1.6
1977,4.0
1978,-0.7
1979,-3.4
1980,0.2
1981,-6.0
1982,-2.0
1983,4.1
1984,2.0
1985,1.0
1986,4.6
1987,-5.7
1988,-2.3
1989,5.5
1990,6.9
1991,-2.4
1992,-3.8
1993,3.6
1994,4.3
1995,2.0
1996,1.0
1997,1.0
1998,5.4
1999,9.4
2000,11.3
2001,4.0
2002,1.6
2003,1.7
2004,1.5
2005,-6.2
2006,2.2
2007,2.9
2008,1.8
2009,-1.5
2010,2.3
2011,1.3
2012,0.7
2013,-0.4
2014,
2016,
2017,
2018,
2019,
