,02-16
1881,-4.7
1882,-5.8
1883,-16.7
1884,-4.6
1885,-8.1
1886,-12.5
1887,-8.5
1888,-15.9
1889,-9.0
1890,-14.3
1891,-15.4
1892,-21.7
1893,-18.4
1894,-15.0
1895,-16.8
1896,-21.1
1897,-24.2
1898,-9.4
1899,-2.3
1900,-32.7
1901,-22.7
1902,-12.9
1903,-21.6
1904,-0.3
1905,-13.6
1906,-4.8
1907,-9.8
1908,-9.9
1909,-10.7
1910,-11.8
1911,-8.5
1912,
1913,-9.3
1914,1.6
1915,-7.0
1916,-7.0
1917,-18.2
1918,-17.0
1919,-13.2
1920,-9.6
1921,-28.6
1922,-10.6
1923,-19.5
1924,-12.7
1925,1.5
1926,-8.4
1927,-7.5
1928,-14.3
1929,-21.9
1930,-0.4
1931,-11.7
1932,-17.9
1933,-9.1
1934,-6.4
1935,-2.5
1936,-18.2
1937,-14.2
1938,-5.6
1939,-0.8
1940,-22.3
1941,-10.1
1942,-14.8
1943,-9.6
1944,-9.1
1945,-5.9
1946,-12.8
1947,-13.6
1948,-14.1
1949,-3.2
1950,-16.2
1951,-21.0
1952,-6.4
1953,-9.5
1954,-20.7
1955,-18.5
1956,-10.9
1957,0.8
1958,-2.4
1959,-7.8
1960,-14.2
1961,-7.1
1962,-19.5
1963,-8.9
1964,-11.3
1965,-1.7
1966,-9.1
1967,-10.0
1968,-7.8
1969,-10.1
1970,-17.1
1971,-12.2
1972,0.2
1973,-0.3
1974,0.8
1975,-16.5
1976,-7.0
1977,-11.9
1978,-21.7
1979,-19.3
1980,-1.4
1981,-9.5
1982,-3.9
1983,-5.9
1984,-4.1
1985,-19.8
1986,-7.9
1987,-8.4
1988,-0.1
1989,0.3
1990,-0.5
1991,-6.0
1992,-9.1
1993,-3.0
1994,-6.7
1995,1.5
1996,-8.4
1997,-17.9
1998,-10.2
1999,-5.0
2000,-2.3
2001,-1.8
2002,-1.8
2003,-19.5
2004,-5.4
2005,-5.6
2006,-10.2
2007,-10.7
2008,-10.7
2009,-7.2
2010,-11.0
2011,-21.5
2012,-16.3
2013,-6.0
2014,
2015,
2016,
2017,-3.9
2018,
2019,
