,04-28
1881,1.7
1882,6.6
1883,3.3
1884,-0.7
1885,4.0
1886,-5.2
1887,6.3
1888,-2.5
1889,-0.6
1890,10.7
1891,0.0
1892,2.0
1893,-1.0
1894,6.7
1895,3.9
1896,5.2
1897,2.9
1898,-0.1
1899,0.1
1900,-3.9
1901,1.0
1902,-8.0
1903,7.5
1904,3.8
1905,3.1
1906,10.0
1907,0.4
1908,2.1
1909,2.8
1910,5.4
1911,4.6
1912,0.3
1913,4.6
1914,1.3
1915,-2.1
1916,3.6
1917,-2.0
1918,5.8
1919,2.7
1920,8.1
1921,7.6
1922,3.2
1923,3.0
1924,-1.9
1925,3.3
1926,-1.8
1927,0.9
1928,3.5
1929,-1.0
1930,0.5
1931,7.5
1932,0.8
1933,1.0
1934,4.5
1935,-2.6
1936,6.1
1937,3.6
1938,0.8
1939,0.3
1940,-1.0
1941,-2.3
1942,-3.7
1943,5.6
1944,2.6
1945,2.0
1946,10.3
1947,1.1
1948,0.1
1949,4.0
1950,4.4
1951,11.4
1952,4.9
1953,2.9
1954,-0.6
1955,0.1
1956,2.1
1957,7.7
1958,0.2
1959,5.5
1960,1.0
1961,-1.5
1962,4.9
1963,-0.2
1964,1.0
1965,4.2
1966,0.9
1967,0.3
1968,-0.9
1969,4.0
1970,4.5
1971,-1.9
1972,1.1
1973,-0.4
1974,2.7
1975,5.8
1976,-1.9
1977,6.0
1978,-1.4
1979,3.0
1980,6.4
1981,3.3
1982,2.3
1983,6.1
1984,1.3
1985,-3.7
1986,9.9
1987,-0.3
1988,1.0
1989,14.8
1990,6.1
1991,1.9
1992,5.1
1993,4.5
1994,9.8
1995,2.0
1996,0.6
1997,3.7
1998,8.8
1999,7.5
2000,6.2
2001,15.1
2002,7.3
2003,0.9
2004,2.0
2005,5.3
2006,7.1
2007,3.7
2008,8.5
2009,12.2
2010,5.4
2011,5.3
2012,8.5
2013,1.2
2014,
2016,
2017,
2018,
